,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,,
Position,Track Name,Artist,Streams,URL,Week Beginning,Week Ending,Country
107,Family,The Chainsmokers,285205,https://open.spotify.com/track/3TKpJrY9q49Mj1JOsM9zGL,12/27/2019,1/3/2020,Canada
108,High Hopes,Panic! At The Disco,284493,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,12/27/2019,1/3/2020,Canada
109,Drip Too Hard (Lil Baby & Gunna),Lil Baby,282929,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE,12/27/2019,1/3/2020,Canada
110,F.N,Lil Tjay,281563,https://open.spotify.com/track/0RLLvYBopDwooCyvnTwgYu,12/27/2019,1/3/2020,Canada
111,Talk (feat. Disclosure),Khalid,281003,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq,12/27/2019,1/3/2020,Canada
112,Tip Toe (feat. A Boogie Wit da Hoodie),Roddy Ricch,280706,https://open.spotify.com/track/6ztvsy3C6hPjVg9j4x1XKJ,12/27/2019,1/3/2020,Canada
113,Only Human,Jonas Brothers,280443,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk,12/27/2019,1/3/2020,Canada
114,God's Plan,Drake,279708,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,12/27/2019,1/3/2020,Canada
115,Good as Hell,Lizzo,279235,https://open.spotify.com/track/3Yh9lZcWyKrK9GjbhuS0hR,12/27/2019,1/3/2020,Canada
116,JACKBOYS,JACKBOYS,276591,https://open.spotify.com/track/62zKJrpbLxz6InR3tGyr7o,12/27/2019,1/3/2020,Canada
117,The Git Up,Blanco Brown,276508,https://open.spotify.com/track/2KKijf6Ett4kmVNJze2roh,12/27/2019,1/3/2020,Canada
118,Lover (Remix) [feat. Shawn Mendes],Taylor Swift,276353,https://open.spotify.com/track/3i9UVldZOE0aD0JnyfAZZ0,12/27/2019,1/3/2020,Canada
119,SAD!,XXXTENTACION,275714,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,12/27/2019,1/3/2020,Canada
120,Look At Her Now,Selena Gomez,275013,https://open.spotify.com/track/4yI3HpbSFSgFZtJP2kDe5m,12/27/2019,1/3/2020,Canada
121,SUGAR,BROCKHAMPTON,273990,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA,12/27/2019,1/3/2020,Canada
122,Own It (feat. Ed Sheeran & Burna Boy),Stormzy,272980,https://open.spotify.com/track/4QPEwDdOMhY7rNS05mTyMR,12/27/2019,1/3/2020,Canada
123,All Girls Are The Same,Juice WRLD,272336,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1,12/27/2019,1/3/2020,Canada
124,Heartless (feat. Morgan Wallen),Diplo,271562,https://open.spotify.com/track/0rFQ5cKYJ9WtHSKp9sxVYt,12/27/2019,1/3/2020,Canada
125,Say So,Doja Cat,271145,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,12/27/2019,1/3/2020,Canada
126,I Like Me Better,Lauv,270081,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,12/27/2019,1/3/2020,Canada
