,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
44,Believer,"Imagine Dragons",414621,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
45,Mehrama,Pritam,414603,https://open.spotify.com/track/6cUOiOY5qh2FpIQWIYAd2h
46,"How You Like That",BLACKPINK,411262,https://open.spotify.com/track/3vAn0qZzdyuHamcrpkfiX3
47,"lovely (with Khalid)","Billie Eilish",409435,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
48,"Namo Namo","Amit Trivedi",399816,https://open.spotify.com/track/5QtQFSdyZEl0w4iDxAyv76
49,"Haan Main Galat",Pritam,396580,https://open.spotify.com/track/0MLZAgKQKHbPsJ12qHS860
50,"Dance Monkey","Tones And I",392389,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
51,"you broke me first","Tate McRae",385748,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
52,"Bekhayali (From ""Kabir Singh"")","Sachet Tandon",373399,https://open.spotify.com/track/1feANd8EfcDP5UqSvbheM3
53,"Tum Hi Aana (From ""Marjaavaan"")","Payal Dev",369191,https://open.spotify.com/track/6E9UwSfT80age2xknoMS7Y
54,"Kya Baat Aa","Karan Aujla",366280,https://open.spotify.com/track/5XBUtdLhHkWMacY3I5kz8X
55,"Tera Ban Jaunga (From ""Kabir Singh"")","Akhil Sachdeva",365501,https://open.spotify.com/track/4OcvkkpF3xmyCGGY5IBlgi
56,"Boy With Luv (feat. Halsey)",BTS,362726,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
57,Sakhiyaan,"Maninder Buttar",352702,https://open.spotify.com/track/3sqRODOZ1Z6hR4F2tnFAlg
58,"Tere Naal","Tulsi Kumar",352083,https://open.spotify.com/track/2Vw94w6FxCyaYwyCivi9Py
59,"Tum Se Hi","Ankit Tiwari",351433,https://open.spotify.com/track/4W49kIadQlZGLr1waTuHR3
60,Butterfly,"Jass Manak",346694,https://open.spotify.com/track/0bII0GX8CepFivbJkscZlE
61,"Intentions (feat. Quavo)","Justin Bieber",344934,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
62,"Mere Sohneya (From ""Kabir Singh"")","Sachet Tandon",339542,https://open.spotify.com/track/2IoZMG3RqiTmsy7Li3zGFg
63,"Ek Tarfa","Darshan Raval",339310,https://open.spotify.com/track/64r6z0P3RnhpTGdkA7p5Os
64,"Can We Kiss Forever?",Kina,339220,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne
65,"On My Way","Alan Walker",332880,https://open.spotify.com/track/7KhHA3mzt7A3LFlOJEAKpI
66,Qaafirana,"Arijit Singh",332260,https://open.spotify.com/track/0xkGTPTijMU84dtHr3KQQi
67,"Tera Yaar Hoon Main (From ""Sonu Ke Titu Ki Sweety"")","Arijit Singh",332185,https://open.spotify.com/track/1aIhAX6324JZmhNnGltwkK
68,"Let Me Down Slowly","Alec Benjamin",331426,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
69,"Laal Bindi",Akull,328800,https://open.spotify.com/track/3gOlVEwSmsrqKt590wbWt3
70,"Yaad Piya Ki Aane Lagi","Neha Kakkar",328472,https://open.spotify.com/track/0TkquWzzuxcrwbCWlTrKYF
71,"Jaan 'Nisaar (Arijit)","Arijit Singh",323711,https://open.spotify.com/track/6pzlnyHTVYi5FOmrgOmC95
72,Closer,"The Chainsmokers",319560,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
73,"Asal Mein","Darshan Raval",317980,https://open.spotify.com/track/1StFDfq4raRws97W8Wb3QS
74,"Without Me",Halsey,314771,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
75,"Someone You Loved","Lewis Capaldi",313417,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
76,"Ek Raat",Vilen,312824,https://open.spotify.com/track/2jHicGSFIXm8dUdGz2wwzx
77,Cradles,"Sub Urban",312163,https://open.spotify.com/track/1y4jsQt7MjnZhiD1L6qFBC
78,"Dil Bechara","A.R. Rahman",308892,https://open.spotify.com/track/4UJkUnfEEL8B2JZ1OQfYOO
79,"TKN (feat. Travis Scott)",ROSALÍA,306978,https://open.spotify.com/track/4w47S36wQGBhGg073q3nt7
80,"Ve Maahi","Arijit Singh",305212,https://open.spotify.com/track/7ltu5scschhmNWp5rp8rVF
81,Faded,"Alan Walker",297640,https://open.spotify.com/track/698ItKASDavgwZ3WjaWjtz
82,"Lagdi Lahore Di (From ""Street Dancer 3D"")","Guru Randhawa",295992,https://open.spotify.com/track/5ZQnQnbUVtBO0pl3ShqVHG
83,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",293904,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
84,Kasoor,"Prateek Kuhad",293881,https://open.spotify.com/track/08kTa3SL9sV6Iy8KLKtGql
85,"Chal Ghar Chalen (From ""Malang - Unleash The Madness"") [Mithoon feat. Arijit Singh]",Mithoon,292568,https://open.spotify.com/track/2U0BLmYoSESYOdwMxW2yA9
86,"Buttabomma - Telugu","Armaan Malik",290448,https://open.spotify.com/track/0dnDTvdUco2UbaBjUtPxNS
87,"Ik Tera","Maninder Buttar",289351,https://open.spotify.com/track/57DhVYA7E1CyrE4OKuyLb7
88,"Tujhe Kitna Chahein Aur (Film Version) [From ""Kabir Singh""]","Jubin Nautiyal",288252,https://open.spotify.com/track/3lT4SlZVvqLhMeiuBv7gHW
89,Perfect,"Ed Sheeran",287943,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
90,Baari,"Bilal Saeed",284987,https://open.spotify.com/track/7cuYb19oTyv1tLTgzH7qpv
91,"Kho Gaye Hum Kahan","Jasleen Royal",284394,https://open.spotify.com/track/6nZiYSBwPQ7fYnVWkkkj4g
92,"Khulke Jeene Ka","A.R. Rahman",282073,https://open.spotify.com/track/1XFZMenJ30FfGOsj8X5sqf
93,"bad guy","Billie Eilish",278295,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
94,"8 Parche","Baani Sandhu",277114,https://open.spotify.com/track/42ETKyApzUl8hTtytFAjen
95,FRIENDS,Marshmello,272394,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
96,"O Saki Saki (From ""Batla House"")","Neha Kakkar",267911,https://open.spotify.com/track/5djZm1zFGcJUSUqbBjrAZH
97,"Laugh Now Cry Later (feat. Lil Durk)",Drake,267255,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
98,Befikar,"Tanzeel Khan",266096,https://open.spotify.com/track/0Qxis7LXvwqhCO2qOKCmLX
99,Satisfya,"Imran Khan",264088,https://open.spotify.com/track/6HGoVbCUr63SgU3TjxEVj6
100,"I Like Me Better",Lauv,264043,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
101,"Breaking Me",Topic,262189,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
102,"Same Beef",Bohemia,260843,https://open.spotify.com/track/65c6VCikt7f5sAS1heoYQC
103,"Taare Ginn","A.R. Rahman",260037,https://open.spotify.com/track/1wbxjQnN7MTk8MKt3SumyY
104,ON,BTS,259824,https://open.spotify.com/track/2QyuXBcV1LJ2rq01KhreMF
105,"Kalla Sohna Nai",Akhil,258861,https://open.spotify.com/track/4yurVSNjaPBKkOpbZWtuJO
106,"7 rings","Ariana Grande",257691,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
107,Samajavaragamana,"Sid Sriram",255778,https://open.spotify.com/track/3j9DrRebdWK1jkpOw9FZUy
108,"Such a Whore (Stellular Remix)",JVLA,251773,https://open.spotify.com/track/6A25J9As7towpxovYryAWr
109,"Love Your Voice",JONY,250508,https://open.spotify.com/track/75VNPADAFa4iNpjEBUYMhF
110,Skechers,DripReport,247400,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
111,"Saari Ki Saari 2.0","Darshan Raval",246780,https://open.spotify.com/track/34ppgPuSUgKIqUIBT26ulf
112,Vaaste,"Dhvani Bhanushali",246660,https://open.spotify.com/track/0mJTAdmY8olbGQjopDYff3
113,"Muqabla (From ""Street Dancer 3D"")","Yash Narvekar",246148,https://open.spotify.com/track/28veUNu4veN0LOBVa0nFw8
114,Kabira,"Tochi Raina",245122,https://open.spotify.com/track/4bD9z9qa4qg9BhryvYWB7c
115,"Proper Patola",Badshah,244889,https://open.spotify.com/track/39ujbBjTwwqUFySaCYDMMT
116,"Chale Aana (From ""De De Pyaar De"")","Amaal Mallik",243317,https://open.spotify.com/track/6vuMdb0E8buJeSHArN3dXk
117,Heather,"Conan Gray",242899,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
118,"Pachtaoge (From ""Jaani Ve"")","Arijit Singh",242780,https://open.spotify.com/track/5ZU1GwpkNJPaGbUwXX5rpQ
119,"Let Me Love You","DJ Snake",242049,https://open.spotify.com/track/0lYBSQXN6rCTvUZvg9S0lU
120,Yummy,"Justin Bieber",241324,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
121,Yalgaar,"Ajey Nagar (CarryMinati)",239687,https://open.spotify.com/track/0RGp4KA9wvndxqPIWoKwnD
122,Thunder,"Imagine Dragons",239652,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
123,"Thandi Hawa",Ritviz,239421,https://open.spotify.com/track/7EPMILezRmD7gHhgx11e7k
124,"Tera Ghata","Gajendra Verma",238826,https://open.spotify.com/track/0JBhoxPKHJc1ZeJrjSt0VO
125,Attention,"Charlie Puth",238774,https://open.spotify.com/track/5cF0dROlMOK5uNZtivgu50
126,"OK Not To Be OK",Marshmello,237973,https://open.spotify.com/track/0zzVTGyRrWpQu8Fr28NRAv
127,"Dil Diyan Gallan","Atif Aslam",235865,https://open.spotify.com/track/5MnAi6ZF7cE8pAz7wYr9Ta
128,"Shape of You","Ed Sheeran",235319,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
129,"Dooriyan (feat. Kaprila)","Dino James",235310,https://open.spotify.com/track/4nKc9yiwXWlEByq1oMfHU6
130,"Chellamma (From ""Doctor"")","Anirudh Ravichander",232860,https://open.spotify.com/track/0fGclndst25Qqy8j4u5De5
131,"Dusk Till Dawn (feat. Sia) - Radio Edit",ZAYN,231560,https://open.spotify.com/track/3e7sxremeOE3wTySiOhGiP
132,Pal,Javed-Mohsin,231453,https://open.spotify.com/track/5G7pZ8G8NFvS1MQ9H4L7dC
133,"Stuck with U (with Justin Bieber)","Ariana Grande",230678,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
134,Lily,"Alan Walker",230362,https://open.spotify.com/track/0lks2Kt9veMOFEAPN0fsqN
135,"Kalank (Title Track)","Arijit Singh",229636,https://open.spotify.com/track/6vo7Y1iWyZvpjvFbf6BiZ5
136,"Humdard (From ""Ek Villain"")","Arijit Singh",229544,https://open.spotify.com/track/5jQm7HoRNb2wGI0Hldd4PK
137,"Kuch Bhi Ho Jaye","B Praak",228717,https://open.spotify.com/track/2uzEDXVEAjLhGynxLu1dd9
138,"Ik Vaari Aa (From ""Raabta"")","Arijit Singh",228333,https://open.spotify.com/track/5sul5AkWmzi2fE70oS7mK9
139,"Ik Mulaqaat","Meet Bros.",226960,https://open.spotify.com/track/17uI7afUaul1hCzMTF9txd
140,"Jab Tak (From ""M.S.Dhoni - The Untold Story"")","Armaan Malik",225246,https://open.spotify.com/track/6tkl6rjuXWtVOCaXSSSCz2
141,"Love Me Like You Do - From ""Fifty Shades Of Grey""","Ellie Goulding",224122,https://open.spotify.com/track/3zHq9ouUJQFQRf3cm1rRLu
142,"Dheeme Dheeme (From ""Pati Patni Aur Woh"")","Tony Kakkar",223530,https://open.spotify.com/track/7ofWUKeNCUw1P64ArIwG9b
143,Wolves,"Selena Gomez",223443,https://open.spotify.com/track/0tBbt8CrmxbjRP0pueQkyU
144,"Girls Like You (feat. Cardi B)","Maroon 5",223093,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
145,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)","DJ Snake",222627,https://open.spotify.com/track/0KoiMHhqKLoL4xM54rcWYY
146,"rockstar (feat. 21 Savage)","Post Malone",222362,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
147,"Take You Dancing","Jason Derulo",222309,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
148,"Aaj Bhi","Vishal Mishra",220627,https://open.spotify.com/track/6LpswW9691XT9OjVSvDU6G
149,Takeaway,"The Chainsmokers",220176,https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw
150,"It's You","Ali Gatie",219028,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
151,"Tum Se Hi","Mohit Chauhan",218996,https://open.spotify.com/track/7eQl3Yqv35ioqUfveKHitE
152,"Humnava Mere (From ""Humnava Mere"")","Jubin Nautiyal",218546,https://open.spotify.com/track/2QRc8jYol5Xsxyf6nYoYXW
153,"Kun Faya Kun","A.R. Rahman",218400,https://open.spotify.com/track/7F8RNvTQlvbeBLeenycvN6
154,"Something Just Like This","The Chainsmokers",217521,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
155,"The Box","Roddy Ricch",216495,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
156,Sage,Ritviz,216453,https://open.spotify.com/track/64RkEV5b7bG697vhIPMlrl
157,"Chal Bombay",DIVINE,214951,https://open.spotify.com/track/6AooRgSRDzbCYL4NZ4RCjU
158,"Meri Aashiqui","Jubin Nautiyal",214464,https://open.spotify.com/track/2Zwv2vKU8mwgh2LI5GUKcT
159,"Manasu Maree - Telugu","Amit Trivedi",214064,https://open.spotify.com/track/57xczqwxDF0HZsuPyVEJXa
160,"Stunnin' (feat. Harm Franklin)","Curtis Waters",213396,https://open.spotify.com/track/2D0dj3hVkRQJCp63cxCPEx
161,"Stay Gold",BTS,213323,https://open.spotify.com/track/3Ys2PYl1wyPKQIwyqhP9cQ
162,Saibo,Sachin-Jigar,212597,https://open.spotify.com/track/6udC4b4jOSnHb9ItnXgKLR
163,"We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth",212047,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV
164,"Kill This Love",BLACKPINK,210329,https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn
165,Chedkhaniyaan,Shankar-Ehsaan-Loy,210191,https://open.spotify.com/track/30PPEJ1pEhtVnrgVNK5MEw
166,"Pehla Pyaar (From ""Kabir Singh"")","Armaan Malik",208815,https://open.spotify.com/track/6v54G4hhoyTPreZ3nvSYmR
167,"Thodi Jagah (From ""Marjaavaan"")","Arijit Singh",208000,https://open.spotify.com/track/3f0wz6zcA7XkQiGm0qNF5r
168,"Proud To Be Desi","Khan Bhaini",207741,https://open.spotify.com/track/7ekTRsrREoqHWTM4Fo8cjU
169,Filhall,"B Praak",206754,https://open.spotify.com/track/7DE0I3buHcns00C0YEsYsY
170,"Be Kind (with Halsey)",Marshmello,206396,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
171,"Before You Go","Lewis Capaldi",206054,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
172,"I Don't Care (with Justin Bieber)","Ed Sheeran",205736,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
173,"Sauda Khara Khara","Diljit Dosanjh",205135,https://open.spotify.com/track/1v8H06ctqfMX8IUxU9nCaI
174,"See You Again (feat. Charlie Puth)","Wiz Khalifa",205088,https://open.spotify.com/track/2JzZzZUQj3Qff7wapcbKjc
175,"Smile (with The Weeknd)","Juice WRLD",203768,https://open.spotify.com/track/6wQlQrTY5mVS8EGaFZVwVF
176,ROXANNE,"Arizona Zervas",203737,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
177,"tere bina",Zaeden,202524,https://open.spotify.com/track/6N5WkgPIDoTdbCXyyIIKAv
178,Circles,"Post Malone",202459,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
179,"Chalo Chalein",Ritviz,201503,https://open.spotify.com/track/0NS3ca87AFGTQ2jHWeaLJ1
180,"Cute Song","Aroob Khan",201355,https://open.spotify.com/track/3qza3A45s1A0SfmNxWzIOc
181,"Alone, Pt. II","Alan Walker",200309,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
182,"Toosie Slide",Drake,200201,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
183,"Paniyon Sa","Atif Aslam",199814,https://open.spotify.com/track/2si0ZNx4yRbggTvrIom8A2
184,"Jaan Ban Gaye",Mithoon,199796,https://open.spotify.com/track/30CDYWqqitNHUa0DGaUeIE
185,"Boss Bitch","Doja Cat",199511,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
186,Khaab,Akhil,199242,https://open.spotify.com/track/0a6zRnrjmaOcqsEIFkXIhw
187,"Treat You Better","Shawn Mendes",199139,https://open.spotify.com/track/3QGsuHI8jO1Rx4JWLUh9jd
188,"Young Shahrukh",Tesher,199102,https://open.spotify.com/track/42C9YmmOF7PkiHWpulxzcq
189,"Navi Navi Yaari","Diljit Dosanjh",198737,https://open.spotify.com/track/39pjjDG9o44eDjkM4BPdiG
190,"Ae Dil Hai Mushkil Title Track",Pritam,198633,https://open.spotify.com/track/1UWacd8x8tPPwmrPB1MoBI
191,Vail,"Mankirt Aulakh",198150,https://open.spotify.com/track/1bqAnuqlgbQ55AByEp0SmM
192,"Sang Rahiyo (feat. Ranveer Allahbadia)","Jasleen Royal",196512,https://open.spotify.com/track/61nBo2C2DrXK5fd9pXeF8M
193,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",195876,https://open.spotify.com/track/2DQNYMRjisN3KAPj1bEwOI
194,Manjha,"Vishal Mishra",195116,https://open.spotify.com/track/0UZLaEOSIc5kg0cc7eszqC
195,"My Block","Sidhu Moose Wala",194486,https://open.spotify.com/track/4HEzmqZuqVk3qSwD6Dtk6K
196,"FAKE LOVE",BTS,194434,https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo
197,"Old Skool","Prem Dhillon",193743,https://open.spotify.com/track/7oyKNHWzmk8XH5aEVOuGGP
198,Happier,Marshmello,193670,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
199,"Naina Da Kya Kasoor","Amit Trivedi",192518,https://open.spotify.com/track/4JQxGJ8jsKW8pOUVoAgOZr
200,2002,Anne-Marie,191084,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
