,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Naach Meri Rani","Guru Randhawa",1346690,https://open.spotify.com/track/1orM67pmkNc4alrZkWjYkV
2,Dynamite,BTS,1247899,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY
3,"Mood (feat. iann dior)",24kGoldn,1065590,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
4,"BurjKhalifa (From ""Laxmii"")",Shashi,1037877,https://open.spotify.com/track/3ZVKI8jix6PjEFx2xFBFhz
5,Shayad,Pritam,987894,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL
6,positions,"Ariana Grande",934402,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
7,Liggi,Ritviz,909194,https://open.spotify.com/track/66Nmp3ztIMqX1j8yYtWl1X
8,Adhiya,"Karan Aujla",893609,https://open.spotify.com/track/5LEjxlKCcYH8irGpRtjbj0
9,Mirchi,DIVINE,869666,https://open.spotify.com/track/5KkCsYIgMK5H7Ih31Dnd2Q
10,"Taaron Ke Shehar","Neha Kakkar",848927,https://open.spotify.com/track/1r6sFC5J0p9r3jcfIoSGDM
11,"Teri Aankhon Mein","Darshan Raval",797913,https://open.spotify.com/track/3wmI2n0Whs6kg4MT8jFRU1
12,"No Competition","Jass Manak",758321,https://open.spotify.com/track/4AVe62GFbb3ffKXjUSpiuv
13,Khairiyat,"Arijit Singh",738711,https://open.spotify.com/track/5O932cZmzOZGOGZz9RHx20
14,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","Arijit Singh",684459,https://open.spotify.com/track/2Fv2injs4qAm8mJBGaxVKU
15,Makhna,"Tanishk Bagchi",676510,https://open.spotify.com/track/0ZHILXmUaVSLEOCWxPQ1ga
16,"Ghungroo (From ""War"")","Arijit Singh",671288,https://open.spotify.com/track/0WdbnNKO0Jt4BZACSDQh44
17,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")","Rochak Kohli",665634,https://open.spotify.com/track/57jOEZtoLQK4zF2x55bdkp
18,Waalian,Harnoor,653965,https://open.spotify.com/track/4Nc4ojIRbHohLiX9NmKkVh
19,Chidiya,Vilen,623714,https://open.spotify.com/track/7mNZUnDWUDidWBFaUpVtOC
20,"Play Date","Melanie Martinez",622644,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
21,"Sawan Mein Lag Gayi Aag","Mika Singh",605801,https://open.spotify.com/track/6oloWgrErtc8dG2WiV55gn
