,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
32,"How You Like That",BLACKPINK,503854,https://open.spotify.com/track/3vAn0qZzdyuHamcrpkfiX3
33,Feelings,"Sumit Goswami",497155,https://open.spotify.com/track/0LRNOwAcNjPMxTYQahFo3S
34,"Humraah (From ""Malang - Unleash The Madness"")","Sachet Tandon",486779,https://open.spotify.com/track/4xmkpE1Si5JL7NFxWrhV0S
35,"Pal Pal Dil Ke Paas- Title Track","Arijit Singh",477164,https://open.spotify.com/track/7lGhrfren1Zpwh0ds0zuUg
36,"Agar Tum Saath Ho (From ""Tamasha"")","Alka Yagnik",469523,https://open.spotify.com/track/1fzAokzOONl4XEPUFoammu
37,"death bed (coffee for your head)",Powfu,459782,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
38,Butterfly,"Jass Manak",454784,https://open.spotify.com/track/0bII0GX8CepFivbJkscZlE
39,"Born to Shine","Diljit Dosanjh",451355,https://open.spotify.com/track/4XxfOvudrnBRdlgzEaq1sd
40,"Haan Main Galat",Pritam,447869,https://open.spotify.com/track/0MLZAgKQKHbPsJ12qHS860
41,"Udd Gaye - Bacardi House Party Sessions",Ritviz,432926,https://open.spotify.com/track/6wZJsut8fjiWiMPaccRAOX
42,Believer,"Imagine Dragons",432627,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
43,"POPSTAR (feat. Drake)","DJ Khaled",430522,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
44,"Tum Hi Aana (From ""Marjaavaan"")","Payal Dev",427355,https://open.spotify.com/track/6E9UwSfT80age2xknoMS7Y
45,"lovely (with Khalid)","Billie Eilish",425016,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
46,Mehrama,Pritam,423982,https://open.spotify.com/track/6cUOiOY5qh2FpIQWIYAd2h
47,"Intentions (feat. Quavo)","Justin Bieber",422542,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
48,"Watermelon Sugar","Harry Styles",421648,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
49,Clash,"Diljit Dosanjh",411558,https://open.spotify.com/track/7krGSbOnw13S7tIpgVEWAo
50,"Namo Namo","Amit Trivedi",407845,https://open.spotify.com/track/5QtQFSdyZEl0w4iDxAyv76
51,"Roses - Imanbek Remix","SAINt JHN",405303,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5
52,"Tum Se Hi (From ""Sadak 2"")","Ankit Tiwari",393543,https://open.spotify.com/track/2fwd3t4N8QNy9w7VT1zC97
53,"Yes or No","Jass Manak",393254,https://open.spotify.com/track/2ExyTR2mIjHyXysRf1Lnhh
54,"Bekhayali (From ""Kabir Singh"")","Sachet Tandon",392689,https://open.spotify.com/track/1feANd8EfcDP5UqSvbheM3
55,"Taaron Ke Shehar","Neha Kakkar",389246,https://open.spotify.com/track/1r6sFC5J0p9r3jcfIoSGDM
56,Game,"Shooter Kahlon",388340,https://open.spotify.com/track/12j9XLGbDrJw7S4flHVIMj
57,Sakhiyaan,"Maninder Buttar",382495,https://open.spotify.com/track/3sqRODOZ1Z6hR4F2tnFAlg
58,"Yaad Piya Ki Aane Lagi","Neha Kakkar",379773,https://open.spotify.com/track/0TkquWzzuxcrwbCWlTrKYF
59,"Boy With Luv (feat. Halsey)",BTS,375009,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
60,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,371621,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
61,"Tera Ban Jaunga (From ""Kabir Singh"")","Akhil Sachdeva",369873,https://open.spotify.com/track/4OcvkkpF3xmyCGGY5IBlgi
62,"Let Me Down Slowly","Alec Benjamin",368445,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
63,"Dance Monkey","Tones And I",367504,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
64,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",362415,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
65,"you broke me first","Tate McRae",360730,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
66,"Tere Naal","Tulsi Kumar",359514,https://open.spotify.com/track/2Vw94w6FxCyaYwyCivi9Py
67,"Kya Baat Aa","Karan Aujla",354847,https://open.spotify.com/track/5XBUtdLhHkWMacY3I5kz8X
68,"Buttabomma - Telugu","Armaan Malik",351978,https://open.spotify.com/track/0dnDTvdUco2UbaBjUtPxNS
69,"Tera Yaar Hoon Main (From ""Sonu Ke Titu Ki Sweety"")","Arijit Singh",350684,https://open.spotify.com/track/1aIhAX6324JZmhNnGltwkK
70,"Lagdi Lahore Di (From ""Street Dancer 3D"")","Guru Randhawa",350493,https://open.spotify.com/track/5ZQnQnbUVtBO0pl3ShqVHG
71,"On My Way","Alan Walker",349206,https://open.spotify.com/track/7KhHA3mzt7A3LFlOJEAKpI
72,"Without Me",Halsey,346745,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
73,"Mere Sohneya (From ""Kabir Singh"")","Sachet Tandon",344637,https://open.spotify.com/track/2IoZMG3RqiTmsy7Li3zGFg
74,Qaafirana,"Arijit Singh",343581,https://open.spotify.com/track/0xkGTPTijMU84dtHr3KQQi
75,Closer,"The Chainsmokers",343576,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
76,"Someone You Loved","Lewis Capaldi",335979,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
77,"Can We Kiss Forever?",Kina,333798,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne
78,"Ve Maahi","Arijit Singh",333381,https://open.spotify.com/track/7ltu5scschhmNWp5rp8rVF
79,"Laal Bindi",Akull,324920,https://open.spotify.com/track/3gOlVEwSmsrqKt590wbWt3
80,"Chellamma (From ""Doctor"")","Anirudh Ravichander",321635,https://open.spotify.com/track/0fGclndst25Qqy8j4u5De5
81,"Jaan 'Nisaar (Arijit)","Arijit Singh",321416,https://open.spotify.com/track/6pzlnyHTVYi5FOmrgOmC95
82,"Ek Tarfa","Darshan Raval",321186,https://open.spotify.com/track/64r6z0P3RnhpTGdkA7p5Os
83,"Ik Tera","Maninder Buttar",320154,https://open.spotify.com/track/57DhVYA7E1CyrE4OKuyLb7
84,Faded,"Alan Walker",316257,https://open.spotify.com/track/698ItKASDavgwZ3WjaWjtz
85,"Muqabla (From ""Street Dancer 3D"")","Yash Narvekar",315915,https://open.spotify.com/track/28veUNu4veN0LOBVa0nFw8
86,"O Saki Saki (From ""Batla House"")","Neha Kakkar",313710,https://open.spotify.com/track/5djZm1zFGcJUSUqbBjrAZH
87,"Asal Mein","Darshan Raval",310777,https://open.spotify.com/track/0rMeOAvbQZ2RTG4B6L1M4p
88,"Ek Raat",Vilen,309668,https://open.spotify.com/track/2jHicGSFIXm8dUdGz2wwzx
89,Cradles,"Sub Urban",309112,https://open.spotify.com/track/1y4jsQt7MjnZhiD1L6qFBC
90,"Chal Ghar Chalen (From ""Malang - Unleash The Madness"") [Mithoon feat. Arijit Singh]",Mithoon,308561,https://open.spotify.com/track/2U0BLmYoSESYOdwMxW2yA9
91,"Dusk Till Dawn (feat. Sia) - Radio Edit",ZAYN,304885,https://open.spotify.com/track/3e7sxremeOE3wTySiOhGiP
92,Perfect,"Ed Sheeran",304864,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
93,"FRANCHISE (feat. Young Thug & M.I.A.)","Travis Scott",298793,https://open.spotify.com/track/4jVBIpuOiMj1crqd8LoCrJ
94,"Love Your Voice",JONY,298569,https://open.spotify.com/track/75VNPADAFa4iNpjEBUYMhF
95,Samajavaragamana,"Sid Sriram",297495,https://open.spotify.com/track/3j9DrRebdWK1jkpOw9FZUy
96,Kasoor,"Prateek Kuhad",297471,https://open.spotify.com/track/08kTa3SL9sV6Iy8KLKtGql
97,"Dil Bechara","A.R. Rahman",295983,https://open.spotify.com/track/4UJkUnfEEL8B2JZ1OQfYOO
98,"8 Parche","Baani Sandhu",294601,https://open.spotify.com/track/42ETKyApzUl8hTtytFAjen
99,Baari,"Bilal Saeed",293580,https://open.spotify.com/track/7cuYb19oTyv1tLTgzH7qpv
100,Satisfya,"Imran Khan",290765,https://open.spotify.com/track/6HGoVbCUr63SgU3TjxEVj6
101,FRIENDS,Marshmello,289729,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
102,"Proper Patola",Badshah,289474,https://open.spotify.com/track/39ujbBjTwwqUFySaCYDMMT
103,"7 rings","Ariana Grande",287208,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
104,"I Like Me Better",Lauv,284351,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
105,Vail,"Mankirt Aulakh",284109,https://open.spotify.com/track/1bqAnuqlgbQ55AByEp0SmM
106,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",282179,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
107,"Kalla Sohna Nai",Akhil,279444,https://open.spotify.com/track/4yurVSNjaPBKkOpbZWtuJO
108,"Kho Gaye Hum Kahan","Jasleen Royal",278645,https://open.spotify.com/track/6nZiYSBwPQ7fYnVWkkkj4g
109,"Tujhe Kitna Chahein Aur (Film Version) [From ""Kabir Singh""]","Jubin Nautiyal",278086,https://open.spotify.com/track/3lT4SlZVvqLhMeiuBv7gHW
110,"Let Me Love You","DJ Snake",277455,https://open.spotify.com/track/0lYBSQXN6rCTvUZvg9S0lU
111,"bad guy","Billie Eilish",277406,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
112,"Same Beef",Bohemia,270399,https://open.spotify.com/track/65c6VCikt7f5sAS1heoYQC
113,Heather,"Conan Gray",269517,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
114,"Chale Aana (From ""De De Pyaar De"")","Amaal Mallik",263422,https://open.spotify.com/track/6vuMdb0E8buJeSHArN3dXk
115,"Dheeme Dheeme (From ""Pati Patni Aur Woh"")","Tony Kakkar",260240,https://open.spotify.com/track/7ofWUKeNCUw1P64ArIwG9b
116,"Pachtaoge (From ""Jaani Ve"")","Arijit Singh",258772,https://open.spotify.com/track/5ZU1GwpkNJPaGbUwXX5rpQ
117,Vaaste,"Dhvani Bhanushali",256842,https://open.spotify.com/track/0mJTAdmY8olbGQjopDYff3
118,"Dil Diyan Gallan","Atif Aslam",255135,https://open.spotify.com/track/5MnAi6ZF7cE8pAz7wYr9Ta
119,"Manasu Maree - Telugu","Amit Trivedi",253524,https://open.spotify.com/track/57xczqwxDF0HZsuPyVEJXa
120,"Laugh Now Cry Later (feat. Lil Durk)",Drake,253390,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
121,"Saari Ki Saari 2.0","Darshan Raval",253294,https://open.spotify.com/track/34ppgPuSUgKIqUIBT26ulf
122,"Khulke Jeene Ka","A.R. Rahman",253083,https://open.spotify.com/track/1XFZMenJ30FfGOsj8X5sqf
123,ON,BTS,252499,https://open.spotify.com/track/2QyuXBcV1LJ2rq01KhreMF
124,Kabira,"Tochi Raina",251692,https://open.spotify.com/track/4bD9z9qa4qg9BhryvYWB7c
125,"Humdard (From ""Ek Villain"")","Arijit Singh",251339,https://open.spotify.com/track/5jQm7HoRNb2wGI0Hldd4PK
126,Yummy,"Justin Bieber",250624,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
127,"Vaathi Coming","Anirudh Ravichander",250469,https://open.spotify.com/track/2BcPFQ7nrtUObgAs72xaac
128,Attention,"Charlie Puth",250086,https://open.spotify.com/track/5cF0dROlMOK5uNZtivgu50
129,Yalgaar,"Ajey Nagar (CarryMinati)",249732,https://open.spotify.com/track/0RGp4KA9wvndxqPIWoKwnD
130,"Rakita Rakita Rakita (From ""Jagame Thandhiram"")","Santhosh Narayanan",248722,https://open.spotify.com/track/2oNRoniEFnPdaCfkOQ9m0C
131,"It's You","Ali Gatie",247319,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
132,"Kuch Bhi Ho Jaye","B Praak",247236,https://open.spotify.com/track/2uzEDXVEAjLhGynxLu1dd9
133,Pal,Javed-Mohsin,247197,https://open.spotify.com/track/5G7pZ8G8NFvS1MQ9H4L7dC
134,"Shape of You","Ed Sheeran",246240,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
135,"Tera Ghata","Gajendra Verma",244378,https://open.spotify.com/track/0JBhoxPKHJc1ZeJrjSt0VO
136,"Kill This Love",BLACKPINK,244328,https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn
137,"TKN (feat. Travis Scott)",ROSALÍA,243237,https://open.spotify.com/track/4w47S36wQGBhGg073q3nt7
138,"Love Me Like You Do - From ""Fifty Shades Of Grey""","Ellie Goulding",242237,https://open.spotify.com/track/3zHq9ouUJQFQRf3cm1rRLu
139,Skechers,DripReport,241747,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
140,"Such a Whore (Stellular Remix)",JVLA,240837,https://open.spotify.com/track/6A25J9As7towpxovYryAWr
141,"Ik Mulaqaat","Meet Bros.",240252,https://open.spotify.com/track/17uI7afUaul1hCzMTF9txd
142,Thunder,"Imagine Dragons",239743,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
143,Lily,"Alan Walker",239298,https://open.spotify.com/track/0lks2Kt9veMOFEAPN0fsqN
144,"Stuck with U (with Justin Bieber)","Ariana Grande",238832,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
145,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)","DJ Snake",237253,https://open.spotify.com/track/0KoiMHhqKLoL4xM54rcWYY
146,"Jab Tak (From ""M.S.Dhoni - The Untold Story"")","Armaan Malik",236781,https://open.spotify.com/track/6tkl6rjuXWtVOCaXSSSCz2
147,"Thandi Hawa",Ritviz,235498,https://open.spotify.com/track/7EPMILezRmD7gHhgx11e7k
148,Wolves,"Selena Gomez",234354,https://open.spotify.com/track/0tBbt8CrmxbjRP0pueQkyU
149,"Kun Faya Kun","A.R. Rahman",233412,https://open.spotify.com/track/7F8RNvTQlvbeBLeenycvN6
150,"Dilbar (From ""Satyameva Jayate"")","Neha Kakkar",232473,https://open.spotify.com/track/2a6vHSWc5vuPJrypTjCfRx
151,"Kalank (Title Track)","Arijit Singh",232338,https://open.spotify.com/track/6vo7Y1iWyZvpjvFbf6BiZ5
152,"Humnava Mere (From ""Humnava Mere"")","Jubin Nautiyal",232023,https://open.spotify.com/track/2QRc8jYol5Xsxyf6nYoYXW
153,"Girls Like You (feat. Cardi B)","Maroon 5",231807,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
154,"Taare Ginn","A.R. Rahman",231648,https://open.spotify.com/track/1wbxjQnN7MTk8MKt3SumyY
155,"Ik Vaari Aa (From ""Raabta"")","Arijit Singh",230915,https://open.spotify.com/track/5sul5AkWmzi2fE70oS7mK9
156,"Be Kind (with Halsey)",Marshmello,229617,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
157,"Dooriyan (feat. Kaprila)","Dino James",229329,https://open.spotify.com/track/4nKc9yiwXWlEByq1oMfHU6
158,"Ramuloo Ramulaa - Duet","Anurag Kulkarni",229196,https://open.spotify.com/track/4uXJADmybUHUgycBWFHeq6
159,"We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth",228205,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV
160,"Coca Cola (From ""Luka Chuppi"")","Tony Kakkar",227024,https://open.spotify.com/track/2hOlxSH3Zck6a2ki4xtKGV
161,"I Don't Care (with Justin Bieber)","Ed Sheeran",226293,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
162,Takeaway,"The Chainsmokers",225234,https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw
163,"Take You Dancing","Jason Derulo",224558,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
164,"Mad at Disney","salem ilese",223713,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE
165,"Chal Bombay",DIVINE,223565,https://open.spotify.com/track/6AooRgSRDzbCYL4NZ4RCjU
166,Khaab,Akhil,223542,https://open.spotify.com/track/0a6zRnrjmaOcqsEIFkXIhw
167,"Meri Aashiqui","Jubin Nautiyal",223310,https://open.spotify.com/track/2Zwv2vKU8mwgh2LI5GUKcT
168,"Tum Se Hi","Mohit Chauhan",222991,https://open.spotify.com/track/7eQl3Yqv35ioqUfveKHitE
169,Yaari,Nikk,222730,https://open.spotify.com/track/04UzZSWfw8hkK832P27QLq
170,"Thodi Jagah (From ""Marjaavaan"")","Arijit Singh",221710,https://open.spotify.com/track/3f0wz6zcA7XkQiGm0qNF5r
171,"Alone, Pt. II","Alan Walker",221091,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
172,Filhall,"B Praak",220868,https://open.spotify.com/track/7DE0I3buHcns00C0YEsYsY
173,"Breaking Me",Topic,220528,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
174,"Old Skool","Prem Dhillon",219629,https://open.spotify.com/track/4V9rQZOGILc4YfBnCDXgTz
175,Loca,"Yo Yo Honey Singh",219176,https://open.spotify.com/track/10Hks1iBOnKIIhouOI4rrk
176,"Aaj Bhi","Vishal Mishra",219017,https://open.spotify.com/track/6LpswW9691XT9OjVSvDU6G
177,"Ae Dil Hai Mushkil Title Track",Pritam,218820,https://open.spotify.com/track/1UWacd8x8tPPwmrPB1MoBI
178,Sorry,"Justin Bieber",218570,https://open.spotify.com/track/09CtPGIpYB4BrO8qb1RGsF
179,"Something Just Like This","The Chainsmokers",218291,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
180,"rockstar (feat. 21 Savage)","Post Malone",217130,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
181,"The Box","Roddy Ricch",216025,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
182,Sage,Ritviz,215911,https://open.spotify.com/track/64RkEV5b7bG697vhIPMlrl
183,"Treat You Better","Shawn Mendes",215776,https://open.spotify.com/track/3QGsuHI8jO1Rx4JWLUh9jd
184,"Psycho Saiyaan (From ""Saaho"")","Sachet Tandon",215602,https://open.spotify.com/track/3ZjMdVOWxQ53FKrmkgCv95
185,"Sauda Khara Khara","Diljit Dosanjh",215453,https://open.spotify.com/track/1v8H06ctqfMX8IUxU9nCaI
186,"Yaen Ennai Pirindhaai - Male","Sid Sriram",215075,https://open.spotify.com/track/2GYzXSeNa3Y0BfIfS1VJj3
187,"Pyaar Tenu Karda Gabru (From ""Shubh Mangal Zyada Saavdhan"")",Romy,214536,https://open.spotify.com/track/0OcVZqIer0LLu3K8sdU5Yb
188,"Punya Paap",DIVINE,213543,https://open.spotify.com/track/4QjxBB2HoL6d2vb5wmCWyT
189,"Kaattu Payale (From ""Soorarai Pottru"")","G. V. Prakash",213417,https://open.spotify.com/track/2b4nWymybHj38A6XtQijiA
190,"OK Not To Be OK",Marshmello,213271,https://open.spotify.com/track/0zzVTGyRrWpQu8Fr28NRAv
191,"Pehla Pyaar (From ""Kabir Singh"")","Armaan Malik",211745,https://open.spotify.com/track/6v54G4hhoyTPreZ3nvSYmR
192,ROXANNE,"Arizona Zervas",211220,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
193,Saibo,Sachin-Jigar,210721,https://open.spotify.com/track/6udC4b4jOSnHb9ItnXgKLR
194,"Boss Bitch","Doja Cat",209880,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
195,"Before You Go","Lewis Capaldi",209677,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
196,"Beautiful People (feat. Khalid)","Ed Sheeran",209489,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
197,"Masakali 2.0","Tulsi Kumar",208867,https://open.spotify.com/track/0LtuveFgRP4lkksywmCtxV
198,"Vastunna Vachestunna - Telugu","Shreya Ghoshal",208750,https://open.spotify.com/track/0VMigv7BI8OpP6CRSkyKX6
199,"Tareefan - Original","Chdry Saqib",208035,https://open.spotify.com/track/6fTEiqvwttauVDmDmDwD2T
200,"Head & Heart (feat. MNEK)","Joel Corry",207816,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
