,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
30,"Kaise Hua (From ""Kabir Singh"")","Vishal Mishra",449346,https://open.spotify.com/track/1y1rQTkWmrZdJmjwuK07GC
31,"Watermelon Sugar","Harry Styles",430304,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
32,"Dance Monkey","Tones And I",429746,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
33,"Illegal Weapon 2.0","Jasmine Sandlas",421976,https://open.spotify.com/track/7CY0CmCpSglfUKCBOOiRfw
34,"Agar Tum Saath Ho (From ""Tamasha"")","Alka Yagnik",420004,https://open.spotify.com/track/1fzAokzOONl4XEPUFoammu
35,"TKN (feat. Travis Scott)",ROSALÍA,407256,https://open.spotify.com/track/4w47S36wQGBhGg073q3nt7
36,"Duniyaa (From ""Luka Chuppi"")",Akhil,406613,https://open.spotify.com/track/3s3J70eRpRH2hcYq4mEXTJ
37,"How You Like That",BLACKPINK,401222,https://open.spotify.com/track/3vAn0qZzdyuHamcrpkfiX3
38,"Pal Pal Dil Ke Paas- Title Track","Arijit Singh",399219,https://open.spotify.com/track/7lGhrfren1Zpwh0ds0zuUg
39,"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)",Badshah,393551,https://open.spotify.com/track/6q9XTgfWilsnyiFofvYrIF
40,Feelings,"Sumit Goswami",389495,https://open.spotify.com/track/0LRNOwAcNjPMxTYQahFo3S
41,Mehrama,Pritam,389159,https://open.spotify.com/track/6cUOiOY5qh2FpIQWIYAd2h
42,"Haan Main Galat",Pritam,386754,https://open.spotify.com/track/0MLZAgKQKHbPsJ12qHS860
43,"Namo Namo","Amit Trivedi",384578,https://open.spotify.com/track/5QtQFSdyZEl0w4iDxAyv76
44,"Intentions (feat. Quavo)","Justin Bieber",381538,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
45,"lovely (with Khalid)","Billie Eilish",365965,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
46,Believer,"Imagine Dragons",361309,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
47,"Tera Ban Jaunga (From ""Kabir Singh"")","Akhil Sachdeva",351227,https://open.spotify.com/track/4OcvkkpF3xmyCGGY5IBlgi
48,"Udd Gaye - Bacardi House Party Sessions",Ritviz,343619,https://open.spotify.com/track/6wZJsut8fjiWiMPaccRAOX
49,"Ek Tarfa","Darshan Raval",343221,https://open.spotify.com/track/64r6z0P3RnhpTGdkA7p5Os
50,"Bekhayali (From ""Kabir Singh"")","Sachet Tandon",341658,https://open.spotify.com/track/1feANd8EfcDP5UqSvbheM3
51,Kasoor,"Prateek Kuhad",339751,https://open.spotify.com/track/08kTa3SL9sV6Iy8KLKtGql
52,"Teri Meri Ladayi","Maninder Buttar",323427,https://open.spotify.com/track/0IcwfJPrcJ2BWj22yOlZ2p
53,"Kya Baat Aa","Karan Aujla",317334,https://open.spotify.com/track/5XBUtdLhHkWMacY3I5kz8X
54,cardigan,"Taylor Swift",315266,https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd
55,"Tum Hi Aana (From ""Marjaavaan"")","Payal Dev",313592,https://open.spotify.com/track/6E9UwSfT80age2xknoMS7Y
56,Qaafirana,"Arijit Singh",313190,https://open.spotify.com/track/0xkGTPTijMU84dtHr3KQQi
57,"Tere Naal","Tulsi Kumar",307825,https://open.spotify.com/track/2Vw94w6FxCyaYwyCivi9Py
58,Sakhiyaan,"Maninder Buttar",306321,https://open.spotify.com/track/3sqRODOZ1Z6hR4F2tnFAlg
59,Vail,"Mankirt Aulakh",305429,https://open.spotify.com/track/1bqAnuqlgbQ55AByEp0SmM
60,"Ve Maahi","Arijit Singh",300292,https://open.spotify.com/track/7ltu5scschhmNWp5rp8rVF
61,"Mere Sohneya (From ""Kabir Singh"")","Sachet Tandon",297519,https://open.spotify.com/track/2IoZMG3RqiTmsy7Li3zGFg
62,"Tera Yaar Hoon Main (From ""Sonu Ke Titu Ki Sweety"")","Arijit Singh",297421,https://open.spotify.com/track/1aIhAX6324JZmhNnGltwkK
63,"On My Way","Alan Walker",291426,https://open.spotify.com/track/7KhHA3mzt7A3LFlOJEAKpI
64,"Ek Raat",Vilen,291075,https://open.spotify.com/track/2jHicGSFIXm8dUdGz2wwzx
65,"Someone You Loved","Lewis Capaldi",290716,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
66,"Can We Kiss Forever?",Kina,289373,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne
67,"Without Me",Halsey,288630,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
68,"Jaan 'Nisaar (Arijit)","Arijit Singh",288484,https://open.spotify.com/track/6pzlnyHTVYi5FOmrgOmC95
69,"bad guy","Billie Eilish",287425,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
70,Cradles,"Sub Urban",283971,https://open.spotify.com/track/1y4jsQt7MjnZhiD1L6qFBC
71,"Yaad Piya Ki Aane Lagi","Neha Kakkar",283502,https://open.spotify.com/track/0TkquWzzuxcrwbCWlTrKYF
72,"Haan Haige Aa","Karan Aujla",283018,https://open.spotify.com/track/3XQUm9KbQxla0ZtXh0cdGv
73,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",282166,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
74,"Chal Ghar Chalen (From ""Malang - Unleash The Madness"") [Mithoon feat. Arijit Singh]",Mithoon,275138,https://open.spotify.com/track/2U0BLmYoSESYOdwMxW2yA9
75,"Boy With Luv (feat. Halsey)",BTS,273936,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
76,"Lagdi Lahore Di (From ""Street Dancer 3D"")","Guru Randhawa",271523,https://open.spotify.com/track/5ZQnQnbUVtBO0pl3ShqVHG
77,"Kho Gaye Hum Kahan","Jasleen Royal",268379,https://open.spotify.com/track/6nZiYSBwPQ7fYnVWkkkj4g
78,Maskhari,"A.R. Rahman",266648,https://open.spotify.com/track/3AeOPuf7VfwUsxeQNN9Vsv
79,"Let Me Down Slowly","Alec Benjamin",265945,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
80,Closer,"The Chainsmokers",263081,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
81,"Asal Mein","Darshan Raval",262295,https://open.spotify.com/track/1StFDfq4raRws97W8Wb3QS
82,"Ik Tera","Maninder Buttar",261641,https://open.spotify.com/track/57DhVYA7E1CyrE4OKuyLb7
83,"Tujhe Kitna Chahein Aur (Film Version) [From ""Kabir Singh""]","Jubin Nautiyal",259271,https://open.spotify.com/track/3lT4SlZVvqLhMeiuBv7gHW
84,Satisfya,"Imran Khan",257273,https://open.spotify.com/track/6HGoVbCUr63SgU3TjxEVj6
85,"I Like Me Better",Lauv,256847,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
86,Doctor,"Sidhu Moose Wala",256388,https://open.spotify.com/track/01cxCD9VWYBhiZYgMgSKdO
87,Skechers,DripReport,254283,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
88,Faded,"Alan Walker",252548,https://open.spotify.com/track/698ItKASDavgwZ3WjaWjtz
89,"my future","Billie Eilish",252468,https://open.spotify.com/track/2ygvZOXrIeVL4xZmAWJT2C
90,"Buttabomma - Telugu","Armaan Malik",250692,https://open.spotify.com/track/0dnDTvdUco2UbaBjUtPxNS
91,"Navi Navi Yaari","Diljit Dosanjh",250542,https://open.spotify.com/track/39pjjDG9o44eDjkM4BPdiG
92,"Be Kind (with Halsey)",Marshmello,250089,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
93,Baari,"Bilal Saeed",249145,https://open.spotify.com/track/7cuYb19oTyv1tLTgzH7qpv
94,"Breaking Me",Topic,249035,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
95,Yalgaar,"Ajey Nagar (CarryMinati)",249006,https://open.spotify.com/track/0RGp4KA9wvndxqPIWoKwnD
96,"8 Parche","Baani Sandhu",247748,https://open.spotify.com/track/42ETKyApzUl8hTtytFAjen
97,"WAP (feat. Megan Thee Stallion)","Cardi B",247378,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
98,"Past Life (with Selena Gomez)","Trevor Daniel",246579,https://open.spotify.com/track/4P6IttK2PRBjyr3fm0pP7t
99,"Toosie Slide",Drake,245214,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
100,"Kun Faya Kun","A.R. Rahman",243071,https://open.spotify.com/track/7F8RNvTQlvbeBLeenycvN6
101,"exile (feat. Bon Iver)","Taylor Swift",241185,https://open.spotify.com/track/4pvb0WLRcMtbPGmtejJJ6y
102,"Stuck with U (with Justin Bieber)","Ariana Grande",239854,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
103,Perfect,"Ed Sheeran",239835,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
104,Yummy,"Justin Bieber",239464,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
105,"The Box","Roddy Ricch",236753,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
106,"Kalla Sohna Nai",Akhil,235726,https://open.spotify.com/track/4yurVSNjaPBKkOpbZWtuJO
107,"Same Beef",Bohemia,232960,https://open.spotify.com/track/65c6VCikt7f5sAS1heoYQC
108,"7 rings","Ariana Grande",231085,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
109,"Thandi Hawa",Ritviz,228103,https://open.spotify.com/track/7EPMILezRmD7gHhgx11e7k
110,"Come & Go (with Marshmello)","Juice WRLD",227864,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
111,"Kalank (Title Track)","Arijit Singh",226391,https://open.spotify.com/track/6vo7Y1iWyZvpjvFbf6BiZ5
112,"Kuch Bhi Ho Jaye","B Praak",225661,https://open.spotify.com/track/2uzEDXVEAjLhGynxLu1dd9
113,"Ik Vaari Aa (From ""Raabta"")","Arijit Singh",225608,https://open.spotify.com/track/5sul5AkWmzi2fE70oS7mK9
114,FRIENDS,Marshmello,225372,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
115,"Saari Ki Saari 2.0","Darshan Raval",224655,https://open.spotify.com/track/34ppgPuSUgKIqUIBT26ulf
116,"Muqabla (From ""Street Dancer 3D"")","Yash Narvekar",221395,https://open.spotify.com/track/28veUNu4veN0LOBVa0nFw8
117,Vaaste,"Dhvani Bhanushali",218672,https://open.spotify.com/track/0mJTAdmY8olbGQjopDYff3
118,"O Saki Saki (From ""Batla House"")","Neha Kakkar",218567,https://open.spotify.com/track/5djZm1zFGcJUSUqbBjrAZH
119,"Don't Start Now","Dua Lipa",215439,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
120,"Dusk Till Dawn - Radio Edit",ZAYN,214373,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
121,Thunder,"Imagine Dragons",213133,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
122,"Meri Aashiqui","Jubin Nautiyal",212715,https://open.spotify.com/track/2Zwv2vKU8mwgh2LI5GUKcT
123,"Boss Bitch","Doja Cat",211545,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
124,"Aaj Bhi","Vishal Mishra",211524,https://open.spotify.com/track/6LpswW9691XT9OjVSvDU6G
125,"Nobody's Love","Maroon 5",210490,https://open.spotify.com/track/3kwgqoBqTwoAH4nT29TYrq
126,"Stunnin' (feat. Harm Franklin)","Curtis Waters",209856,https://open.spotify.com/track/2D0dj3hVkRQJCp63cxCPEx
127,"Proper Patola",Badshah,209159,https://open.spotify.com/track/39ujbBjTwwqUFySaCYDMMT
128,"Tera Ghata","Gajendra Verma",208055,https://open.spotify.com/track/0JBhoxPKHJc1ZeJrjSt0VO
129,"Blueberry Faygo","Lil Mosey",207368,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
130,"Dheeme Dheeme (From ""Pati Patni Aur Woh"")","Tony Kakkar",207337,https://open.spotify.com/track/7ofWUKeNCUw1P64ArIwG9b
131,"Pachtaoge (From ""Jaani Ve"")","Arijit Singh",207035,https://open.spotify.com/track/5ZU1GwpkNJPaGbUwXX5rpQ
132,"Your eyes tell",BTS,205254,https://open.spotify.com/track/3TZ7NHkMT82AhwuYsd00Hz
133,Peed,"Diljit Dosanjh",204849,https://open.spotify.com/track/2Ny0SqN4HHB7nfdre6YlDb
134,"Dooriyan (feat. Kaprila)","Dino James",204847,https://open.spotify.com/track/4nKc9yiwXWlEByq1oMfHU6
135,"Dil Diyan Gallan","Atif Aslam",204784,https://open.spotify.com/track/5MnAi6ZF7cE8pAz7wYr9Ta
136,Kabira,"Tochi Raina",204744,https://open.spotify.com/track/4bD9z9qa4qg9BhryvYWB7c
137,Takeaway,"The Chainsmokers",204678,https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw
138,"Something Just Like This","The Chainsmokers",204538,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
139,"Let Me Love You","DJ Snake",204231,https://open.spotify.com/track/0lYBSQXN6rCTvUZvg9S0lU
140,"Shape of You","Ed Sheeran",204152,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
141,"Chale Aana (From ""De De Pyaar De"")","Amaal Mallik",201619,https://open.spotify.com/track/6vuMdb0E8buJeSHArN3dXk
142,"Jab Tak (From ""M.S.Dhoni - The Untold Story"")","Armaan Malik",201511,https://open.spotify.com/track/6tkl6rjuXWtVOCaXSSSCz2
143,"Girls Like You (feat. Cardi B)","Maroon 5",201474,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
144,"Wishing Well","Juice WRLD",200788,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
145,ROXANNE,"Arizona Zervas",200343,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
146,Sage,Ritviz,200295,https://open.spotify.com/track/64RkEV5b7bG697vhIPMlrl
147,"Chellamma (From ""Doctor"")","Anirudh Ravichander",200062,https://open.spotify.com/track/0fGclndst25Qqy8j4u5De5
148,"Ik Mulaqaat","Meet Bros.",199139,https://open.spotify.com/track/17uI7afUaul1hCzMTF9txd
149,Attention,"Charlie Puth",198319,https://open.spotify.com/track/5cF0dROlMOK5uNZtivgu50
150,"Laal Bindi",Akull,196698,https://open.spotify.com/track/3gOlVEwSmsrqKt590wbWt3
151,Samajavaragamana,"Sid Sriram",196478,https://open.spotify.com/track/3j9DrRebdWK1jkpOw9FZUy
152,"Track Suit","Diljit Dosanjh",195252,https://open.spotify.com/track/7ABCuDLEY2GyAwnGcqkmt2
153,"Dil Tod Ke","Rochak Kohli",192818,https://open.spotify.com/track/71OoohX1NBG4ez6eijgaWE
154,"rockstar (feat. 21 Savage)","Post Malone",191815,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
155,Jannat,"B Praak",191565,https://open.spotify.com/track/1RS7tM3j3ZHdiekHcC0lxr
156,"Stay Gold",BTS,191125,https://open.spotify.com/track/3Ys2PYl1wyPKQIwyqhP9cQ
157,"Teri Mitti",Arko,189767,https://open.spotify.com/track/75hrPAosuDiO9F3DKwVP12
158,Circles,"Post Malone",188997,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
159,"Chal Bombay",DIVINE,188822,https://open.spotify.com/track/6AooRgSRDzbCYL4NZ4RCjU
160,"Rakita Rakita Rakita (From ""Jagame Thandhiram"")","Santhosh Narayanan",188756,https://open.spotify.com/track/2oNRoniEFnPdaCfkOQ9m0C
161,"Humnava Mere (From ""Humnava Mere"")","Jubin Nautiyal",188345,https://open.spotify.com/track/2QRc8jYol5Xsxyf6nYoYXW
162,"I Don't Care (with Justin Bieber)","Ed Sheeran",187842,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
163,ON,BTS,187739,https://open.spotify.com/track/2QyuXBcV1LJ2rq01KhreMF
164,"Beautiful People (feat. Khalid)","Ed Sheeran",187660,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
165,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)","DJ Snake",186532,https://open.spotify.com/track/0KoiMHhqKLoL4xM54rcWYY
166,"We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth",185343,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV
167,"Humdard (From ""Ek Villain"")","Arijit Singh",185279,https://open.spotify.com/track/5jQm7HoRNb2wGI0Hldd4PK
168,"Love Me Like You Do - From ""Fifty Shades Of Grey""","Ellie Goulding",185074,https://open.spotify.com/track/3zHq9ouUJQFQRf3cm1rRLu
169,Chedkhaniyaan,Shankar-Ehsaan-Loy,184770,https://open.spotify.com/track/30PPEJ1pEhtVnrgVNK5MEw
170,"Chalo Chalein",Ritviz,184646,https://open.spotify.com/track/0NS3ca87AFGTQ2jHWeaLJ1
171,Pal,Javed-Mohsin,184606,https://open.spotify.com/track/5G7pZ8G8NFvS1MQ9H4L7dC
172,Paapi,"Rangrez Sidhu",183957,https://open.spotify.com/track/5WwtCIJprqASHtAYjtftI4
173,"Sauda Khara Khara","Diljit Dosanjh",183942,https://open.spotify.com/track/1v8H06ctqfMX8IUxU9nCaI
174,Filhall,"B Praak",183092,https://open.spotify.com/track/7DE0I3buHcns00C0YEsYsY
175,"Pehla Pyaar (From ""Kabir Singh"")","Armaan Malik",182559,https://open.spotify.com/track/6v54G4hhoyTPreZ3nvSYmR
176,Wolves,"Selena Gomez",181785,https://open.spotify.com/track/0tBbt8CrmxbjRP0pueQkyU
177,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",179812,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
178,Happier,Marshmello,179624,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
179,Lily,"Alan Walker",178457,https://open.spotify.com/track/0lks2Kt9veMOFEAPN0fsqN
180,"Tum Se Hi","Mohit Chauhan",178280,https://open.spotify.com/track/7eQl3Yqv35ioqUfveKHitE
181,"Party Girl",StaySolidRocky,177472,https://open.spotify.com/track/3IJYUaN3tx04S4TYyZHKoP
182,"It's You","Ali Gatie",176522,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
183,"Akh Laal Jatt Di","Diljit Dosanjh",176176,https://open.spotify.com/track/5hpAtI6qlmMtB2qQtIY2bn
184,"Thodi Jagah (From ""Marjaavaan"")","Arijit Singh",175489,https://open.spotify.com/track/3f0wz6zcA7XkQiGm0qNF5r
185,"Naina Da Kya Kasoor","Amit Trivedi",175416,https://open.spotify.com/track/4JQxGJ8jsKW8pOUVoAgOZr
186,"Sajan Bin",Shankar-Ehsaan-Loy,174913,https://open.spotify.com/track/1lUskB61Guv9LkWSV9ycWe
187,"Treat You Better","Shawn Mendes",174222,https://open.spotify.com/track/3QGsuHI8jO1Rx4JWLUh9jd
188,"Pyaar Tenu Karda Gabru (From ""Shubh Mangal Zyada Saavdhan"")",Romy,173377,https://open.spotify.com/track/0OcVZqIer0LLu3K8sdU5Yb
189,"Break My Heart","Dua Lipa",171938,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
190,"Paniyon Sa","Atif Aslam",171345,https://open.spotify.com/track/2si0ZNx4yRbggTvrIom8A2
191,Yaari,Nikk,171343,https://open.spotify.com/track/04UzZSWfw8hkK832P27QLq
192,Khaab,Akhil,170784,https://open.spotify.com/track/0a6zRnrjmaOcqsEIFkXIhw
193,"Let 'em Play","Karan Aujla",169858,https://open.spotify.com/track/6S6HSSk9HzWe3pqvUJn6Vq
194,"Love Your Voice",JONY,168855,https://open.spotify.com/track/75VNPADAFa4iNpjEBUYMhF
195,"Kill This Love",BLACKPINK,168653,https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn
196,Sanju,"Sidhu Moose Wala",167609,https://open.spotify.com/track/5HTmIopKxjAVRK2Z9nxLnN
197,"Born to Shine","Diljit Dosanjh",167590,https://open.spotify.com/track/4XxfOvudrnBRdlgzEaq1sd
198,"Alone, Pt. II","Alan Walker",167554,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
199,"Bambiha Bole","Sidhu Moose Wala,Amrit Maan",167148,https://open.spotify.com/track/60GK6ultL3skUR60O9haSJ
200,"Ae Dil Hai Mushkil Title Track",Pritam,166644,https://open.spotify.com/track/1UWacd8x8tPPwmrPB1MoBI
