,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Life Goes On",BTS,1664088,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD
2,Titliaan,"Afsana Khan",1616220,https://open.spotify.com/track/1980E4Grgu5xAhNbFZ1mb1
3,Dynamite,BTS,1337930,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
4,Waalian,Harnoor,1318263,https://open.spotify.com/track/4Nc4ojIRbHohLiX9NmKkVh
5,Mirchi,DIVINE,1310086,https://open.spotify.com/track/5KkCsYIgMK5H7Ih31Dnd2Q
6,"Naach Meri Rani","Guru Randhawa",1301511,https://open.spotify.com/track/1orM67pmkNc4alrZkWjYkV
7,positions,"Ariana Grande",1101607,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
8,Shayad,Pritam,1076808,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL
9,"Mood (feat. iann dior)",24kGoldn,1067326,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
10,"Aabaad Barbaad (From ""Ludo"")",Pritam,1035503,https://open.spotify.com/track/0hFUtSsV2itYEUTZGj6w5H
11,"BurjKhalifa (From ""Laxmii"")",Shashi,970746,https://open.spotify.com/track/3ZVKI8jix6PjEFx2xFBFhz
12,Liggi,Ritviz,966153,https://open.spotify.com/track/66Nmp3ztIMqX1j8yYtWl1X
13,"Teri Aankhon Mein","Darshan Raval",854445,https://open.spotify.com/track/3wmI2n0Whs6kg4MT8jFRU1
14,"Taaron Ke Shehar","Neha Kakkar",854240,https://open.spotify.com/track/1r6sFC5J0p9r3jcfIoSGDM
15,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",816835,https://open.spotify.com/track/2Z8yfpFX0ZMavHkcIeHiO1
16,"Blinding Lights","The Weeknd",792166,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
17,"Care Ni Karda (From ""Chhalaang"")","Sweetaj Brar",779843,https://open.spotify.com/track/6e5DH8YHXdM40ROnD76hZd
18,"Temporary Pyar","Adaab Kharound",770648,https://open.spotify.com/track/461JKAn7H6Sbx0ql9IvRUG
19,"Blue & Grey",BTS,757135,https://open.spotify.com/track/0n2moJpAEWHwaPYYjkzMDl
20,Khairiyat,"Arijit Singh",739707,https://open.spotify.com/track/5O932cZmzOZGOGZz9RHx20
21,"No Competition","Jass Manak",738352,https://open.spotify.com/track/4AVe62GFbb3ffKXjUSpiuv
22,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","Arijit Singh",732804,https://open.spotify.com/track/2Fv2injs4qAm8mJBGaxVKU
23,"Ghungroo (From ""War"")","Arijit Singh",685349,https://open.spotify.com/track/0WdbnNKO0Jt4BZACSDQh44
24,"Play Date","Melanie Martinez",664185,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
