,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Dynamite,BTS,1450499,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY
2,"Lovesick Girls",BLACKPINK,1062536,https://open.spotify.com/track/4Ws314Ylb27BVsvlZOy30C
3,"Savage Love (Laxed – Siren Beat) [BTS Remix]","Jawsh 685",1001213,https://open.spotify.com/track/4TgxFMOn5yoESW6zCidCXL
4,Shayad,Pritam,995065,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL
5,"Mood (feat. iann dior)",24kGoldn,983505,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
6,Khairiyat,"Arijit Singh",804959,https://open.spotify.com/track/5O932cZmzOZGOGZz9RHx20
7,Liggi,Ritviz,788737,https://open.spotify.com/track/66Nmp3ztIMqX1j8yYtWl1X
8,"Ice Cream (with Selena Gomez)",BLACKPINK,779086,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz
9,Chidiya,Vilen,731568,https://open.spotify.com/track/7mNZUnDWUDidWBFaUpVtOC
10,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","Arijit Singh",711753,https://open.spotify.com/track/2Fv2injs4qAm8mJBGaxVKU
11,"Ghungroo (From ""War"")","Arijit Singh",705512,https://open.spotify.com/track/0WdbnNKO0Jt4BZACSDQh44
12,Makhna,"Tanishk Bagchi",701959,https://open.spotify.com/track/0ZHILXmUaVSLEOCWxPQ1ga
13,G.O.A.T.,"Diljit Dosanjh",701462,https://open.spotify.com/track/46QbY78ha62aiu6gBgC7lS
14,"Bet You Wanna (feat. Cardi B)",BLACKPINK,686402,https://open.spotify.com/track/7iAgNZdotu40NwtoIWJHFe
15,"Play Date","Melanie Martinez",658439,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
16,"How You Like That",BLACKPINK,654318,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o
17,"Pretty Savage",BLACKPINK,648883,https://open.spotify.com/track/1XnpzbOGptRwfJhZgLbmSr
18,"Holy (feat. Chance The Rapper)","Justin Bieber",647914,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
19,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")","Rochak Kohli",646573,https://open.spotify.com/track/57jOEZtoLQK4zF2x55bdkp
20,"Genda Phool (feat. Payal Dev)",Badshah,594088,https://open.spotify.com/track/0gzu5mm36VJH2Zqu8sQPTf
21,"Savage Love (Laxed - Siren Beat)","Jawsh 685",573664,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
22,Señorita,"Shawn Mendes",570770,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
23,"No Competition","Jass Manak",563830,https://open.spotify.com/track/4AVe62GFbb3ffKXjUSpiuv
24,"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)",Badshah,563432,https://open.spotify.com/track/6q9XTgfWilsnyiFofvYrIF
25,"Blinding Lights","The Weeknd",557378,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
26,"Main Tumhara","A.R. Rahman",556723,https://open.spotify.com/track/2ZvWoJ82LKCgD0nU9H5ue5
27,Wonder,"Shawn Mendes",548758,https://open.spotify.com/track/5KCbr5ndeby4y4ggthdiAb
28,"Illegal Weapon 2.0","Jasmine Sandlas",544535,https://open.spotify.com/track/7CY0CmCpSglfUKCBOOiRfw
29,"WAP (feat. Megan Thee Stallion)","Cardi B",541608,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
30,"ily (i love you baby) (feat. Emilee)","Surf Mesa",529989,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
31,Memories,"Maroon 5",521291,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
32,Falling,"Trevor Daniel",518805,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
33,"Kaise Hua (From ""Kabir Singh"")","Vishal Mishra",511280,https://open.spotify.com/track/1y1rQTkWmrZdJmjwuK07GC
34,"Malang (Title Track) [From ""Malang - Unleash The Madness""]","Ved Sharma",509907,https://open.spotify.com/track/25MPTnqXQB1H6OkwSYUXWx
35,"Duniyaa (From ""Luka Chuppi"")",Akhil,509736,https://open.spotify.com/track/3s3J70eRpRH2hcYq4mEXTJ
36,"Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")","Ayushmann Khurrana",499689,https://open.spotify.com/track/3qrdLVOClRU4yPkcXZ7c5u
37,"Humraah (From ""Malang - Unleash The Madness"")","Sachet Tandon",499171,https://open.spotify.com/track/4xmkpE1Si5JL7NFxWrhV0S
38,"Agar Tum Saath Ho (From ""Tamasha"")","Alka Yagnik",491908,https://open.spotify.com/track/1fzAokzOONl4XEPUFoammu
39,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",488189,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
40,"Love To Hate Me",BLACKPINK,484914,https://open.spotify.com/track/7iKDsPfLT0d5mu2htfMKBZ
41,"Crazy Over You",BLACKPINK,482414,https://open.spotify.com/track/7qq0EOPW4RRlqdvMBmdd73
42,"Pal Pal Dil Ke Paas- Title Track","Arijit Singh",470091,https://open.spotify.com/track/7lGhrfren1Zpwh0ds0zuUg
43,"Taaron Ke Shehar","Neha Kakkar",468495,https://open.spotify.com/track/1r6sFC5J0p9r3jcfIoSGDM
44,"death bed (coffee for your head)",Powfu,468070,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
45,Butterfly,"Jass Manak",465443,https://open.spotify.com/track/0bII0GX8CepFivbJkscZlE
46,"Baby Girl","Guru Randhawa",457869,https://open.spotify.com/track/0FoAlOXHI6KJ4RHP9v8jnw
47,Feelings,"Sumit Goswami",453118,https://open.spotify.com/track/0LRNOwAcNjPMxTYQahFo3S
48,"Born to Shine","Diljit Dosanjh",447041,https://open.spotify.com/track/4XxfOvudrnBRdlgzEaq1sd
49,"Haan Main Galat",Pritam,441609,https://open.spotify.com/track/0MLZAgKQKHbPsJ12qHS860
50,Believer,"Imagine Dragons",440294,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
51,"Udd Gaye - Bacardi House Party Sessions",Ritviz,434137,https://open.spotify.com/track/6wZJsut8fjiWiMPaccRAOX
52,"lovely (with Khalid)","Billie Eilish",427635,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
53,"Tum Hi Aana (From ""Marjaavaan"")","Payal Dev",420964,https://open.spotify.com/track/6E9UwSfT80age2xknoMS7Y
54,"Namo Namo","Amit Trivedi",417266,https://open.spotify.com/track/5QtQFSdyZEl0w4iDxAyv76
55,Mehrama,Pritam,417227,https://open.spotify.com/track/6cUOiOY5qh2FpIQWIYAd2h
56,"You Never Know",BLACKPINK,415027,https://open.spotify.com/track/39kzWAiVPpycdMpr745oPj
57,"Intentions (feat. Quavo)","Justin Bieber",415015,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
58,Clash,"Diljit Dosanjh",404446,https://open.spotify.com/track/7krGSbOnw13S7tIpgVEWAo
59,"Boy With Luv (feat. Halsey)",BTS,390069,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
60,"Bekhayali (From ""Kabir Singh"")","Sachet Tandon",389442,https://open.spotify.com/track/1feANd8EfcDP5UqSvbheM3
61,Sakhiyaan,"Maninder Buttar",387052,https://open.spotify.com/track/3sqRODOZ1Z6hR4F2tnFAlg
62,"Watermelon Sugar","Harry Styles",383460,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
63,"POPSTAR (feat. Drake)","DJ Khaled",383360,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
64,"Yaad Piya Ki Aane Lagi","Neha Kakkar",382644,https://open.spotify.com/track/0TkquWzzuxcrwbCWlTrKYF
65,"Let Me Down Slowly","Alec Benjamin",381413,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
66,"Roses - Imanbek Remix","SAINt JHN",380071,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5
67,"Yes or No","Jass Manak",377097,https://open.spotify.com/track/2ExyTR2mIjHyXysRf1Lnhh
68,"Tum Se Hi (From ""Sadak 2"")","Ankit Tiwari",370028,https://open.spotify.com/track/2fwd3t4N8QNy9w7VT1zC97
69,"Buttabomma - Telugu","Armaan Malik",369171,https://open.spotify.com/track/0dnDTvdUco2UbaBjUtPxNS
70,Game,"Shooter Kahlon",362727,https://open.spotify.com/track/12j9XLGbDrJw7S4flHVIMj
71,"Tera Ban Jaunga (From ""Kabir Singh"")","Akhil Sachdeva",359306,https://open.spotify.com/track/4OcvkkpF3xmyCGGY5IBlgi
72,"Dance Monkey","Tones And I",358613,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
73,"Tera Yaar Hoon Main (From ""Sonu Ke Titu Ki Sweety"")","Arijit Singh",358242,https://open.spotify.com/track/1aIhAX6324JZmhNnGltwkK
74,"Kya Baat Aa","Karan Aujla",356152,https://open.spotify.com/track/5XBUtdLhHkWMacY3I5kz8X
75,"Without Me",Halsey,355169,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
76,"Lagdi Lahore Di (From ""Street Dancer 3D"")","Guru Randhawa",354609,https://open.spotify.com/track/5ZQnQnbUVtBO0pl3ShqVHG
77,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,352518,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
78,"Chellamma (From ""Doctor"")","Anirudh Ravichander",348959,https://open.spotify.com/track/0fGclndst25Qqy8j4u5De5
79,"Tere Naal","Tulsi Kumar",348030,https://open.spotify.com/track/2Vw94w6FxCyaYwyCivi9Py
