,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
152,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)","DJ Snake",197912,https://open.spotify.com/track/0KoiMHhqKLoL4xM54rcWYY
153,"Kill This Love",BLACKPINK,197677,https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn
154,"rockstar (feat. 21 Savage)","Post Malone",197399,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
155,"It's You","Ali Gatie",197359,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
156,ROXANNE,"Arizona Zervas",196927,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
157,"Toosie Slide",Drake,196303,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
158,"Humnava Mere (From ""Humnava Mere"")","Jubin Nautiyal",195618,https://open.spotify.com/track/2QRc8jYol5Xsxyf6nYoYXW
159,"My Block","Sidhu Moose Wala",195601,https://open.spotify.com/track/4HEzmqZuqVk3qSwD6Dtk6K
160,"Humdard (From ""Ek Villain"")","Arijit Singh",195563,https://open.spotify.com/track/5jQm7HoRNb2wGI0Hldd4PK
161,Euphoria,BTS,195486,https://open.spotify.com/track/3p6hnejEQYXkiTO1lAzVc0
162,"Ik Mulaqaat","Meet Bros.",195443,https://open.spotify.com/track/17uI7afUaul1hCzMTF9txd
163,"Aaj Bhi","Vishal Mishra",194788,https://open.spotify.com/track/6LpswW9691XT9OjVSvDU6G
164,"Dil Chahte Ho","Jubin Nautiyal",193817,https://open.spotify.com/track/60dbY1IYizdQQVhC4QTyEc
165,Circles,"Post Malone",193655,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
166,"tere bina",Zaeden,192895,https://open.spotify.com/track/6N5WkgPIDoTdbCXyyIIKAv
167,"We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth",192785,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV
168,"I Don't Care (with Justin Bieber)","Ed Sheeran",192295,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
169,"Meri Aashiqui","Jubin Nautiyal",191782,https://open.spotify.com/track/2Zwv2vKU8mwgh2LI5GUKcT
170,"Haan Haige Aa","Karan Aujla",190830,https://open.spotify.com/track/4TXnkn7PPvC1MaoqQFVqXE
171,"Tum Se Hi","Mohit Chauhan",190124,https://open.spotify.com/track/7eQl3Yqv35ioqUfveKHitE
172,"Your eyes tell",BTS,189086,https://open.spotify.com/track/3TZ7NHkMT82AhwuYsd00Hz
173,"Dheeme Dheeme (From ""Pati Patni Aur Woh"")","Tony Kakkar",189051,https://open.spotify.com/track/7ofWUKeNCUw1P64ArIwG9b
174,"Chal Bombay",DIVINE,188882,https://open.spotify.com/track/6AooRgSRDzbCYL4NZ4RCjU
175,"Alone, Pt. II","Alan Walker",186988,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
176,"Chellamma (From ""Doctor"")","Anirudh Ravichander",186844,https://open.spotify.com/track/0fGclndst25Qqy8j4u5De5
177,"Blueberry Faygo","Lil Mosey",186581,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
178,"Chalo Chalein",Ritviz,186038,https://open.spotify.com/track/0NS3ca87AFGTQ2jHWeaLJ1
179,"Koka vs Coca","Karan Aujla",184643,https://open.spotify.com/track/0m5S2wJA6K2CTyT4tyhOTt
180,"Beautiful People (feat. Khalid)","Ed Sheeran",184339,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
181,Filhall,"B Praak",183559,https://open.spotify.com/track/7DE0I3buHcns00C0YEsYsY
182,Jannat,"B Praak",183478,https://open.spotify.com/track/1RS7tM3j3ZHdiekHcC0lxr
183,"Pehla Pyaar (From ""Kabir Singh"")","Armaan Malik",182748,https://open.spotify.com/track/6v54G4hhoyTPreZ3nvSYmR
184,"Treat You Better","Shawn Mendes",182241,https://open.spotify.com/track/3QGsuHI8jO1Rx4JWLUh9jd
185,Happier,Marshmello,182116,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
186,Heather,"Conan Gray",179324,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
187,2002,Anne-Marie,177570,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
188,"Naina Da Kya Kasoor","Amit Trivedi",177313,https://open.spotify.com/track/4JQxGJ8jsKW8pOUVoAgOZr
189,Khaab,Akhil,176646,https://open.spotify.com/track/0a6zRnrjmaOcqsEIFkXIhw
190,"Billo Tu Agg (feat. Yo Yo Honey Singh)",Singhsta,176182,https://open.spotify.com/track/0YjOI7XC5Su1kgJbHrDC7s
191,Pal,Javed-Mohsin,175830,https://open.spotify.com/track/5G7pZ8G8NFvS1MQ9H4L7dC
192,"Sajan Bin",Shankar-Ehsaan-Loy,175569,https://open.spotify.com/track/1lUskB61Guv9LkWSV9ycWe
193,"Liv In","Prem Dhillon",175444,https://open.spotify.com/track/5846uEuGtk9a0wKB8Ae9xe
194,Yaari,Nikk,174929,https://open.spotify.com/track/04UzZSWfw8hkK832P27QLq
195,"Paniyon Sa","Atif Aslam",174862,https://open.spotify.com/track/2si0ZNx4yRbggTvrIom8A2
196,"See You Again (feat. Charlie Puth)","Wiz Khalifa",174801,https://open.spotify.com/track/2JzZzZUQj3Qff7wapcbKjc
197,"Such a Whore (Stellular Remix)",JVLA,174536,https://open.spotify.com/track/6A25J9As7towpxovYryAWr
198,"FAKE LOVE",BTS,174084,https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo
199,"Before You Go","Lewis Capaldi",173134,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
200,"Dil Tod Ke","Rochak Kohli",173065,https://open.spotify.com/track/71OoohX1NBG4ez6eijgaWE
