,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Dance Monkey","Tones And I",93899,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
2,Circles,"Post Malone",63160,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
3,Memories,"Maroon 5",60656,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
4,"The Box","Roddy Ricch",54619,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
5,Falling,"Trevor Daniel",53703,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
6,ROXANNE,"Arizona Zervas",51667,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
7,"Don't Start Now","Dua Lipa",50765,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
8,Señorita,"Shawn Mendes",48508,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
9,Yummy,"Justin Bieber",47183,https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l
10,"Beautiful People (feat. Khalid)","Ed Sheeran",44818,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
11,"everything i wanted","Billie Eilish",43597,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
12,"Someone You Loved","Lewis Capaldi",40308,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
13,"Blinding Lights","The Weeknd",39946,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
14,"Lose You To Love Me","Selena Gomez",39508,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5
15,"My Oh My (feat. DaBaby)","Camila Cabello",39407,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
16,Lorch,"Kabza De Small",37527,https://open.spotify.com/track/1E8jmVFDwAWbDzsjjniKGO
17,"bad guy","Billie Eilish",36945,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
18,"I Don't Care (with Justin Bieber)","Ed Sheeran",36047,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
19,"How Do You Sleep?","Sam Smith",33924,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
20,"hot girl bummer",blackbear,32376,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
21,"Eastside (with Halsey & Khalid)","benny blanco",31937,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
22,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",31555,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
23,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",31417,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
24,BOP,DaBaby,31029,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
25,"Watermelon Sugar","Harry Styles",30721,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
26,"Lose Control",MEDUZA,29611,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
27,"Trampoline (with ZAYN)",SHAED,29400,https://open.spotify.com/track/1iQDltZqI7BXnHrFy4Qo1k
28,"No Idea","Don Toliver",28902,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu
29,"HIGHEST IN THE ROOM","Travis Scott",28878,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
30,"Ride It",Regard,28836,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
31,"Tender Love (feat. DJ Maphorisa & Kabza De Small)","Sha Sha",27057,https://open.spotify.com/track/7ckWQdFniRR7CNsIA1VIML
32,"Adore You","Harry Styles",26977,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
33,Akulaleki,"Samthing Soweto",26562,https://open.spotify.com/track/73wcFiFeCQurmHDQIcirbm
34,Takeaway,"The Chainsmokers",26296,https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw
35,Jerusalema,"Master KG",26201,https://open.spotify.com/track/5F6tLUQGd7GtiWID9ZEzev
36,Happier,Marshmello,25882,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
37,"Old Town Road - Remix","Lil Nas X",25794,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
38,"Goodbyes (Feat. Young Thug)","Post Malone",25751,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
39,Heartless,"The Weeknd",25406,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU
40,"Call You Mine","The Chainsmokers",24979,https://open.spotify.com/track/2oejEp50ZzPuQTQ6v54Evp
41,"Before You Go","Lewis Capaldi",24109,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
42,"Nana Thula","Kabza De Small",24056,https://open.spotify.com/track/4tDBIoqZEnq6715SnqaJS7
43,"No Guidance (feat. Drake)","Chris Brown",23015,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
44,"Lucid Dreams","Juice WRLD",22717,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
45,Graveyard,Halsey,22682,https://open.spotify.com/track/6V9fHiv84WlVTg7CSnIVY2
46,Sandton,"Kabza De Small",22609,https://open.spotify.com/track/0ddnry07vtuLzEVK63bw3R
47,"Labantwana Ama Uber","Semi Tee",22496,https://open.spotify.com/track/6KlOMbkMRBQUFWpYe1z8Nq
48,"Up All Night",Khalid,22418,https://open.spotify.com/track/1mpD5Q8IM32I4bF6eCpU74
49,Youngblood,"5 Seconds of Summer",22319,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
50,"Look At Her Now","Selena Gomez",22085,https://open.spotify.com/track/4yI3HpbSFSgFZtJP2kDe5m
51,"HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX","Travis Scott",22020,https://open.spotify.com/track/7h0d2h0fUmzbs7zeFigJPn
52,"Dancing With A Stranger (with Normani)","Sam Smith",21916,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
53,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",21507,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
54,Sucker,"Jonas Brothers",21409,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
55,"Futsal Shuffle 2020","Lil Uzi Vert",21342,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs
56,"Love You Tonight (feat. DJ Maphorisa, Sha Sha & Kabza De Small)","Mfr Souls",21337,https://open.spotify.com/track/2NbUnaGrjwRuRjZ5EPyOR5
57,Umlilo,"DJ Zinhle",21258,https://open.spotify.com/track/6EEmWiEPZSDGXBTknG8wR1
58,"You Need To Calm Down","Taylor Swift",21097,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5
59,"Higher Love",Kygo,20999,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
60,Dames,Biggy,20983,https://open.spotify.com/track/72Yg5qdIqpTnXrNPEewglz
61,"Own It (feat. Ed Sheeran & Burna Boy)",Stormzy,20532,https://open.spotify.com/track/4QPEwDdOMhY7rNS05mTyMR
62,Shallow,"Lady Gaga",20422,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
63,"Ballin' (with Roddy Ricch)",Mustard,20296,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
64,Family,"The Chainsmokers",20181,https://open.spotify.com/track/3TKpJrY9q49Mj1JOsM9zGL
