,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Toosie Slide",Drake,113671,https://open.spotify.com/track/127QTOFJsJQp5LbJbu3A1y
2,"Blinding Lights","The Weeknd",86792,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
3,"Roses - Imanbek Remix","SAINt JHN",78501,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
4,"The Box","Roddy Ricch",73956,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
5,"Blueberry Faygo","Lil Mosey",59359,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
6,"Don't Start Now","Dua Lipa",57709,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
7,"Dance Monkey","Tones And I",53654,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
8,"Intentions (feat. Quavo)","Justin Bieber",49214,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
9,"Life Is Good (feat. Drake)",Future,48858,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
10,"death bed (coffee for your head)",Powfu,47008,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
11,Circles,"Post Malone",45962,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
12,Falling,"Trevor Daniel",43760,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
13,Memories,"Maroon 5",41172,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
14,"Say So","Doja Cat",39756,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
15,"Godzilla (feat. Juice WRLD)",Eminem,38713,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
16,ROXANNE,"Arizona Zervas",38704,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
17,"WHATS POPPIN","Jack Harlow",38327,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
