,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"The Box","Roddy Ricch",95553,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
2,"Godzilla (feat. Juice WRLD)",Eminem,92016,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
3,"Dance Monkey","Tones And I",83652,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
4,"Life Is Good (feat. Drake)",Future,78595,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
5,Circles,"Post Malone",56022,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
6,Memories,"Maroon 5",55581,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
7,Yummy,"Justin Bieber",53770,https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l
8,"Don't Start Now","Dua Lipa",50197,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
9,Falling,"Trevor Daniel",48483,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
10,"Good News","Mac Miller",47576,https://open.spotify.com/track/1DWZUa5Mzf2BwzpHtgbHPY
11,"Unaccommodating (feat. Young M.A)",Eminem,44849,https://open.spotify.com/track/0q2vG0UVuy6ajjcpkQHdZM
12,ROXANNE,"Arizona Zervas",44822,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
13,"Blinding Lights","The Weeknd",44510,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
14,"Those Kinda Nights (feat. Ed Sheeran)",Eminem,42979,https://open.spotify.com/track/0VSzREd1OjEWJ9tXoFHRQH
15,Darkness,Eminem,42838,https://open.spotify.com/track/5SiZJoLXp3WOl3J4C8IK0d
16,"You Gon’ Learn (feat. Royce Da 5'9"" & White Gold)",Eminem,42708,https://open.spotify.com/track/0GQ5bFTVFFKpwNPc7KwQnB
17,"Lose You To Love Me","Selena Gomez",41726,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
18,"everything i wanted","Billie Eilish",40376,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
19,"You should be sad",Halsey,39267,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
20,Lorch,"Kabza De Small",39195,https://open.spotify.com/track/1E8jmVFDwAWbDzsjjniKGO
21,Señorita,"Shawn Mendes",38435,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
22,"Someone You Loved","Lewis Capaldi",37653,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
23,"What A Man Gotta Do","Jonas Brothers",37183,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
24,Rare,"Selena Gomez",36991,https://open.spotify.com/track/7HMmFQsKsljwTw8bS7lu19
25,"Beautiful People (feat. Khalid)","Ed Sheeran",36847,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
26,"I Don't Care (with Justin Bieber)","Ed Sheeran",35758,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
27,"Premonition - Intro",Eminem,35729,https://open.spotify.com/track/7ccTcabbJlCJiIqtrSSwBk
28,"Leaving Heaven (feat. Skylar Grey)",Eminem,34162,https://open.spotify.com/track/5CpsIb7SMFHjmAG8RvIWfq
29,"In Too Deep",Eminem,34077,https://open.spotify.com/track/7Dj2wqPYXfSRFwa6qyOztr
30,"My Oh My (feat. DaBaby)","Camila Cabello",33802,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
31,"Lose Control",MEDUZA,30845,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
32,BOP,DaBaby,30418,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
33,"hot girl bummer",blackbear,30299,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
34,"Eastside (with Halsey & Khalid)","benny blanco",30260,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
35,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",28690,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
36,"Tender Love (feat. DJ Maphorisa & Kabza De Small)","Sha Sha",28399,https://open.spotify.com/track/7ckWQdFniRR7CNsIA1VIML
37,Phoyisa,"DJ Maphorisa",28208,https://open.spotify.com/track/0HfH8qGXIbl1l2h7IW5Jfh
38,"bad guy","Billie Eilish",28042,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
39,"Watermelon Sugar","Harry Styles",27970,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
40,Eleven,Khalid,27888,https://open.spotify.com/track/1ToprX3cpBiXoAe5eNSk74
41,"Lock It Up (feat. Anderson .Paak)",Eminem,27398,https://open.spotify.com/track/1qwMkkRiD5jqLeUUjfgblh
42,"Yah Yah (feat. Royce Da 5'9"", Black Thought, Q-Tip & Denaun)",Eminem,26859,https://open.spotify.com/track/5mZXWEH2eh8zMZGCxT5aW0
43,"No Regrets (feat. Don Toliver)",Eminem,26706,https://open.spotify.com/track/1lO9CZo6eDrOy0S7khgryG
44,Circles,"Mac Miller",26615,https://open.spotify.com/track/4jXl6VtkFFKIt3ycUQc5LT
45,Marsh,Eminem,26613,https://open.spotify.com/track/34d7sGX6WUqq8f04e7CSNF
46,"Trampoline (with ZAYN)",SHAED,26580,https://open.spotify.com/track/2ez6qvOTHKeI3ss80NGqnI
47,"No Idea","Don Toliver",26474,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu
48,Sandton,"Kabza De Small",26429,https://open.spotify.com/track/0ddnry07vtuLzEVK63bw3R
49,"Blue World","Mac Miller",25958,https://open.spotify.com/track/2hwOoMtWPtTSSn6WHV7Vp5
50,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",25936,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
51,Takeaway,"The Chainsmokers",25785,https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw
52,Stepdad,Eminem,25135,https://open.spotify.com/track/3QVHSV8YKYq4L8tI5rnFgj
53,"Before You Go","Lewis Capaldi",25103,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
54,"Alfred - Interlude",Eminem,25072,https://open.spotify.com/track/4EmunTy7kNBYQivOa8F6b8
55,"Call You Mine","The Chainsmokers",24864,https://open.spotify.com/track/2oejEp50ZzPuQTQ6v54Evp
56,"Adore You","Harry Styles",24505,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
57,"HIGHEST IN THE ROOM","Travis Scott",24140,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
58,Akulaleki,"Samthing Soweto",23884,https://open.spotify.com/track/73wcFiFeCQurmHDQIcirbm
59,Farewell,Eminem,23773,https://open.spotify.com/track/74gykWHknHDrg4eMdcmdRq
60,"How Do You Sleep?","Sam Smith",23691,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
61,"Little Engine",Eminem,23616,https://open.spotify.com/track/4qNWEOMyexn7b8Icyk29t9
62,"Never Love Again",Eminem,23470,https://open.spotify.com/track/40YbWniIEmqy6s58fYXLUh
63,"Nana Thula","Kabza De Small",23236,https://open.spotify.com/track/4tDBIoqZEnq6715SnqaJS7
64,"Ballin' (with Roddy Ricch)",Mustard,22929,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
65,"Love You Tonight (feat. DJ Maphorisa, Sha Sha & Kabza De Small)","Mfr Souls",22811,https://open.spotify.com/track/2NbUnaGrjwRuRjZ5EPyOR5
