,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
46,Sandton,"Kabza De Small",25738,https://open.spotify.com/track/0ddnry07vtuLzEVK63bw3R
47,"Ballin' (with Roddy Ricch)",Mustard,25631,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
48,"Forever (feat. Post Malone & Clever)","Justin Bieber",25478,https://open.spotify.com/track/2ZlCGeK30BLRNSPC832pNZ
49,Takeaway,"The Chainsmokers",25411,https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw
50,"That Way - Bonus Track","Lil Uzi Vert",25281,https://open.spotify.com/track/2ajzBr7vwHTEBeqDzcsNRC
51,"Lose You To Love Me","Selena Gomez",25275,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
52,P2,"Lil Uzi Vert",25270,https://open.spotify.com/track/3kW4z2pIj5VY5fLjBrMRL5
53,"Never Seen the Rain","Tones And I",25118,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
54,"No Idea","Don Toliver",24821,https://open.spotify.com/track/7AzlLxHn24DxjgQX73F9fU
55,Risky,Elaine,24252,https://open.spotify.com/track/4XOcBYsZrR8oa9c97COoYf
56,"Love You Tonight (feat. DJ Maphorisa, Sha Sha & Kabza De Small)","Mfr Souls",23198,https://open.spotify.com/track/2NbUnaGrjwRuRjZ5EPyOR5
57,"Phoyisa - Live","Kabza De Small",22981,https://open.spotify.com/track/004nEmGTeP5Mus4qXxz3x2
58,Cardigan,"Don Toliver",22785,https://open.spotify.com/track/0Li1OuXXfi7950ilZUFGkF
59,"lovely (with Khalid)","Billie Eilish",22622,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
60,Happier,Marshmello,22075,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
61,"Higher Love",Kygo,21886,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
62,"CITY OF ANGELS",24kGoldn,21688,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq
63,"To Die For","Sam Smith",21567,https://open.spotify.com/track/2ZTYlnhhV1UAReg7wIGolx
64,"Call You Mine","The Chainsmokers",21359,https://open.spotify.com/track/2oejEp50ZzPuQTQ6v54Evp
65,Supalonely,BENEE,21265,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
66,"Lucid Dreams","Juice WRLD",21126,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
67,BOP,DaBaby,21045,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
68,"Watermelon Sugar","Harry Styles",20940,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
69,"Stupid Love","Lady Gaga",20835,https://open.spotify.com/track/2kJu14V7hbZw3I4K8L8SXb
70,"HIGHEST IN THE ROOM","Travis Scott",20768,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
71,"If the World Was Ending - feat. Julia Michaels","JP Saxe",20643,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
72,"Never Really Over","Katy Perry",20358,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0
73,"What If I Told You That I Love You","Ali Gatie",20066,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi
74,"10,000 Hours (with Justin Bieber)","Dan + Shay",19780,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
75,Physical,"Dua Lipa",19768,https://open.spotify.com/track/5px6upUHM3fhOP621Edp4V
76,"Nana Thula","Kabza De Small",19592,https://open.spotify.com/track/4tDBIoqZEnq6715SnqaJS7
77,"No Guidance (feat. Drake)","Chris Brown",19389,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
78,"Money In The Grave (Drake ft. Rick Ross)",Drake,19332,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
79,Youngblood,"5 Seconds of Summer",19240,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
80,"Dancing With A Stranger (with Normani)","Sam Smith",19035,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
81,"Hello - Live","Kabza De Small",18939,https://open.spotify.com/track/6GoWV2xaRM5zW5ipsMtaeq
82,"How Do You Sleep?","Sam Smith",18874,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
83,"You Need To Calm Down","Taylor Swift",18783,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5
84,"Feel Me","Selena Gomez",18725,https://open.spotify.com/track/4MdcsdRj7i8eBm0qFjO4L4
85,"Rescue Me",OneRepublic,18514,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM
86,"Happiness Over Everything (H.O.E.) (feat. Future & Miguel)","Jhené Aiko",18389,https://open.spotify.com/track/2yUy5eFAFWAichjrySJWA2
87,"when the party's over","Billie Eilish",18221,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
88,Falling,"Harry Styles",18130,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
89,"I Love Me","Demi Lovato",17945,https://open.spotify.com/track/2IHLaN6wwYKQ3S24NsQqpA
90,"I Like Me Better",Lauv,17939,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
91,Shallow,"Lady Gaga",17916,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
92,"Goodbyes (Feat. Young Thug)","Post Malone",17875,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
93,"Without Me",Halsey,17749,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
94,Zaka,"Mas Music",17658,https://open.spotify.com/track/3wfldFmVsFWAZZrqw8FxMp
95,"Old Town Road - Remix","Lil Nas X",17591,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
96,"Purple Hat","Sofi Tukker",17526,https://open.spotify.com/track/6WiGRFQfx2qw49MA7OeDYK
97,Myron,"Lil Uzi Vert",17070,https://open.spotify.com/track/56uXDJRCuoS7abX3SkzHKQ
98,Sucker,"Jonas Brothers",16956,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
99,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",16914,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
100,"Trampoline (with ZAYN)",SHAED,16901,https://open.spotify.com/track/2ez6qvOTHKeI3ss80NGqnI
101,"Moral of the Story",Ashe,16739,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
102,Suicidal,"YNW Melly",16573,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
103,"If I Can't Have You","Shawn Mendes",16547,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
104,"rockstar (feat. 21 Savage)","Post Malone",16490,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
105,Akulaleki,"Samthing Soweto",16445,https://open.spotify.com/track/73wcFiFeCQurmHDQIcirbm
106,2002,Anne-Marie,16350,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
107,"Hate Me (with Juice WRLD)","Ellie Goulding",16275,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
108,"Sweet but Psycho","Ava Max",16257,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
109,Woah,"Lil Baby",16202,https://open.spotify.com/track/02RCbjb9czvQKNGBmEmWob
110,Ransom,"Lil Tecca",16118,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
111,Dior,"Pop Smoke",16099,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
112,Rare,"Selena Gomez",16015,https://open.spotify.com/track/7HMmFQsKsljwTw8bS7lu19
113,"OUT WEST (feat. Young Thug)",JACKBOYS,15834,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
114,SAD!,XXXTENTACION,15639,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
115,Lalala,Y2K,15634,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
116,Better,Khalid,15446,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
117,Wow.,"Post Malone",15380,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
118,"MIDDLE CHILD","J. Cole",15168,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
119,"fuck, i'm lonely (with Anne-Marie)",Lauv,15148,https://open.spotify.com/track/09PGubKAMryhOWv1LHpCYz
120,"Say You Won't Let Go","James Arthur",15095,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
121,"Futsal Shuffle 2020 - Bonus Track","Lil Uzi Vert",14968,https://open.spotify.com/track/2fOlBMkWR7lXJfqp5VTbDG
122,Bruises,"Lewis Capaldi",14858,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
123,"i'm so tired...",Lauv,14858,https://open.spotify.com/track/4vjpLMyL3ZO6aphdYr8XYw
124,"3 Nights","Dominic Fike",14808,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
125,"Suicidal (Remix) [feat. Juice WRLD]","YNW Melly",14756,https://open.spotify.com/track/4S2uhQE8L9V6p7rj7SiauJ
126,"Post Malone (feat. RANI)","Sam Feldt",14726,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
127,Mthande,"Mas Music",14713,https://open.spotify.com/track/7uWjJqLMacCGJtP5K99nmn
128,"7 rings","Ariana Grande",14574,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
129,"SICKO MODE","Travis Scott",14545,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
130,"Euphoria (feat. Travis Scott & Kaash Paige)","Don Toliver",14480,https://open.spotify.com/track/13QU8HBEBaSTZGq1HzQe9S
131,"SOS (feat. Aloe Blacc)",Avicii,14456,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5
132,"The London (feat. J. Cole & Travis Scott)","Young Thug",14452,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n
133,"ocean eyes","Billie Eilish",14452,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
134,"Here With Me",Marshmello,14314,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
135,Moonlight,XXXTENTACION,14296,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
136,"None Of Your Concern (feat. Big Sean)","Jhené Aiko",14226,https://open.spotify.com/track/75MSZRbAbQuzfUV3Pefvut
137,"Into Ingawe","Sun-El Musician",14182,https://open.spotify.com/track/428JKI7aO86RjJh0uqG9fg
138,Qoqoqo,"Kabza De Small",14107,https://open.spotify.com/track/7idAdotBN9swD9VzJSLioG
139,"Let Me Love You",Mario,13998,https://open.spotify.com/track/7GaFYUqP2WdR4KTPk7cXoP
140,"Good as Hell (feat. Ariana Grande)",Lizzo,13994,https://open.spotify.com/track/2rjjNUYONZqC7wSd1i6OFq
141,"Baby Pluto","Lil Uzi Vert",13931,https://open.spotify.com/track/7hav1MHURQf5SAoPk0egqh
142,"Own It (feat. Ed Sheeran & Burna Boy)",Stormzy,13890,https://open.spotify.com/track/4QPEwDdOMhY7rNS05mTyMR
143,"Don't Stop Believin'",Journey,13840,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue
144,"Jocelyn Flores",XXXTENTACION,13798,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
145,"Young & Alive",Bazzi,13762,https://open.spotify.com/track/5RsKelNxucrDxgMbZ3vd3W
146,"Piece Of Your Heart",MEDUZA,13712,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
147,"No Judgement","Niall Horan",13577,https://open.spotify.com/track/2sGF7DBXvL2GjkbG606m1G
148,"Vula Vala","DJ Maphorisa",13415,https://open.spotify.com/track/66qYWzjiH7jlPfpoU3IxvV
149,"Be Alright","Dean Lewis",13279,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
150,"The Other Side (from Trolls World Tour)",SZA,13277,https://open.spotify.com/track/463PQggkmk5tTw8ug0ahOX
151,"ME! (feat. Brendon Urie of Panic! At The Disco)","Taylor Swift",13260,https://open.spotify.com/track/2Rk4JlNc2TPmZe2af99d45
152,"Boss Bitch","Doja Cat",13239,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
153,"Modern Loneliness",Lauv,13229,https://open.spotify.com/track/1eyek0KJEh2v5HQ9uQSybb
154,"Best Part (feat. Daniel Caesar)",H.E.R.,13133,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
155,"After Party","Don Toliver",13072,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
156,Amantombazane,"DJ Maphorisa",13063,https://open.spotify.com/track/5TV5x7u5Tnx2i47ccKXVex
157,"Lights Up","Harry Styles",12985,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb
158,Heartless,"The Weeknd",12984,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU
159,"Love Letter","Blaq Diamond",12948,https://open.spotify.com/track/5iVlG76tiDfFzUc9GZV1fJ
160,"TOES (feat. Lil Baby & Moneybagg Yo)",DaBaby,12916,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG
161,"High Hopes","Panic! At The Disco",12888,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
162,"Better Now","Post Malone",12829,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
163,Umlilo,"DJ Zinhle",12819,https://open.spotify.com/track/6EEmWiEPZSDGXBTknG8wR1
164,Go!,"DJ Zinhle",12799,https://open.spotify.com/track/4GKyWaIDeBMlXgFTUcpFwi
165,Tikoloshi,"Soweto's Finest",12759,https://open.spotify.com/track/2DxRbSpyYb0Kmw0wn30Npw
166,Graveyard,Halsey,12731,https://open.spotify.com/track/2ufmtcIFdFpuUYBPXK5f67
167,"Friends With Benefits - Umjolo","Luu Nineleven",12687,https://open.spotify.com/track/2XVUSu7mzf0WsWdNdyboZP
168,"Triggered (freestyle)","Jhené Aiko",12673,https://open.spotify.com/track/3zPgAKn5tbmCuCKrR3r7qE
169,"Going Bad (feat. Drake)","Meek Mill",12633,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
170,"Had Enough (feat. Quavo & Offset)","Don Toliver",12611,https://open.spotify.com/track/6SPgp2qK3fb4wPX1SldrNf
171,"Talk (feat. Disclosure)",Khalid,12568,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
172,"Something About You (feat. DJ Maphorisa & Kabza De Small)","Sha Sha",12551,https://open.spotify.com/track/7aC4nFXiy7P6nCIgCj4fau
173,"Sgubu Se Monati",JazziDisciples,12540,https://open.spotify.com/track/3vneQGrZgsMCmtFQ5qOVVw
174,Robbery,"Juice WRLD",12539,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
175,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",12519,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
176,Believer,"Imagine Dragons",12427,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
177,"Lo Mein","Lil Uzi Vert",12417,https://open.spotify.com/track/6CUP2khYzdphXebxVTfPE3
178,"One Thing Right",Marshmello,12398,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4
179,"Girls Need Love (with Drake) - Remix","Summer Walker",12331,https://open.spotify.com/track/14SaZBTjxlorHJQxXh01Hu
180,"It's You","Ali Gatie",12327,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
181,Jerusalema,"Master KG",12316,https://open.spotify.com/track/50jroqJUhK3dyipGToAE5W
182,"The Blinding feat. Travis Scott","Jay Electronica",12283,https://open.spotify.com/track/3tnJIJVNuVziKgY38J2HZP
183,"Into You (feat. Tamia) - Main Mix",Fabolous,12280,https://open.spotify.com/track/1Jm1I3APcmVz3MqPr5vfTx
184,Thunder,"Imagine Dragons",12251,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
185,"Saturday Nights",Khalid,12065,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
186,"Girls Like You (feat. Cardi B)","Maroon 5",12064,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
187,"Body (feat. brando)","Loud Luxury",12014,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
188,"Up All Night",Khalid,12010,https://open.spotify.com/track/1mpD5Q8IM32I4bF6eCpU74
189,"I Just Wanna Know",Elaine,11989,https://open.spotify.com/track/5O8fA2qoSAtzHUFqZe0KJQ
190,"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)","Martin Garrix",11967,https://open.spotify.com/track/40OMBMYRk5IQL6xCzGM0JA
191,"Still Be Friends (feat. Tory Lanez & Tyga)",G-Eazy,11951,https://open.spotify.com/track/0JjM9bKm4wrwohMslcm892
192,NdiKuze,"Major League Djz",11880,https://open.spotify.com/track/4RowzfFi9PkHXSySLEvBLz
193,Paradise,Bazzi,11878,https://open.spotify.com/track/0Rx0DJI556Ix5gBny6EWmn
194,International,"Vigro Deep",11875,https://open.spotify.com/track/65fBAjfgwr7cbB96OYBAnh
195,"Ngeke Balunge",Mafikizolo,11859,https://open.spotify.com/track/7BnEt4gHFfjcqC1DEqwRHm
196,"Go Stupid (feat. NLE Choppa & Mike WiLL Made-It)","Polo G",11813,https://open.spotify.com/track/74fV8TuLZKVzSIOOGu8wwI
197,Toxic,Kehlani,11772,https://open.spotify.com/track/1Zm9qGPQkTAOBiVpGSnJUq
198,"Black And White","Niall Horan",11771,https://open.spotify.com/track/7rpNuuoMbid56XkDsx2FjE
199,"When I See U",Fantasia,11752,https://open.spotify.com/track/4iuNZTcvT9diFySSzVsnVS
200,Psycho!,MASN,11743,https://open.spotify.com/track/5LKkteRQ1wWv7XCIEA5F2q
