,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Toosie Slide",Drake,135434,https://open.spotify.com/track/127QTOFJsJQp5LbJbu3A1y
2,"Blinding Lights","The Weeknd",87513,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
3,"Roses - Imanbek Remix","SAINt JHN",81065,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
4,"The Box","Roddy Ricch",79165,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
5,"Don't Start Now","Dua Lipa",60050,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
6,"Blueberry Faygo","Lil Mosey",57729,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
7,"Dance Monkey","Tones And I",57034,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
8,"Intentions (feat. Quavo)","Justin Bieber",53194,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
9,"Life Is Good (feat. Drake)",Future,51549,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
10,Circles,"Post Malone",47891,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
11,"death bed (coffee for your head)",Powfu,47391,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
12,Falling,"Trevor Daniel",46965,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
13,Memories,"Maroon 5",42805,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
14,"BELIEVE IT",PARTYNEXTDOOR,42613,https://open.spotify.com/track/4HDCLYli2SUdkq9OjmvhSD
15,"Say So","Doja Cat",41382,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
16,"Godzilla (feat. Juice WRLD)",Eminem,40435,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
17,ROXANNE,"Arizona Zervas",40386,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
18,Savage,"Megan Thee Stallion",39412,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
19,"Sunday Best",Surfaces,38608,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
20,"Someone You Loved","Lewis Capaldi",38452,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
21,"everything i wanted","Billie Eilish",38131,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
22,"Beautiful People (feat. Khalid)","Ed Sheeran",37282,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
