,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,85435,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
2,"Toosie Slide",Drake,78601,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
3,"Blinding Lights","The Weeknd",69095,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
4,"Roses - Imanbek Remix","SAINt JHN",63855,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
5,"THE SCOTTS","THE SCOTTS",61906,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
6,"The Box","Roddy Ricch",55607,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
7,"Blueberry Faygo","Lil Mosey",50451,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
8,"Life Is Good (feat. Drake)",Future,49605,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
9,"Rain On Me (with Ariana Grande)","Lady Gaga",48256,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
10,"Intentions (feat. Quavo)","Justin Bieber",44433,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
11,"Don't Start Now","Dua Lipa",44259,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
12,Circles,"Post Malone",44199,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
13,"death bed (coffee for your head)",Powfu,43207,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
14,"Dance Monkey","Tones And I",42400,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
15,"Chicago Freestyle (feat. Giveon)",Drake,41812,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
16,"Go Crazy","Chris Brown",41224,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
17,"WHATS POPPIN","Jack Harlow",41184,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
18,"Someone You Loved","Lewis Capaldi",40624,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
19,Falling,"Trevor Daniel",40176,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
20,"Party Girl",StaySolidRocky,40003,https://open.spotify.com/track/5RqR4ZCCKJDcBLIn4sih9l
