,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"WAP (feat. Megan Thee Stallion)","Cardi B",110629,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
2,"Mood (feat. iann dior)",24kGoldn,97925,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
3,"Laugh Now Cry Later (feat. Lil Durk)",Drake,84392,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
4,"Xola Moya Wam'","Nomcebo Zikode",82484,https://open.spotify.com/track/0CLyxycXWr4PP7PgeGRn8u
5,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,74360,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
6,"Blinding Lights","The Weeknd",71561,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
7,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",68755,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
8,"To Whom it May Concern","Cassper Nyovest",68085,https://open.spotify.com/track/48kRiwWllyUvwVktXXSxyF
9,"POPSTAR (feat. Drake)","DJ Khaled",67459,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
10,"Mood Swings (feat. Lil Tjay)","Pop Smoke",67019,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
11,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",66825,https://open.spotify.com/track/2DQNYMRjisN3KAPj1bEwOI
12,"Savage Love (Laxed - Siren Beat)","Jawsh 685",65206,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
13,"Go Crazy","Chris Brown",62196,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
14,"Breaking Me",Topic,61259,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
15,"Roses - Imanbek Remix","SAINt JHN",59501,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5
16,"Friday Night","Cassper Nyovest",57367,https://open.spotify.com/track/5tCrxaA1l0YzOxCIf8helu
17,"Head & Heart (feat. MNEK)","Joel Corry",55954,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
18,"Watermelon Sugar","Harry Styles",55305,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
19,Thoughts,"Cassper Nyovest",52239,https://open.spotify.com/track/48bdZGhta77qgKoSIFpa1H
20,"Wishing Well","Juice WRLD",49542,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
21,Hlengiwe,"Cassper Nyovest",49361,https://open.spotify.com/track/3KcxjugNv0KHUhOdPlNXVL
22,"Come & Go (with Marshmello)","Juice WRLD",48518,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
23,"you broke me first","Tate McRae",48507,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
24,"The Woo (feat. 50 Cent & Roddy Ricch)","Pop Smoke",47351,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
25,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Jack Harlow",47119,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC
26,Dynamite,BTS,46619,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY
27,"1 of 1","Cassper Nyovest",46060,https://open.spotify.com/track/5rLxnEeW206d4Qva7eJsTp
28,"GREECE (feat. Drake)","DJ Khaled",44713,https://open.spotify.com/track/35RJhm1pEovTBwnNR0zWad
29,"Egyptian Cotton","Cassper Nyovest",44673,https://open.spotify.com/track/007VTHj6roW99wKcMbUsBR
30,"Someone You Loved","Lewis Capaldi",44645,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
31,Nokuthula,"Cassper Nyovest",42541,https://open.spotify.com/track/1SgRcHBOnwls4O0bpI4KAN
32,Loco,"Cassper Nyovest",41519,https://open.spotify.com/track/08JLjusXI3Y5KDwNq3ux00
33,"Jerusalema (feat. Nomcebo Zikode)","Master KG",41365,https://open.spotify.com/track/2MlOUXmcofMackX3bxfSwi
34,Dior,"Pop Smoke",41355,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
35,"Smile (with The Weeknd)","Juice WRLD",40752,https://open.spotify.com/track/6wQlQrTY5mVS8EGaFZVwVF
36,"Blueberry Faygo","Lil Mosey",38870,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
37,Indoda,"Cassper Nyovest",38786,https://open.spotify.com/track/6SqzFpeaB4U11WfTMw31YJ
38,"Jazzidisciples (Zlele)","Reece Madlisa",38352,https://open.spotify.com/track/7DsqUINZuae9IbmMAQgx6y
39,"How Does It Feel","Cassper Nyovest",38291,https://open.spotify.com/track/3sjm1K7078OSQ7Add50O3w
40,"Dance Monkey","Tones And I",38206,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
41,"Nobody Knows","Cassper Nyovest",37773,https://open.spotify.com/track/0KlBg3Akg15mldgciftcYr
42,"Beautiful People (feat. Khalid)","Ed Sheeran",36674,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
43,Memories,"Maroon 5",36575,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
44,Bonginkosi,"Cassper Nyovest",35638,https://open.spotify.com/track/5PNlZ3ppftP5nuC9dylWLn
45,Ngwanesu,"Cassper Nyovest",35562,https://open.spotify.com/track/6lMGUFKiR05YPNlIT7lNQs
46,Amademoni,"Cassper Nyovest",35455,https://open.spotify.com/track/2z08aQPPE4W3kIg2JhdtUc
47,Heather,"Conan Gray",34549,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
48,"Toosie Slide",Drake,34279,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
49,"Ice Cream (with Selena Gomez)",BLACKPINK,33851,https://open.spotify.com/track/2J4P46vCFm1rPkNkp9pZWX
50,"Take You Dancing","Jason Derulo",33499,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
51,"The Box","Roddy Ricch",32847,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
52,"Be Kind (with Halsey)",Marshmello,32838,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
53,"Before You Go","Lewis Capaldi",32086,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
54,Circles,"Post Malone",31979,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
55,"OK Not To Be OK",Marshmello,31934,https://open.spotify.com/track/0zzVTGyRrWpQu8Fr28NRAv
56,"Rain On Me (with Ariana Grande)","Lady Gaga",31753,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
57,"Midnight Sky","Miley Cyrus",31168,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB
58,"Stuck with U (with Justin Bieber)","Ariana Grande",30455,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
59,Isinkwa,"Cassper Nyovest",29882,https://open.spotify.com/track/4Odo5IDMG1TlIN6em6DtKE
60,Uthando,"Soa mattrix",29850,https://open.spotify.com/track/4DIoCdiRMAfDgor0Kj76Nj
61,"Don't Start Now","Dua Lipa",29737,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
62,"Chicago Freestyle (feat. Giveon)",Drake,29686,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
63,Hypnotize,"Cassper Nyovest",29496,https://open.spotify.com/track/2IWTUXClWuMwxfoJ49GhID
64,"Intentions (feat. Quavo)","Justin Bieber",29458,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
65,"Party Girl",StaySolidRocky,28862,https://open.spotify.com/track/3IJYUaN3tx04S4TYyZHKoP
66,"Life Is Good (feat. Drake)",Future,28469,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
67,Robbery,"Juice WRLD",28326,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
