,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"WAP (feat. Megan Thee Stallion)","Cardi B",112266,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
2,"Laugh Now Cry Later (feat. Lil Durk)",Drake,84334,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
3,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,71258,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
4,"Xola Moya Wam'","Nomcebo Zikode",70177,https://open.spotify.com/track/0CLyxycXWr4PP7PgeGRn8u
5,"Blinding Lights","The Weeknd",65455,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
6,"Mood (feat. iann dior)",24kGoldn,65323,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
7,"Mood Swings (feat. Lil Tjay)","Pop Smoke",64487,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
8,"Savage Love (Laxed - Siren Beat)","Jawsh 685",58126,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
9,"Go Crazy","Chris Brown",57144,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
10,"Bookoo Bucks","Nasty C",54424,https://open.spotify.com/track/6zdVd206eHcQ5GuDvCSGcZ
11,"Roses - Imanbek Remix","SAINt JHN",52070,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5
12,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",51936,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
13,"Breaking Me",Topic,51366,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
14,"Watermelon Sugar","Harry Styles",49237,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
15,"Wishing Well","Juice WRLD",48657,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
16,Eazy,"Nasty C",47991,https://open.spotify.com/track/1e5O3SrnSLWnj47I29Arj0
