,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"John Vuli Gate","Mapara A Jazz",97409,https://open.spotify.com/track/07SrLuauGDd6dm7r32RAEA
2,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",92187,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
3,"Mood (feat. iann dior)",24kGoldn,87057,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
4,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",79570,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
5,Uthando,"Soa mattrix",72345,https://open.spotify.com/track/4DIoCdiRMAfDgor0Kj76Nj
6,"WAP (feat. Megan Thee Stallion)","Cardi B",71862,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
7,"Laugh Now Cry Later (feat. Lil Durk)",Drake,66382,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
8,"What You Know Bout Love","Pop Smoke",65039,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
9,"Head & Heart (feat. MNEK)","Joel Corry",64247,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
10,"Blinding Lights","The Weeknd",61768,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
11,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,60253,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
12,"POPSTAR (feat. Drake)","DJ Khaled",57232,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
13,"Xola Moya Wam'","Nomcebo Zikode",55722,https://open.spotify.com/track/0CLyxycXWr4PP7PgeGRn8u
14,"Mood Swings (feat. Lil Tjay)","Pop Smoke",54436,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
15,"Holy (feat. Chance The Rapper)","Justin Bieber",52637,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
16,"Watermelon Sugar","Harry Styles",51430,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
17,"Breaking Me",Topic,50810,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
18,"Savage Love (Laxed - Siren Beat)","Jawsh 685",50644,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
19,"Go Crazy","Chris Brown",50438,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
20,"Roses - Imanbek Remix","SAINt JHN",49570,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5
21,"you broke me first","Tate McRae",49004,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
22,Dynamite,BTS,47197,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY
23,"Jazzidisciples (Zlele)","Reece Madlisa",46192,https://open.spotify.com/track/7DsqUINZuae9IbmMAQgx6y
24,"Amanikiniki (feat. Major League Djz, Kamo Mphela & Bontle Smith)","Mfr Souls",45927,https://open.spotify.com/track/7cVgVA4VO6EaVWvKZGQF9m
25,"Wishing Well","Juice WRLD",45831,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
26,"Someone You Loved","Lewis Capaldi",44780,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
27,"The Woo (feat. 50 Cent & Roddy Ricch)","Pop Smoke",42210,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
28,"Come & Go (with Marshmello)","Juice WRLD",40909,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
29,"Bella Ciao","Tyler ICU",40187,https://open.spotify.com/track/1gu8xPM3tPyIqKFHxSS6Dv
30,"Take You Dancing","Jason Derulo",39940,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
31,Wonder,"Shawn Mendes",38973,https://open.spotify.com/track/5KCbr5ndeby4y4ggthdiAb
32,Dior,"Pop Smoke",38717,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
33,"Be Kind (with Halsey)",Marshmello,37158,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
34,"GREECE (feat. Drake)","DJ Khaled",36261,https://open.spotify.com/track/35RJhm1pEovTBwnNR0zWad
35,"Dance Monkey","Tones And I",36241,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
36,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Jack Harlow",35774,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC
37,Memories,"Maroon 5",34990,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
38,"Blueberry Faygo","Lil Mosey",34389,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
39,"Beautiful People (feat. Khalid)","Ed Sheeran",34284,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
40,"Put Your Records On","Ritt Momney",33969,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
41,"Jerusalema (feat. Nomcebo Zikode)","Master KG",33176,https://open.spotify.com/track/2MlOUXmcofMackX3bxfSwi
42,"Lonely (with benny blanco)","Justin Bieber",32944,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q
43,Circles,"Post Malone",31961,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
44,"Ke Star",Focalistic,31427,https://open.spotify.com/track/5I4C1yjAWDREGD5JLzqux1
45,"The Box","Roddy Ricch",31269,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
46,"Dreams - 2004 Remaster","Fleetwood Mac",30971,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
47,"Before You Go","Lewis Capaldi",30627,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
48,"FRANCHISE (feat. Young Thug & M.I.A.)","Travis Scott",30617,https://open.spotify.com/track/4jVBIpuOiMj1crqd8LoCrJ
49,Heather,"Conan Gray",29799,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
50,"Toosie Slide",Drake,28923,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
51,"Midnight Sky","Miley Cyrus",28690,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB
52,"Intentions (feat. Quavo)","Justin Bieber",28548,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
53,"Don't Start Now","Dua Lipa",28540,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
54,"Lose Somebody",Kygo,28337,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza
55,"Smile (with The Weeknd)","Juice WRLD",28300,https://open.spotify.com/track/6wQlQrTY5mVS8EGaFZVwVF
56,Robbery,"Juice WRLD",27984,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
57,"OK Not To Be OK",Marshmello,27940,https://open.spotify.com/track/0zzVTGyRrWpQu8Fr28NRAv
58,"Life Is Good (feat. Drake)",Future,27492,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
59,Runnin,"21 Savage",27310,https://open.spotify.com/track/5SWnsxjhdcEDc7LJjq9UHk
60,"Mr. Right Now (feat. Drake)","21 Savage",26526,https://open.spotify.com/track/4Q34FP1AT7GEl9oLgNtiWj
61,"Rain On Me (with Ariana Grande)","Lady Gaga",26465,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
62,"Chicago Freestyle (feat. Giveon)",Drake,26372,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
63,"Party Girl",StaySolidRocky,26077,https://open.spotify.com/track/3IJYUaN3tx04S4TYyZHKoP
64,"Nia Lo","Kabza De Small",25512,https://open.spotify.com/track/3ceXtM3VDBKdSXiPAUA28u
65,"I Don't Care (with Justin Bieber)","Ed Sheeran",25451,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
66,"Hello (feat. A Boogie Wit da Hoodie)","Pop Smoke",25439,https://open.spotify.com/track/2r6OAV3WsYtXuXjvJ1lIDi
