,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
61,"Many Men","21 Savage",29181,https://open.spotify.com/track/3CDVMejYHnB1SkEEx0T1N4
62,"Before You Go","Lewis Capaldi",28993,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
63,"Wolves (feat. Post Malone)","Big Sean",28795,https://open.spotify.com/track/33gwZOGJWEZ7dRWPqPxBEZ
64,"my ex's best friend (with blackbear)","Machine Gun Kelly",28672,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
65,"Chicago Freestyle (feat. Giveon)",Drake,28075,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
66,"Life Is Good (feat. Drake)",Future,27712,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
67,Robbery,"Juice WRLD",27134,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
68,"OK Not To Be OK",Marshmello,27051,https://open.spotify.com/track/0zzVTGyRrWpQu8Fr28NRAv
69,"Stuck with U (with Justin Bieber)","Ariana Grande",26784,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
70,"Don't Start Now","Dua Lipa",26564,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
71,"Midnight Sky","Miley Cyrus",26457,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB
72,"Party Girl",StaySolidRocky,26159,https://open.spotify.com/track/3IJYUaN3tx04S4TYyZHKoP
73,"I'm Ready For You","Bryson Tiller",25488,https://open.spotify.com/track/1zmv0tPVWdbCuvBw90MYwO
74,"HIGHEST IN THE ROOM","Travis Scott",25465,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
75,"You Got It",Vedo,25302,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8
76,"If the World Was Ending - feat. Julia Michaels","JP Saxe",25176,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
77,"Things Change","Bryson Tiller",25024,https://open.spotify.com/track/0LLsvPLHxlUk1x8r77H2b6
78,"Ice Cream (with Selena Gomez)",BLACKPINK,24860,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz
79,"Lose Somebody",Kygo,24724,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza
80,"Next To You","Bryson Tiller",24660,https://open.spotify.com/track/2SSyJ6hTS0JeHTg63wVDZ7
81,"Rain On Me (with Ariana Grande)","Lady Gaga",24457,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
82,Señorita,"Shawn Mendes",24417,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
83,"Bet You Wanna (feat. Cardi B)",BLACKPINK,24169,https://open.spotify.com/track/7iAgNZdotu40NwtoIWJHFe
84,Falling,"Trevor Daniel",24167,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
85,"Lucid Dreams","Juice WRLD",24057,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
86,goosebumps,"Travis Scott",24045,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
87,"Mad at Disney","salem ilese",24017,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE
88,"Ubomi Abumanga","Sun-El Musician",23832,https://open.spotify.com/track/1Eum24tziiY0sRBRx7hWBb
89,Sponono,"Kabza De Small",23743,https://open.spotify.com/track/6V06P7LboO5FaYi13nQANw
90,"I Don't Care (with Justin Bieber)","Ed Sheeran",23729,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
91,"Adore You","Harry Styles",23613,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
92,Shallow,"Lady Gaga",23580,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
93,"Keep Doing What You're Doing","Bryson Tiller",23555,https://open.spotify.com/track/1MpQyTgfVMpUOnwKMTSMzu
94,"Still Your Best",Giveon,23407,https://open.spotify.com/track/4mPqY3ys5yhDmCCA9AKLNk
95,"Hello (feat. A Boogie Wit da Hoodie)","Pop Smoke",23313,https://open.spotify.com/track/2r6OAV3WsYtXuXjvJ1lIDi
96,"Timeless Interlude","Bryson Tiller",23283,https://open.spotify.com/track/6Iw6fQVKZi0fWtEQBrTFcP
97,Sorrows,"Bryson Tiller",23270,https://open.spotify.com/track/5TXQCMKN6TgemTL3c4wRTn
98,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",23222,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
99,Youngblood,"5 Seconds of Summer",23096,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
100,"Snitches & Rats (feat. Young Nudy)","21 Savage",23067,https://open.spotify.com/track/3WaDoMDQRqDdgtCDLxanpN
101,"Last Time (feat. Snoh Aalegra)",Giveon,22972,https://open.spotify.com/track/4wDqeyNLU2Jx9iu4NBIG8O
102,Risky,Elaine,22944,https://open.spotify.com/track/76Updb7OaDsoOHuqFbsuYr
103,"Savage Love (Laxed – Siren Beat) [BTS Remix]","Jawsh 685",22878,https://open.spotify.com/track/4TgxFMOn5yoESW6zCidCXL
104,"Lemonade (Feat. Roddy Ricch & Don Toliver) [Remix]","Internet Money",22866,https://open.spotify.com/track/5sBplhIrmzA4kQGyIOpmDf
105,"My Dawg","21 Savage",22333,https://open.spotify.com/track/42Tohunwlh34o0mgxYx5iq
106,"You're the One",Elaine,22205,https://open.spotify.com/track/4fxwbUSI6jF4XdnvCUVG97
107,"Post Malone (feat. RANI)","Sam Feldt",22174,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
108,"No Guidance (feat. Drake)","Chris Brown",22135,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
109,"lovely (with Khalid)","Billie Eilish",21992,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
110,"Ride It",Regard,21789,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
111,"SICKO MODE","Travis Scott",21781,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
112,"Lovesick Girls",BLACKPINK,21415,https://open.spotify.com/track/4Ws314Ylb27BVsvlZOy30C
113,"Snitches & Rats (Interlude)","21 Savage",21333,https://open.spotify.com/track/2y3mrzWEWaAFqb2jf5fED8
114,"THE SCOTTS","THE SCOTTS",21307,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
115,"Higher Love",Kygo,21110,https://open.spotify.com/track/1kKYjjfNYxE0YYgLa7vgVY
116,Masupa,"Kabza De Small",21098,https://open.spotify.com/track/5Id1TX4vQxyUc6dapFxMnM
117,"Got It On Me","Pop Smoke",21039,https://open.spotify.com/track/25zlnOAzbVoOzIeXSvQFf1
118,"Tender Love (feat. DJ Maphorisa & Kabza De Small)","Sha Sha",21009,https://open.spotify.com/track/7ckWQdFniRR7CNsIA1VIML
119,Daisy,Ashnikko,20878,https://open.spotify.com/track/0AUvWawuP0ibk4SQ3sIZjk
120,Intro,"21 Savage",20875,https://open.spotify.com/track/5UpXJ75CXod4PCoBQP6MAP
121,"eMcimbini - Live","Kabza De Small",20873,https://open.spotify.com/track/2YXf32CaC2PzXIgmRb2GK2
122,"Brand New Draco","21 Savage",20835,https://open.spotify.com/track/4V9ynsDPwHtdItksqjuRu0
123,"Electric Love",BØRNS,20756,https://open.spotify.com/track/2GiJYvgVaD2HtM8GqD9EgQ
124,"After Party","Don Toliver",20681,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
125,"Still Don't Know My Name",Labrinth,20504,https://open.spotify.com/track/6N22FZs2ZhPBYi3b9XPajV
126,"BELIEVE IT",PARTYNEXTDOOR,20397,https://open.spotify.com/track/4HDCLYli2SUdkq9OjmvhSD
127,ROXANNE,"Arizona Zervas",20193,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
128,"Nia Lo","Kabza De Small",20174,https://open.spotify.com/track/3ceXtM3VDBKdSXiPAUA28u
129,"Say You Won't Let Go","James Arthur",20099,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
130,"Something Special","Pop Smoke",20030,https://open.spotify.com/track/5kkaSMcf4BFlhRRICCKZb6
131,"LIKE I WANT YOU",Giveon,19986,https://open.spotify.com/track/6qBFSepqLCuh5tehehc1bd
132,"Lose Control",MEDUZA,19958,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
133,"All Girls Are The Same","Juice WRLD",19907,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
134,"RIP Luv","21 Savage",19579,https://open.spotify.com/track/1wGnp7ejkCuXRsehXx0PNP
135,"everything i wanted","Billie Eilish",19499,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
136,Diamonds,"Sam Smith",19348,https://open.spotify.com/track/5hvwx5i67IwnCkjl9VHkNv
137,"Into You (feat. Tamia) - Main Mix",Fabolous,19274,https://open.spotify.com/track/1Jm1I3APcmVz3MqPr5vfTx
138,Exchange,"Bryson Tiller",19170,https://open.spotify.com/track/43PuMrRfbyyuz4QpZ3oAwN
139,"Be Alright","Dean Lewis",19126,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
140,"No Opp Left Behind","21 Savage",19094,https://open.spotify.com/track/50I7FNN2rl2rWiNwGxS146
141,"When I See U",Fantasia,19060,https://open.spotify.com/track/4iuNZTcvT9diFySSzVsnVS
142,"Be Like That - feat. Swae Lee & Khalid","Kane Brown",19006,https://open.spotify.com/track/5f1joOtoMeyppIcJGZQvqJ
143,"Dreams - 2004 Remaster","Fleetwood Mac",18858,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
144,Don't,"Bryson Tiller",18845,https://open.spotify.com/track/3pXF1nA74528Edde4of9CC
145,"ily (i love you baby) (feat. Emilee)","Surf Mesa",18792,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
146,Happier,Marshmello,18745,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
147,Eazy,"Nasty C",18713,https://open.spotify.com/track/1e5O3SrnSLWnj47I29Arj0
148,"When It's All Said And Done",Giveon,18479,https://open.spotify.com/track/1ZzRQer7fYeLYfgZuKVbkx
149,"Without Me",Halsey,18399,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
150,"Kings & Queens","Ava Max",18357,https://open.spotify.com/track/1InCpEliLCkWHOBdXW7XSx
151,"Into Ingawe","Sun-El Musician",18350,https://open.spotify.com/track/428JKI7aO86RjJh0uqG9fg
152,"Ballin' (with Roddy Ricch)",Mustard,18348,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
153,"DOLLAZ ON MY HEAD (feat. Young Thug)",Gunna,18333,https://open.spotify.com/track/3nS9a01VvXHQriLqJYwRqG
154,"Let Me Love You",Mario,18203,https://open.spotify.com/track/7GaFYUqP2WdR4KTPk7cXoP
155,"Eastside (with Halsey & Khalid)","benny blanco",18101,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
156,"Don't Stop Believin'",Journey,18044,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue
157,Righteous,"Juice WRLD",17997,https://open.spotify.com/track/5dOxHHMOFAbG3VH23t0xNm
158,"forget me too (feat. Halsey)","Machine Gun Kelly",17884,https://open.spotify.com/track/1VSuFS7PahCN3SWbOcQ98m
159,Sonop-Blom,"Bernice West",17876,https://open.spotify.com/track/5knddE6reVlRTbrR62HJEd
160,"I Like Me Better",Lauv,17864,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
161,2002,Anne-Marie,17801,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
162,"Jocelyn Flores",XXXTENTACION,17742,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
163,"Hit Different",SZA,17646,https://open.spotify.com/track/7Bar1kLTmsRmH6FCKKMEyU
164,"Call You Mine","The Chainsmokers",17563,https://open.spotify.com/track/2oejEp50ZzPuQTQ6v54Evp
165,SAD!,XXXTENTACION,17536,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
166,"All of Me","John Legend",17517,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
167,"bad guy","Billie Eilish",17429,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
168,"Break My Heart","Dua Lipa",17420,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
169,"hot girl bummer",blackbear,17228,https://open.spotify.com/track/2mt1IqcFyY1zmYZT8Q3xw9
170,Perfect,"Ed Sheeran",17188,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
171,"Sweet but Psycho","Ava Max",17155,https://open.spotify.com/track/3tNE4i6TBqMdyTZxHDAn9B
172,"Dancing With A Stranger (with Normani)","Sam Smith",17150,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
173,"Steppin On Niggas","21 Savage",17147,https://open.spotify.com/track/7FtZFla3ZH6PqsAJ9MvVCM
174,"Ilog Drum","Kabza De Small",17090,https://open.spotify.com/track/02sxnXoCxbGxs6dPANWOHr
175,"Bookoo Bucks","Nasty C",17085,https://open.spotify.com/track/6zdVd206eHcQ5GuDvCSGcZ
176,"Not Another Love Song","Ella Mai",17029,https://open.spotify.com/track/5XqDJFVCyRTm5J7cIfRmR1
177,"If I Can't Have You","Shawn Mendes",16901,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
178,"Godzilla (feat. Juice WRLD)",Eminem,16878,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
179,Falling,"Harry Styles",16873,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
180,Conversations,"Juice WRLD",16806,https://open.spotify.com/track/4K06PO78fW4mnBVenxGNob
181,Molo,"Aubrey Qwana",16782,https://open.spotify.com/track/1Jg0lG581ibc6gjzGbuRqo
182,"Stunnin' (feat. Harm Franklin)","Curtis Waters",16438,https://open.spotify.com/track/2D0dj3hVkRQJCp63cxCPEx
183,"Best Part (feat. Daniel Caesar)",H.E.R.,16411,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
184,"Said N Done","21 Savage",16232,https://open.spotify.com/track/11XegnWeJHBDtj9IsNwngu
185,"In Your Eyes","The Weeknd",16175,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
186,"Someone To You",BANNERS,16125,https://open.spotify.com/track/2f0pn9DkEJwAzXApnFh5cr
187,"HOME (feat. Mas Musiq)","Riky Rick",16050,https://open.spotify.com/track/4Jeb8F2V72w6Ydu0bPTnk6
188,"Don’t Stop (feat. Young Thug)","Megan Thee Stallion",16044,https://open.spotify.com/track/3yv7994DWTEk3ihwy75YBQ
189,"What A Man Gotta Do","Jonas Brothers",16043,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
190,"Thinking out Loud","Ed Sheeran",16005,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
191,"Summer Of '69","Bryan Adams",16003,https://open.spotify.com/track/6N1EjQjnvhOjFrF6oUmGPa
192,"Savage Remix (feat. Beyoncé)","Megan Thee Stallion",15998,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
193,"How You Like That",BLACKPINK,15912,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o
194,"Know Your Worth",Khalid,15911,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
195,"Hate The Other Side (with Marshmello & The Kid Laroi)","Juice WRLD",15834,https://open.spotify.com/track/0ada5XsQGLPUVbmTCkAP49
196,"Imizamo Yami","Nomcebo Zikode",15829,https://open.spotify.com/track/0F9ND5RztlZ2SX0ISjV6LE
197,"Sunday Best",Surfaces,15735,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
198,"The Middle",Zedd,15710,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
199,Element,"Pop Smoke",15609,https://open.spotify.com/track/57BGVV6wcyhbn3hsjlqEZB
200,"Scars To Your Beautiful","Alessia Cara",15596,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK
