,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Dance Monkey","Tones And I",98499,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
2,Circles,"Post Malone",61454,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
3,Memories,"Maroon 5",61399,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
4,Lorch,"Kabza De Small",56658,https://open.spotify.com/track/1E8jmVFDwAWbDzsjjniKGO
5,Señorita,"Shawn Mendes",52282,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
6,Falling,"Trevor Daniel",50218,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
7,ROXANNE,"Arizona Zervas",49773,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
8,"Beautiful People (feat. Khalid)","Ed Sheeran",48835,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
9,"Don't Start Now","Dua Lipa",47959,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
10,Akulaleki,"Samthing Soweto",43424,https://open.spotify.com/track/73wcFiFeCQurmHDQIcirbm
11,Jerusalema,"Master KG",43393,https://open.spotify.com/track/5F6tLUQGd7GtiWID9ZEzev
12,"Someone You Loved","Lewis Capaldi",41977,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
13,"Tender Love (feat. DJ Maphorisa & Kabza De Small)","Sha Sha",41157,https://open.spotify.com/track/7ckWQdFniRR7CNsIA1VIML
14,"Labantwana Ama Uber","Semi Tee",39786,https://open.spotify.com/track/6KlOMbkMRBQUFWpYe1z8Nq
15,"everything i wanted","Billie Eilish",39746,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
16,"Nana Thula","Kabza De Small",38559,https://open.spotify.com/track/4tDBIoqZEnq6715SnqaJS7
17,"bad guy","Billie Eilish",37512,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
18,"Lose You To Love Me","Selena Gomez",37262,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5
