,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Mood (feat. iann dior)",24kGoldn,102605,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
2,"WAP (feat. Megan Thee Stallion)","Cardi B",102604,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
3,"Laugh Now Cry Later (feat. Lil Durk)",Drake,83637,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
4,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",82682,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
5,"Xola Moya Wam'","Nomcebo Zikode",79263,https://open.spotify.com/track/0CLyxycXWr4PP7PgeGRn8u
6,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",74924,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
7,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,73249,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
8,"POPSTAR (feat. Drake)","DJ Khaled",71287,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
9,"Blinding Lights","The Weeknd",71212,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
10,"Jerusalema (feat. Nomcebo Zikode)","Master KG",68391,https://open.spotify.com/track/2MlOUXmcofMackX3bxfSwi
11,"Mood Swings (feat. Lil Tjay)","Pop Smoke",67002,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
12,"Savage Love (Laxed - Siren Beat)","Jawsh 685",66508,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
13,"Head & Heart (feat. MNEK)","Joel Corry",61984,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
14,"Go Crazy","Chris Brown",61695,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
15,"Roses - Imanbek Remix","SAINt JHN",59488,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5
16,"Breaking Me",Topic,59388,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
17,"Holy (feat. Chance The Rapper)","Justin Bieber",57435,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
18,"Watermelon Sugar","Harry Styles",56041,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
