,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"The Box","Roddy Ricch",93955,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
2,"Dance Monkey","Tones And I",80047,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
3,"Life Is Good (feat. Drake)",Future,75008,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
4,"Godzilla (feat. Juice WRLD)",Eminem,67803,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
5,"Don't Start Now","Dua Lipa",58122,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
6,"Blinding Lights","The Weeknd",56497,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
7,Circles,"Post Malone",55381,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
8,Memories,"Maroon 5",54996,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
9,"everything i wanted","Billie Eilish",52439,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
10,Yummy,"Justin Bieber",51544,https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l
11,Falling,"Trevor Daniel",50879,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
12,ROXANNE,"Arizona Zervas",44538,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
13,"Someone You Loved","Lewis Capaldi",41792,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
14,Lorch,"Kabza De Small",41223,https://open.spotify.com/track/1E8jmVFDwAWbDzsjjniKGO
15,"Beautiful People (feat. Khalid)","Ed Sheeran",40314,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
16,"I Don't Care (with Justin Bieber)","Ed Sheeran",39694,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
17,Señorita,"Shawn Mendes",37992,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
18,"Lose You To Love Me","Selena Gomez",37058,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
19,"Lose Control",MEDUZA,36617,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
20,"What A Man Gotta Do","Jonas Brothers",34618,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
21,Sandton,"Kabza De Small",33765,https://open.spotify.com/track/0ddnry07vtuLzEVK63bw3R
22,"Phoyisa - Live","Kabza De Small",33762,https://open.spotify.com/track/004nEmGTeP5Mus4qXxz3x2
23,"Eastside (with Halsey & Khalid)","benny blanco",32657,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
24,"Tender Love (feat. DJ Maphorisa & Kabza De Small)","Sha Sha",32646,https://open.spotify.com/track/7ckWQdFniRR7CNsIA1VIML
