,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,92756,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
2,"Blinding Lights","The Weeknd",70122,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
3,"Savage Love (Laxed - Siren Beat)","Jawsh 685",58120,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
4,"Toosie Slide",Drake,58117,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
5,"Roses - Imanbek Remix","SAINt JHN",56698,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
6,"The Woo (feat. 50 Cent & Roddy Ricch)","Pop Smoke",50922,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
7,Dior,"Pop Smoke",50009,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
8,"Go Crazy","Chris Brown",49463,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
9,"Blueberry Faygo","Lil Mosey",48795,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
10,"The Box","Roddy Ricch",47056,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
11,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",47031,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
12,"Party Girl",StaySolidRocky,45519,https://open.spotify.com/track/5RqR4ZCCKJDcBLIn4sih9l
13,"Watermelon Sugar","Harry Styles",44049,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
14,"Dance Monkey","Tones And I",43780,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
15,"Chicago Freestyle (feat. Giveon)",Drake,43777,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
16,"THE SCOTTS","THE SCOTTS",43632,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
17,"Someone You Loved","Lewis Capaldi",42396,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
18,"Life Is Good (feat. Drake)",Future,40306,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
19,"Breaking Me",Topic,39488,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
20,"Don't Start Now","Dua Lipa",39146,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
21,"Intentions (feat. Quavo)","Justin Bieber",38795,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
22,Circles,"Post Malone",38460,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
23,"death bed (coffee for your head)",Powfu,37794,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
24,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Jack Harlow",37569,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC
25,"You're the One",Elaine,36398,https://open.spotify.com/track/63Pt6QnepIcsPITzyvvOEt
26,"Stuck with U (with Justin Bieber)","Ariana Grande",35325,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
27,Memories,"Maroon 5",35025,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
28,"Beautiful People (feat. Khalid)","Ed Sheeran",35008,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
29,Sponono,"Kabza De Small",34053,https://open.spotify.com/track/6V06P7LboO5FaYi13nQANw
30,"Aim For The Moon (feat. Quavo)","Pop Smoke",33061,https://open.spotify.com/track/6O7fPYTsb2mY0PiFt2ymDB
31,"Be Kind (with Halsey)",Marshmello,32912,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
32,"44 BullDog","Pop Smoke",32484,https://open.spotify.com/track/7sjFIZ1g5QLJLGja3k592K
33,"Rain On Me (with Ariana Grande)","Lady Gaga",31674,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
34,"everything i wanted","Billie Eilish",31672,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
35,"Before You Go","Lewis Capaldi",31631,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
36,Falling,"Trevor Daniel",31587,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
37,"Savage Remix (feat. Beyoncé)","Megan Thee Stallion",31342,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
38,"Make It Rain (feat. Rowdy Rebel)","Pop Smoke",31128,https://open.spotify.com/track/71d7LaAgPcNcUopu3OzmP7
39,"Something Special","Pop Smoke",30828,https://open.spotify.com/track/5kkaSMcf4BFlhRRICCKZb6
40,"HIGHEST IN THE ROOM","Travis Scott",29747,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
41,Gangstas,"Pop Smoke",29717,https://open.spotify.com/track/1hg3RlqFZXJb5YgRoK9qmF
42,"ily (i love you baby) (feat. Emilee)","Surf Mesa",29296,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
43,"Break My Heart","Dua Lipa",28837,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
44,"Got It On Me","Pop Smoke",28612,https://open.spotify.com/track/25zlnOAzbVoOzIeXSvQFf1
45,"Sunday Best",Surfaces,28524,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
46,"Creature (feat. Swae Lee)","Pop Smoke",28265,https://open.spotify.com/track/3eV2WT9YhfzkxbufnBF8wK
47,"WHATS POPPIN","Jack Harlow",28208,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
48,goosebumps,"Travis Scott",27786,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
49,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",27402,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
50,"Lose Somebody",Kygo,27382,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza
51,Señorita,"Shawn Mendes",26908,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
52,"Yea Yea","Pop Smoke",26750,https://open.spotify.com/track/0bjgQ24UZGwKikldIyEOgf
53,"Lucid Dreams","Juice WRLD",26239,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
54,"Wash Us In The Blood","Kanye West",26229,https://open.spotify.com/track/7mEUjhl6aTztdHCrxoTgBG
55,"Snitching (feat. Quavo & Future)","Pop Smoke",25724,https://open.spotify.com/track/2FhEj9lvEIaJihjFprRrGt
56,"I Don't Care (with Justin Bieber)","Ed Sheeran",25723,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
57,Righteous,"Juice WRLD",25531,https://open.spotify.com/track/0OyQns5ayNK2OVaES0Vb8t
58,"Bad Bitch From Tokyo (Intro)","Pop Smoke",25225,https://open.spotify.com/track/4OGIeHtYhRTJ8iW21UUyZW
59,"Mood Swings (feat. Lil Tjay)","Pop Smoke",25038,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
60,"SICKO MODE","Travis Scott",24862,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
61,"After Party","Don Toliver",24572,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
62,ROXANNE,"Arizona Zervas",24388,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
63,"lovely (with Khalid)","Billie Eilish",24357,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
64,GOOBA,6ix9ine,24188,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo
65,"If the World Was Ending - feat. Julia Michaels","JP Saxe",23885,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
66,"Ballin' (with Roddy Ricch)",Mustard,23614,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
67,"What You Know Bout Love","Pop Smoke",23471,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
68,"Godzilla (feat. Juice WRLD)",Eminem,23452,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
69,"In Your Eyes","The Weeknd",23414,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
70,Eazy,"Nasty C",23222,https://open.spotify.com/track/2WxL4qrdtQFs7RJ9hEbyW1
71,"Enjoy Yourself (feat. Karol G)","Pop Smoke",23085,https://open.spotify.com/track/3NWrHCwvyII4fTx05PN3IO
72,"hot girl bummer",blackbear,22412,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
73,Youngblood,"5 Seconds of Summer",22244,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
74,"BELIEVE IT",PARTYNEXTDOOR,22101,https://open.spotify.com/track/4HDCLYli2SUdkq9OjmvhSD
75,"Higher Love",Kygo,21793,https://open.spotify.com/track/1kKYjjfNYxE0YYgLa7vgVY
76,"Ilog Drum","Kabza De Small",21751,https://open.spotify.com/track/02sxnXoCxbGxs6dPANWOHr
77,"bad guy","Billie Eilish",21595,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
78,"Adore You","Harry Styles",21488,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
79,"Say So","Doja Cat",21427,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
80,Shallow,"Lady Gaga",21374,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
81,Supalonely,BENEE,21190,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
82,Happier,Marshmello,20980,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
83,Buyile,"Kabza De Small",20763,https://open.spotify.com/track/3cYveo5jztcO8WV3AkiUJI
84,"West Coast Shit (feat. Tyga & Quavo)","Pop Smoke",20650,https://open.spotify.com/track/1JDhNQ0oOT7XpclZn3aQ8F
85,"No Guidance (feat. Drake)","Chris Brown",20030,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
86,"Jocelyn Flores",XXXTENTACION,20009,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
87,SAD!,XXXTENTACION,19926,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
88,"High Fashion (feat. Mustard)","Roddy Ricch",19868,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
89,"Ride It",Regard,19847,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
90,"Eastside (with Halsey & Khalid)","benny blanco",19524,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
91,Masupa,"Kabza De Small",19394,https://open.spotify.com/track/5Id1TX4vQxyUc6dapFxMnM
92,"Be Happy","Dixie D’Amelio",19361,https://open.spotify.com/track/0egBBvt6cfROuCHP5nBABx
93,"eMcimbini - Live","Kabza De Small",19315,https://open.spotify.com/track/2YXf32CaC2PzXIgmRb2GK2
94,ZOL,"Max Hurrell",19309,https://open.spotify.com/track/1XtgF9N4G9xDiYiVfu3cID
95,"GO (feat. Juice WRLD)","The Kid LAROI",19279,https://open.spotify.com/track/2t7D3y0jvYjR8IP9Bosyew
96,Takeaway,"The Chainsmokers",19171,https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw
97,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)","Ty Dolla $ign",19068,https://open.spotify.com/track/4JB0EAT4BkLShTyTt50FmO
98,"Kings & Queens","Ava Max",18971,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
99,Risky,Elaine,18828,https://open.spotify.com/track/4XOcBYsZrR8oa9c97COoYf
100,"Dancing With A Stranger (with Normani)","Sam Smith",18765,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
101,"Without Me",Halsey,18697,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
102,"Lose Control",MEDUZA,18607,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
103,"We Paid (feat. 42 Dugg)","Lil Baby",18539,https://open.spotify.com/track/6gxKUmycQX7uyMwJcweFjp
104,"How You Like That",BLACKPINK,18425,https://open.spotify.com/track/3vAn0qZzdyuHamcrpkfiX3
105,"Diana (feat. King Combs)","Pop Smoke",18352,https://open.spotify.com/track/4Tc9PHEoeP17PQj3OOKXPu
106,"Post Malone (feat. RANI)","Sam Feldt",18350,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
107,"I Like Me Better",Lauv,18287,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
108,"when the party's over","Billie Eilish",18265,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
109,"Money In The Grave (Drake ft. Rick Ross)",Drake,18189,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
110,"Past Life (with Selena Gomez)","Trevor Daniel",18172,https://open.spotify.com/track/4P6IttK2PRBjyr3fm0pP7t
111,"Tunnel Vision (Outro)","Pop Smoke",18152,https://open.spotify.com/track/2SxR5RitJdsG6wINvJLBSD
112,"Call You Mine","The Chainsmokers",18082,https://open.spotify.com/track/2oejEp50ZzPuQTQ6v54Evp
113,Robbery,"Juice WRLD",18049,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
114,"Ke Star",Focalistic,18037,https://open.spotify.com/track/5I4C1yjAWDREGD5JLzqux1
115,"Deep End Freestyle","Sleepy Hallow",17945,https://open.spotify.com/track/2AlYncTpVHKwHb55F9lF6O
116,"Tender Love (feat. DJ Maphorisa & Kabza De Small)","Sha Sha",17701,https://open.spotify.com/track/7ckWQdFniRR7CNsIA1VIML
117,"Be Alright","Dean Lewis",17612,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
118,"Walk Em Down (feat. Roddy Ricch)","NLE Choppa",17610,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
119,"Say You Won't Let Go","James Arthur",17535,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
120,"Know Your Worth",Khalid,17402,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
