,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"WAP (feat. Megan Thee Stallion)","Cardi B",114462,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
2,"Laugh Now Cry Later (feat. Lil Durk)",Drake,87974,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
3,"Mood (feat. iann dior)",24kGoldn,85672,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
4,"Xola Moya Wam'","Nomcebo Zikode",83496,https://open.spotify.com/track/0CLyxycXWr4PP7PgeGRn8u
5,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,73707,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
6,"Blinding Lights","The Weeknd",70777,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
7,"Mood Swings (feat. Lil Tjay)","Pop Smoke",68164,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
8,"Savage Love (Laxed - Siren Beat)","Jawsh 685",63398,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
9,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",62977,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
10,"Go Crazy","Chris Brown",62234,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
11,"Breaking Me",Topic,58322,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
12,"Roses - Imanbek Remix","SAINt JHN",57104,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5
13,"POPSTAR (feat. Drake)","DJ Khaled",56801,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
14,"Watermelon Sugar","Harry Styles",54250,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
15,"Wishing Well","Juice WRLD",49996,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
16,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",49478,https://open.spotify.com/track/2DQNYMRjisN3KAPj1bEwOI
17,"Head & Heart (feat. MNEK)","Joel Corry",48795,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
18,"The Woo (feat. 50 Cent & Roddy Ricch)","Pop Smoke",47918,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
19,"GREECE (feat. Drake)","DJ Khaled",47823,https://open.spotify.com/track/35RJhm1pEovTBwnNR0zWad
20,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Jack Harlow",47345,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC
21,"Come & Go (with Marshmello)","Juice WRLD",46108,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
22,Dynamite,BTS,44205,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY
23,"Smile (with The Weeknd)","Juice WRLD",43880,https://open.spotify.com/track/6wQlQrTY5mVS8EGaFZVwVF
24,"Someone You Loved","Lewis Capaldi",43701,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
25,"Jerusalema (feat. Nomcebo Zikode)","Master KG",41161,https://open.spotify.com/track/2MlOUXmcofMackX3bxfSwi
26,Dior,"Pop Smoke",40882,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
27,"Blueberry Faygo","Lil Mosey",39402,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
28,"Dance Monkey","Tones And I",38998,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
29,"you broke me first","Tate McRae",37539,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
30,"Toosie Slide",Drake,37331,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
31,Memories,"Maroon 5",36469,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
32,"The Box","Roddy Ricch",35075,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
