,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
31,"Prisoner (feat. Dua Lipa)","Miley Cyrus",38224,https://open.spotify.com/track/5JqZ3oqF00jkT81foAFvqg
32,Dior,"Pop Smoke",38033,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
33,34+35,"Ariana Grande",37098,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
34,"Come & Go (with Marshmello)","Juice WRLD",37071,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
35,"Go Crazy","Chris Brown",36952,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
36,Wonder,"Shawn Mendes",36522,https://open.spotify.com/track/5KCbr5ndeby4y4ggthdiAb
37,"Jazzidisciples (Zlele)","Reece Madlisa",36070,https://open.spotify.com/track/7DsqUINZuae9IbmMAQgx6y
38,"Savage Love (Laxed - Siren Beat)","Jawsh 685",35323,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
39,"Put Your Records On","Ritt Momney",35251,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
40,"Bella Ciao","Tyler ICU",35087,https://open.spotify.com/track/3am2BKue6ewiBUxjkPEAQd
41,"Xola Moya Wam' (feat. Master KG)","Nomcebo Zikode",34054,https://open.spotify.com/track/5cvU0DOYHkzKRJAOmgYrKA
42,"Dance Monkey","Tones And I",33656,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
43,"SO DONE","The Kid LAROI",33645,https://open.spotify.com/track/3qgPpwtuRu5oP8EtFSj8HE
44,Dinaledi,"Major League Djz",33260,https://open.spotify.com/track/0kNOuZYnpu1RiQTWXUUzE8
45,"Amanikiniki (feat. Major League Djz, Kamo Mphela & Bontle Smith)","Mfr Souls",33247,https://open.spotify.com/track/7cVgVA4VO6EaVWvKZGQF9m
46,Memories,"Maroon 5",31586,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
47,"Beautiful People (feat. Khalid)","Ed Sheeran",31248,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
48,"Paradise (feat. Dermot Kennedy)",MEDUZA,31020,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
49,Circles,"Post Malone",30631,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
50,"The Woo (feat. 50 Cent & Roddy Ricch)","Pop Smoke",30476,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
51,"Be Kind (with Halsey)",Marshmello,30413,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
52,"Levitating (feat. DaBaby)","Dua Lipa",30370,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
53,"Sithi Sithi","Reece Madlisa",30358,https://open.spotify.com/track/10sQHZ1h3LYoNGGMDSDx49
54,"Tyler Herro","Jack Harlow",30211,https://open.spotify.com/track/4DuUwzP4ALMqpquHU0ltAB
55,Whoopty,CJ,29736,https://open.spotify.com/track/5vGLcdRuSbUhD8ScwsGSdA
56,Vsop,"Mr JazziQ",29690,https://open.spotify.com/track/2jLwKWTyxexSxvyDKjXxVk
57,"Before You Go","Lewis Capaldi",29543,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
58,"Fly To My Room",BTS,27774,https://open.spotify.com/track/3QH8rQGNFX8VLbCgZ7uPTS
59,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",27614,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
60,"Life Is Good (feat. Drake)",Future,27571,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
61,"GREECE (feat. Drake)","DJ Khaled",27484,https://open.spotify.com/track/35RJhm1pEovTBwnNR0zWad
62,"Blueberry Faygo","Lil Mosey",27296,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
63,"Midnight Sky","Miley Cyrus",27270,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB
64,"The Box","Roddy Ricch",27257,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
65,"Hello (feat. A Boogie Wit da Hoodie)","Pop Smoke",27209,https://open.spotify.com/track/2r6OAV3WsYtXuXjvJ1lIDi
66,"Blue & Grey",BTS,27185,https://open.spotify.com/track/0n2moJpAEWHwaPYYjkzMDl
67,Ulazi,"Mr JazziQ",26960,https://open.spotify.com/track/4KHNX2uuE1USVfokLMjlry
68,Robbery,"Juice WRLD",26854,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
69,Telepathy,BTS,26521,https://open.spotify.com/track/2FVpOsjT1iquZ3SpCjZ9Ne
70,"If the World Was Ending - feat. Julia Michaels","JP Saxe",26435,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
71,"Deep End",Fousheé,26359,https://open.spotify.com/track/6HlE9t71z9DjGi7KqSyEpA
72,Heather,"Conan Gray",26317,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
73,"Chicago Freestyle (feat. Giveon)",Drake,26151,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
74,Ndikhokhele,"Jub Jub",25975,https://open.spotify.com/track/3L3VkK1zCk1RSMIR9JH0YU
75,"lovely (with Khalid)","Billie Eilish",25909,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
76,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Jack Harlow",25894,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC
77,"Lucid Dreams","Juice WRLD",25851,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
78,Señorita,"Shawn Mendes",25666,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
79,Dis-ease,BTS,25641,https://open.spotify.com/track/54DmTIv86D3sYdiawjULQ0
80,Diamonds,"Sam Smith",25613,https://open.spotify.com/track/1hJIbOjWpid6LtnozHmzRS
81,"HIGHEST IN THE ROOM","Travis Scott",25304,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
82,Stay,BTS,24287,https://open.spotify.com/track/3ndCsZfq8OVwwkz9mmZvUz
83,"Lose Somebody",Kygo,24164,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza
84,"Don't Start Now","Dua Lipa",24014,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
85,"Ke Star",Focalistic,23995,https://open.spotify.com/track/5I4C1yjAWDREGD5JLzqux1
86,Daisy,Ashnikko,23980,https://open.spotify.com/track/0AUvWawuP0ibk4SQ3sIZjk
87,Shallow,"Lady Gaga",23901,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
88,"All Girls Are The Same","Juice WRLD",23557,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
89,"I Don't Care (with Justin Bieber)","Ed Sheeran",23148,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
90,"Toosie Slide",Drake,23111,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
91,"Smile (with The Weeknd)","Juice WRLD",22876,https://open.spotify.com/track/6wQlQrTY5mVS8EGaFZVwVF
92,Youngblood,"5 Seconds of Summer",22773,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
93,"Rain On Me (with Ariana Grande)","Lady Gaga",22638,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
94,Falling,"Trevor Daniel",22551,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
95,goosebumps,"Travis Scott",22460,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
96,Body,"Megan Thee Stallion",22116,https://open.spotify.com/track/0A1hoCfMLkiAgvhWkkucJa
97,"death bed (coffee for your head)",Powfu,22078,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
98,"Say You Won't Let Go","James Arthur",22012,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
99,Weekend,"Samthing Soweto",21965,https://open.spotify.com/track/7fOa6YtL6Pim2pKtCoYIld
100,"Higher Love",Kygo,21940,https://open.spotify.com/track/1kKYjjfNYxE0YYgLa7vgVY
101,"Adore You","Harry Styles",21643,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
102,"everything i wanted","Billie Eilish",21553,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
103,"10 Missed Calls","Black Coffee",21535,https://open.spotify.com/track/7bfwIvOB2b4WzTqjzZeVI4
104,"FRANCHISE (feat. Young Thug & M.I.A.)","Travis Scott",21470,https://open.spotify.com/track/4jVBIpuOiMj1crqd8LoCrJ
105,"No Guidance (feat. Drake)","Chris Brown",21423,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
106,"Ride It",Regard,21389,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
107,"my ex's best friend (with blackbear)","Machine Gun Kelly",21068,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
108,"Train Wreck","James Arthur",20982,https://open.spotify.com/track/55Am8neGJkdj2ADaM3aw5H
109,"Intentions (feat. Quavo)","Justin Bieber",20952,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
110,Monate,"Mr JazziQ",20840,https://open.spotify.com/track/7I9PH74yPxXh7mv18A1Qe1
111,"Lose Control",MEDUZA,20839,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
112,"UNGAZINCISHI (feat. Focalistic & Tyler ICU)","Riky Rick",20719,https://open.spotify.com/track/4WCMChQUxMOZBiYZThe2BD
113,"Dreams - 2004 Remaster","Fleetwood Mac",20646,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
114,"Your Love",Azana,20460,https://open.spotify.com/track/6LzGo9o3b7eZJ2Mh3VrDFi
115,"SICKO MODE","Travis Scott",20112,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
116,"I'm Fallin'","Black Coffee",20054,https://open.spotify.com/track/4MDkxQH2Dzwt4p4KOI4Cuk
117,"Nia Lo","Kabza De Small",20000,https://open.spotify.com/track/3ceXtM3VDBKdSXiPAUA28u
118,"Essence (feat. Tems)",WizKid,19893,https://open.spotify.com/track/5FG7Tl93LdH117jEKYl3Cm
119,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",24kGoldn,19726,https://open.spotify.com/track/6FuGJB290AQMAHTfjOYVaK
120,"Be Alright","Dean Lewis",19717,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
121,"Don't Stop Believin'",Journey,19627,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue
122,"OK Not To Be OK",Marshmello,19556,https://open.spotify.com/track/0zzVTGyRrWpQu8Fr28NRAv
123,Runnin,"21 Savage",19403,https://open.spotify.com/track/5SWnsxjhdcEDc7LJjq9UHk
124,"ALWAYS DO","The Kid LAROI",19397,https://open.spotify.com/track/3QCU8BT0zDS9LPVfEhRFEE
125,SAD!,XXXTENTACION,19217,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
126,Perfect,"Ed Sheeran",19212,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
127,"Jerusalema (feat. Nomcebo Zikode)","Master KG",19070,https://open.spotify.com/track/2MlOUXmcofMackX3bxfSwi
128,Sonop-Blom,"Bernice West",19057,https://open.spotify.com/track/5knddE6reVlRTbrR62HJEd
129,"Hawái - Remix",Maluma,19037,https://open.spotify.com/track/0GzuHFG4Ql6DoyxFRnIk3F
130,"Jocelyn Flores",XXXTENTACION,19009,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
131,Happier,Marshmello,18928,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
132,"Without Me",Halsey,18920,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
133,"All of Me","John Legend",18884,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
134,"Electric Love",BØRNS,18883,https://open.spotify.com/track/2GiJYvgVaD2HtM8GqD9EgQ
135,ROXANNE,"Arizona Zervas",18857,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
136,"Ubomi Abumanga","Sun-El Musician",18848,https://open.spotify.com/track/1Eum24tziiY0sRBRx7hWBb
137,"Stuck with U (with Justin Bieber)","Ariana Grande",18768,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
138,"French Kiss","DBN Gogo",18757,https://open.spotify.com/track/0AHgsr1MU73X7DX3sSBCPr
139,"Dancing With A Stranger (with Normani)","Sam Smith",18749,https://open.spotify.com/track/3xgT3xIlFGqZjYW9QlhJWp
140,"Stuck On You",Giveon,18738,https://open.spotify.com/track/08HPWLi0YmRUStJzkQ1ffh
141,"hot girl bummer",blackbear,18730,https://open.spotify.com/track/2mt1IqcFyY1zmYZT8Q3xw9
142,"Wolves (feat. Post Malone)","Big Sean",18605,https://open.spotify.com/track/33gwZOGJWEZ7dRWPqPxBEZ
143,"Ballin' (with Roddy Ricch)",Mustard,18598,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
144,"bad guy","Billie Eilish",18476,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
145,"After Party","Don Toliver",18423,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
146,"Party Girl",StaySolidRocky,18348,https://open.spotify.com/track/3IJYUaN3tx04S4TYyZHKoP
147,2002,Anne-Marie,18338,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
148,"Empini - Edit","Kelly Khumalo",18315,https://open.spotify.com/track/4sZgCbDhoHocPQhfmLPq0v
149,"You're the One",Elaine,18298,https://open.spotify.com/track/4fxwbUSI6jF4XdnvCUVG97
150,"Lasting Lover",Sigala,18238,https://open.spotify.com/track/0DmAvNCAK08oCi7miSZUIY
151,"Into Ingawe","Sun-El Musician",18122,https://open.spotify.com/track/428JKI7aO86RjJh0uqG9fg
152,"Eastside (with Halsey & Khalid)","benny blanco",17951,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
153,"Papi Chulo",Octavian,17903,https://open.spotify.com/track/6Juv5N0dNU1imms9c9u1dA
154,"BELIEVE IT",PARTYNEXTDOOR,17798,https://open.spotify.com/track/4HDCLYli2SUdkq9OjmvhSD
155,"No Role Modelz","J. Cole",17625,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
156,Golden,"Harry Styles",17577,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
157,Sponono,"Kabza De Small",17519,https://open.spotify.com/track/6V06P7LboO5FaYi13nQANw
158,"Let Me Love You",Mario,17405,https://open.spotify.com/track/7GaFYUqP2WdR4KTPk7cXoP
159,"I Like Me Better",Lauv,17384,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
160,Ebumnandini,"De Mthuda",17188,https://open.spotify.com/track/6KJ0kkZDF6bIlQ66hmIXep
161,"Call You Mine","The Chainsmokers",17179,https://open.spotify.com/track/2oejEp50ZzPuQTQ6v54Evp
162,Sofia,Clairo,17173,https://open.spotify.com/track/7B3z0ySL9Rr0XvZEAjWZzM
163,"Post Malone (feat. RANI)","Sam Feldt",17152,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
164,"Godzilla (feat. Juice WRLD)",Eminem,17104,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
165,"You Got It",Vedo,16995,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8
166,"Into You (feat. Tamia) - Main Mix",Fabolous,16979,https://open.spotify.com/track/1Jm1I3APcmVz3MqPr5vfTx
167,Falling,"Harry Styles",16961,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
168,"Best Part (feat. Daniel Caesar)",H.E.R.,16943,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
169,"When I See U",Fantasia,16923,https://open.spotify.com/track/4iuNZTcvT9diFySSzVsnVS
170,"What A Man Gotta Do","Jonas Brothers",16899,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
171,"Summer Of '69","Bryan Adams",16857,https://open.spotify.com/track/6N1EjQjnvhOjFrF6oUmGPa
172,Dakiti,"Bad Bunny",16755,https://open.spotify.com/track/47EiUVwUp4C9fGccaPuUCS
173,"Hit Different",SZA,16675,https://open.spotify.com/track/7Bar1kLTmsRmH6FCKKMEyU
174,BOP,DaBaby,16654,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
175,"when the party's over","Billie Eilish",16610,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
176,"GO (feat. Juice WRLD)","The Kid LAROI",16569,https://open.spotify.com/track/2rPHUAeUPbNgTmK18FPTiZ
177,"Sweet but Psycho","Ava Max",16552,https://open.spotify.com/track/7DnAm9FOTWE3cUvso43HhI
178,"Tender Love (feat. DJ Maphorisa & Kabza De Small)","Sha Sha",16543,https://open.spotify.com/track/7ckWQdFniRR7CNsIA1VIML
179,"THE SCOTTS","THE SCOTTS",16503,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
180,Summeryomuthi,"Blaq Diamond",16488,https://open.spotify.com/track/3pLUJWBRx9PBdphuNxn3Ka
181,"LIKE I WANT YOU",Giveon,16459,https://open.spotify.com/track/6qBFSepqLCuh5tehehc1bd
182,"Something Just Like This","The Chainsmokers",16420,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
183,"Thinking out Loud","Ed Sheeran",16315,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
184,Believer,"Imagine Dragons",16291,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
185,"If I Can't Have You","Shawn Mendes",16224,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
186,"Mad at Disney","salem ilese",16128,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE
187,Empini,"Kelly Khumalo",16066,https://open.spotify.com/track/1fU7ktrZN0Dg0u0SXOimrr
188,"Mystery Lady (feat. Don Toliver)",Masego,16048,https://open.spotify.com/track/2Ee9amLUslOwgoJWZEpSSD
189,Risky,Elaine,15956,https://open.spotify.com/track/76Updb7OaDsoOHuqFbsuYr
190,"Be Like That - feat. Swae Lee & Khalid","Kane Brown",15936,https://open.spotify.com/track/5f1joOtoMeyppIcJGZQvqJ
191,"Spicy (feat. Post Malone)","Ty Dolla $ign",15912,https://open.spotify.com/track/5IUtvfNvOyVYZUa6AJFrnP
192,"Dash iKhona (feat. Dj Maphorisa, Kabza De Small, Vyno Miller & Mas Musiq)",Busiswa,15868,https://open.spotify.com/track/70UXOPx9gSTAJRyHg16BwT
193,"Know Your Worth",Khalid,15866,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
194,Righteous,"Juice WRLD",15854,https://open.spotify.com/track/5dOxHHMOFAbG3VH23t0xNm
195,"Sure Thing",Miguel,15854,https://open.spotify.com/track/0JXXNGljqupsJaZsgSbMZV
196,"Girls Need Love (with Drake) - Remix","Summer Walker",15752,https://open.spotify.com/track/14SaZBTjxlorHJQxXh01Hu
197,"Someone To You",BANNERS,15692,https://open.spotify.com/track/2f0pn9DkEJwAzXApnFh5cr
198,Senzeni,"Mthandazo Gatya",15677,https://open.spotify.com/track/7tt54NAPg9F2qXEvIjrRYe
199,"Vuur Op Die Water",Elandré,15638,https://open.spotify.com/track/2bW96CDjgaLh6E3HM1Fv8r
200,"Obani Lababantu ?",GeeSixFive,15603,https://open.spotify.com/track/4orwcCGrAgqX8hj0UPTo7D
