,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Therefore I Am","Billie Eilish",99710,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
2,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",89857,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
3,"Mood (feat. iann dior)",24kGoldn,82197,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
4,positions,"Ariana Grande",75768,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
5,"Head & Heart (feat. MNEK)","Joel Corry",65768,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
6,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",65370,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
7,"What You Know Bout Love","Pop Smoke",62612,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
8,"Blinding Lights","The Weeknd",59316,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
9,Uthando,"Soa Mattrix",59131,https://open.spotify.com/track/5IvqTpprgCdj6dcw588MPZ
10,"Laugh Now Cry Later (feat. Lil Durk)",Drake,57928,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
11,"WAP (feat. Megan Thee Stallion)","Cardi B",55339,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
12,"Holy (feat. Chance The Rapper)","Justin Bieber",52775,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
13,"John Vuli Gate (feat. Ntosh Gazi & Colano)","Mapara A Jazz",52687,https://open.spotify.com/track/5JiC9aVRdEaEylSPhs9SXC
14,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,51591,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
15,"you broke me first","Tate McRae",50858,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
16,"Watermelon Sugar","Harry Styles",49064,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
17,"Breaking Me",Topic,47225,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
18,"Lonely (with benny blanco)","Justin Bieber",46312,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q
19,"The Business",Tiësto,45064,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
20,"Someone You Loved","Lewis Capaldi",44778,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
21,Dynamite,BTS,43984,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY
22,"POPSTAR (feat. Drake)","DJ Khaled",43935,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
23,"Mood Swings (feat. Lil Tjay)","Pop Smoke",43515,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
24,pov,"Ariana Grande",43002,https://open.spotify.com/track/3UoULw70kMsiVXxW0L3A33
25,"Go Crazy","Chris Brown",42378,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
26,"Take You Dancing","Jason Derulo",41214,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
27,"Savage Love (Laxed - Siren Beat)","Jawsh 685",41103,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
28,"Roses - Imanbek Remix","SAINt JHN",40805,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5
29,"Jazzidisciples (Zlele)","Reece Madlisa",40602,https://open.spotify.com/track/7DsqUINZuae9IbmMAQgx6y
30,"Bella Ciao","Tyler ICU",38464,https://open.spotify.com/track/3am2BKue6ewiBUxjkPEAQd
31,"Come & Go (with Marshmello)","Juice WRLD",37856,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
32,"Wishing Well","Juice WRLD",37838,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
33,"Put Your Records On","Ritt Momney",37502,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
34,Dior,"Pop Smoke",37221,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
35,Wonder,"Shawn Mendes",36756,https://open.spotify.com/track/5KCbr5ndeby4y4ggthdiAb
36,"Xola Moya Wam' (feat. Master KG)","Nomcebo Zikode",36728,https://open.spotify.com/track/5cvU0DOYHkzKRJAOmgYrKA
37,Ndikhokhele,"Jub Jub",35769,https://open.spotify.com/track/3L3VkK1zCk1RSMIR9JH0YU
38,34+35,"Ariana Grande",35244,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
39,"Amanikiniki (feat. Major League Djz, Kamo Mphela & Bontle Smith)","Mfr Souls",35051,https://open.spotify.com/track/7cVgVA4VO6EaVWvKZGQF9m
40,"Dance Monkey","Tones And I",34557,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
41,Memories,"Maroon 5",33526,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
42,"SO DONE","The Kid LAROI",32839,https://open.spotify.com/track/3qgPpwtuRu5oP8EtFSj8HE
43,"Beautiful People (feat. Khalid)","Ed Sheeran",32241,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
44,"Be Kind (with Halsey)",Marshmello,32213,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
45,"Midnight Sky","Miley Cyrus",31850,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB
46,"Tyler Herro","Jack Harlow",31756,https://open.spotify.com/track/4DuUwzP4ALMqpquHU0ltAB
47,"Levitating (feat. DaBaby)","Dua Lipa",31669,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
48,Circles,"Post Malone",31539,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
49,Vsop,"Mr JazziQ",31443,https://open.spotify.com/track/2jLwKWTyxexSxvyDKjXxVk
50,"The Woo (feat. 50 Cent & Roddy Ricch)","Pop Smoke",30910,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
51,"Before You Go","Lewis Capaldi",30357,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
52,"Paradise (feat. Dermot Kennedy)",MEDUZA,29296,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
53,"Deep End",Fousheé,28508,https://open.spotify.com/track/6HlE9t71z9DjGi7KqSyEpA
54,"GREECE (feat. Drake)","DJ Khaled",28491,https://open.spotify.com/track/35RJhm1pEovTBwnNR0zWad
55,Heather,"Conan Gray",28031,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
56,"Blueberry Faygo","Lil Mosey",27749,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
57,"If the World Was Ending - feat. Julia Michaels","JP Saxe",27192,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
58,"Life Is Good (feat. Drake)",Future,27034,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
59,"The Box","Roddy Ricch",26945,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
60,Daisy,Ashnikko,26499,https://open.spotify.com/track/0AUvWawuP0ibk4SQ3sIZjk
61,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",26408,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
62,HOLIDAY,"Lil Nas X",26389,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
