,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"The Box","Roddy Ricch",91513,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
2,"Dance Monkey","Tones And I",78389,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
3,"Life Is Good (feat. Drake)",Future,69824,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
4,"Blinding Lights","The Weeknd",66845,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
5,"Intentions (feat. Quavo)","Justin Bieber",65609,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
6,"eMcimbini - Live","Kabza De Small",64050,https://open.spotify.com/track/2YXf32CaC2PzXIgmRb2GK2
7,"Don't Start Now","Dua Lipa",60128,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
8,Yummy,"Justin Bieber",57710,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
9,"No Time To Die","Billie Eilish",55160,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
10,Circles,"Post Malone",55076,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
11,"everything i wanted","Billie Eilish",55022,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
12,"Godzilla (feat. Juice WRLD)",Eminem,53121,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
13,Falling,"Trevor Daniel",51811,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
14,Memories,"Maroon 5",48367,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
15,"Forever (feat. Post Malone & Clever)","Justin Bieber",47320,https://open.spotify.com/track/2ZlCGeK30BLRNSPC832pNZ
16,ROXANNE,"Arizona Zervas",43753,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
17,"Someone You Loved","Lewis Capaldi",42454,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
18,"Beautiful People (feat. Khalid)","Ed Sheeran",39864,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
19,"I Don't Care (with Justin Bieber)","Ed Sheeran",38529,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
20,"Lose Control",MEDUZA,37023,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
21,"You're the One",Elaine,35078,https://open.spotify.com/track/63Pt6QnepIcsPITzyvvOEt
22,"What A Man Gotta Do","Jonas Brothers",34965,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
23,"High Fashion (feat. Mustard)","Roddy Ricch",34865,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
24,"My Oh My (feat. DaBaby)","Camila Cabello",33915,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
25,Señorita,"Shawn Mendes",33818,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
26,"Know Your Worth",Khalid,32266,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
27,"Before You Go","Lewis Capaldi",32227,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
28,"Tender Love (feat. DJ Maphorisa & Kabza De Small)","Sha Sha",31967,https://open.spotify.com/track/7ckWQdFniRR7CNsIA1VIML
29,"Eastside (with Halsey & Khalid)","benny blanco",31539,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
30,"Lose You To Love Me","Selena Gomez",31488,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
31,"To Die For","Sam Smith",31457,https://open.spotify.com/track/2ZTYlnhhV1UAReg7wIGolx
32,Lorch,"Kabza De Small",31067,https://open.spotify.com/track/1E8jmVFDwAWbDzsjjniKGO
33,"bad guy","Billie Eilish",31027,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
34,"You should be sad",Halsey,31024,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
35,"Phoyisa - Live","Kabza De Small",29164,https://open.spotify.com/track/004nEmGTeP5Mus4qXxz3x2
36,Sandton,"Kabza De Small",28772,https://open.spotify.com/track/0ddnry07vtuLzEVK63bw3R
37,"Adore You","Harry Styles",27916,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
38,"Say So","Doja Cat",27808,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
