,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"WAP (feat. Megan Thee Stallion)","Cardi B",114454,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
2,"Laugh Now Cry Later (feat. Lil Durk)",Drake,94995,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
3,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,75397,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
4,"Blinding Lights","The Weeknd",67246,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
5,"Xola Moya Wam'","Nomcebo Zikode",65570,https://open.spotify.com/track/0CLyxycXWr4PP7PgeGRn8u
6,"Savage Love (Laxed - Siren Beat)","Jawsh 685",64870,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
7,"Mood Swings (feat. Lil Tjay)","Pop Smoke",64187,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
8,"Go Crazy","Chris Brown",61385,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
9,Dynamite,BTS,59977,https://open.spotify.com/track/0v1x6rN6JHRapa03JElljE
10,"Roses - Imanbek Remix","SAINt JHN",56635,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5
11,"Breaking Me",Topic,53268,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
12,"Smile (with The Weeknd)","Juice WRLD",50094,https://open.spotify.com/track/6wQlQrTY5mVS8EGaFZVwVF
13,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",49649,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
14,"Watermelon Sugar","Harry Styles",49492,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
15,"Wishing Well","Juice WRLD",48885,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
16,"The Woo (feat. 50 Cent & Roddy Ricch)","Pop Smoke",47866,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
17,"Come & Go (with Marshmello)","Juice WRLD",46902,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
18,"GREECE (feat. Drake)","DJ Khaled",46786,https://open.spotify.com/track/35RJhm1pEovTBwnNR0zWad
19,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Jack Harlow",45138,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC
20,"Mood (feat. iann dior)",24kGoldn,44146,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
21,"Someone You Loved","Lewis Capaldi",42411,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
22,"Toosie Slide",Drake,41356,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
23,"Blueberry Faygo","Lil Mosey",39953,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
24,Dior,"Pop Smoke",39882,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
25,"POPSTAR (feat. Drake)","DJ Khaled",39425,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
26,"Dance Monkey","Tones And I",39371,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
27,Lemonade,"Internet Money",36970,https://open.spotify.com/track/02kDW379Yfd5PzW5A6vuGt
28,Memories,"Maroon 5",36060,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
29,"Beautiful People (feat. Khalid)","Ed Sheeran",35889,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
30,"Head & Heart (feat. MNEK)","Joel Corry",35861,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
31,"The Box","Roddy Ricch",35665,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
32,"Zulu Man","Nasty C",34588,https://open.spotify.com/track/0qFIqiWBl3qYDJOriqR39c
33,"Be Kind (with Halsey)",Marshmello,33699,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
34,"Party Girl",StaySolidRocky,33258,https://open.spotify.com/track/3IJYUaN3tx04S4TYyZHKoP
35,Circles,"Post Malone",33202,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
36,"Chicago Freestyle (feat. Giveon)",Drake,32916,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
37,"Jerusalema (feat. Nomcebo Zikode)","Master KG",32597,https://open.spotify.com/track/2MlOUXmcofMackX3bxfSwi
38,"Life Is Good (feat. Drake)",Future,32512,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
39,"Stuck with U (with Justin Bieber)","Ariana Grande",30317,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
40,"Intentions (feat. Quavo)","Justin Bieber",30187,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
41,"Before You Go","Lewis Capaldi",30127,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
42,"death bed (coffee for your head)",Powfu,30124,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
43,"Don't Start Now","Dua Lipa",29973,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
44,Falling,"Trevor Daniel",29216,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
45,"You're the One",Elaine,29067,https://open.spotify.com/track/4fxwbUSI6jF4XdnvCUVG97
46,Risky,Elaine,28761,https://open.spotify.com/track/76Updb7OaDsoOHuqFbsuYr
47,"Rain On Me (with Ariana Grande)","Lady Gaga",28342,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
48,"you broke me first","Tate McRae",27519,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
49,"If the World Was Ending - feat. Julia Michaels","JP Saxe",27365,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
50,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",27199,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
51,"Midnight Sky","Miley Cyrus",27187,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB
