,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"The Box","Roddy Ricch",95780,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
2,"Dance Monkey","Tones And I",78896,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
3,"Life Is Good (feat. Drake)",Future,74278,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
4,"Blinding Lights","The Weeknd",63464,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
5,"Don't Start Now","Dua Lipa",63452,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
6,"eMcimbini - Live","Kabza De Small",63138,https://open.spotify.com/track/2YXf32CaC2PzXIgmRb2GK2
7,"Godzilla (feat. Juice WRLD)",Eminem,60185,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
8,"everything i wanted","Billie Eilish",57126,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
9,Circles,"Post Malone",56494,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
10,Falling,"Trevor Daniel",53221,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
11,Yummy,"Justin Bieber",48362,https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l
12,Memories,"Maroon 5",47278,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
13,Intentions,"Justin Bieber",46878,https://open.spotify.com/track/364dI1bYnvamSnBJ8JcNzN
14,ROXANNE,"Arizona Zervas",45439,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
15,"Someone You Loved","Lewis Capaldi",41841,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
16,"Beautiful People (feat. Khalid)","Ed Sheeran",38858,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
17,"Lose Control",MEDUZA,38273,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
18,"I Don't Care (with Justin Bieber)","Ed Sheeran",37738,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
19,"What A Man Gotta Do","Jonas Brothers",36848,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
20,"Know Your Worth",Khalid,36733,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
