,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,87726,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
2,"Blinding Lights","The Weeknd",68485,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
3,cardigan,"Taylor Swift",66744,https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd
4,"POPSTAR (feat. Drake)","DJ Khaled",64902,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
5,"Savage Love (Laxed - Siren Beat)","Jawsh 685",62977,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
6,"Go Crazy","Chris Brown",61896,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
7,"Roses - Imanbek Remix","SAINt JHN",59409,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
8,"Come & Go (with Marshmello)","Juice WRLD",58874,https://open.spotify.com/track/7y7w4tl4MaRC2UMEj1mPtr
9,"exile (feat. Bon Iver)","Taylor Swift",57524,https://open.spotify.com/track/4pvb0WLRcMtbPGmtejJJ6y
10,"Wishing Well","Juice WRLD",55609,https://open.spotify.com/track/6o3QUC5oAE4g6WxRIFcZtb
11,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Jack Harlow",51925,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC
12,"The Climb Back","J. Cole",51870,https://open.spotify.com/track/0FlfN5cbUUpIHCRH8X1M44
13,"The Woo (feat. 50 Cent & Roddy Ricch)","Pop Smoke",49322,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
14,"Toosie Slide",Drake,49136,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
15,"Blueberry Faygo","Lil Mosey",49115,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
16,"Lion King On Ice","J. Cole",48457,https://open.spotify.com/track/1ZvBVbsaNqHEP6ymXaPGlj
17,"Breaking Me",Topic,48283,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
18,"the 1","Taylor Swift",48003,https://open.spotify.com/track/0Jlcvv8IykzHaSmj49uNW8
19,"GREECE (feat. Drake)","DJ Khaled",47924,https://open.spotify.com/track/35RJhm1pEovTBwnNR0zWad
20,"Watermelon Sugar","Harry Styles",46188,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
21,"my tears ricochet","Taylor Swift",42748,https://open.spotify.com/track/1MgV7FIyNxIG7WzMRJV5HC
22,"The Box","Roddy Ricch",42355,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
23,"Someone You Loved","Lewis Capaldi",42258,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
24,"Dance Monkey","Tones And I",40815,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
25,"the last great american dynasty","Taylor Swift",40626,https://open.spotify.com/track/2Eeur20xVqfUoM3Q7EFPFt
26,"Chicago Freestyle (feat. Giveon)",Drake,40518,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
27,"Life's A Mess (feat. Halsey)","Juice WRLD",39430,https://open.spotify.com/track/4h5N4KyWZMtpeH9vhXSXjd
28,Dior,"Pop Smoke",38924,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
29,"Intentions (feat. Quavo)","Justin Bieber",36992,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
30,"Life Is Good (feat. Drake)",Future,36031,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
31,Memories,"Maroon 5",35673,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
32,"Party Girl",StaySolidRocky,35515,https://open.spotify.com/track/3IJYUaN3tx04S4TYyZHKoP
33,august,"Taylor Swift",35515,https://open.spotify.com/track/3hUxzQpSfdDqwM3ZTFQY0K
34,"Only You Freestyle","Headie One",35380,https://open.spotify.com/track/4OENnoidV0h8gJV6bhrw7r
35,"death bed (coffee for your head)",Powfu,35076,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
36,mirrorball,"Taylor Swift",34987,https://open.spotify.com/track/0ZNU020wNYvgW84iljPkPP
37,"THE SCOTTS","THE SCOTTS",34785,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
38,Conversations,"Juice WRLD",34592,https://open.spotify.com/track/2fZTS0VboxRpF0FdfY7E5P
39,"Stuck with U (with Justin Bieber)","Ariana Grande",34303,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
40,Circles,"Post Malone",34230,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
41,"Beautiful People (feat. Khalid)","Ed Sheeran",34035,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
42,"Be Kind (with Halsey)",Marshmello,33815,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
43,"Don't Start Now","Dua Lipa",33306,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
44,Righteous,"Juice WRLD",33248,https://open.spotify.com/track/615vw74T1NebV8pKoutm2J
45,seven,"Taylor Swift",33233,https://open.spotify.com/track/6KJqZcs9XDgVck7Lg9QOTC
46,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",32658,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
47,"this is me trying","Taylor Swift",32196,https://open.spotify.com/track/7kt9e9LFSpN1zQtYEl19o1
48,Falling,"Trevor Daniel",31056,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
49,"invisible string","Taylor Swift",31018,https://open.spotify.com/track/6VsvKPJ4xjVNKpI8VVZ3SV
50,"illicit affairs","Taylor Swift",30428,https://open.spotify.com/track/2NmsngXHeC1GQ9wWrzhOMf
51,"You're the One",Elaine,30273,https://open.spotify.com/track/63Pt6QnepIcsPITzyvvOEt
52,"everything i wanted","Billie Eilish",28588,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
53,"Rain On Me (with Ariana Grande)","Lady Gaga",28461,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
54,"HIGHEST IN THE ROOM","Travis Scott",28279,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
