,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
87,"Dancing With A Stranger (with Normani)","Sam Smith",18340,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
88,Shallow,"Lady Gaga",18019,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
89,"when the party's over","Billie Eilish",17994,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
90,"Without Me",Halsey,17884,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
91,"I Like Me Better",Lauv,17781,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
92,"You should be sad",Halsey,17768,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
93,Physical,"Dua Lipa",17527,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW
94,"If I Can't Have You","Shawn Mendes",17479,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
95,"What A Man Gotta Do","Jonas Brothers",17300,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
96,BOP,DaBaby,17265,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
97,"Lose You To Love Me","Selena Gomez",17225,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
98,"Watermelon Sugar","Harry Styles",16992,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
99,Ransom,"Lil Tecca",16785,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
100,"Sweet but Psycho","Ava Max",16765,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
101,"Be Alright","Dean Lewis",16742,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
102,Yummy,"Justin Bieber",16553,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
103,"How Do You Sleep?","Sam Smith",16441,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
104,"All Bad (feat. Lil Uzi Vert)",Future,16392,https://open.spotify.com/track/021lWIHJrURZrmvYQ1xcM8
105,"Say You Won't Let Go","James Arthur",16165,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
106,"Hello - Live","Kabza De Small",15939,https://open.spotify.com/track/6GoWV2xaRM5zW5ipsMtaeq
107,2002,Anne-Marie,15829,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
108,"Tender Love (feat. DJ Maphorisa & Kabza De Small)","Sha Sha",15605,https://open.spotify.com/track/7ckWQdFniRR7CNsIA1VIML
109,Sucker,"Jonas Brothers",15586,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
110,Falling,"Harry Styles",15512,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
111,"rockstar (feat. 21 Savage)","Post Malone",15408,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
112,"CITY OF ANGELS",24kGoldn,15360,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq
113,"Desires (with Future)",Drake,15242,https://open.spotify.com/track/7eYAHC0RbBF9eaqWzT34Aq
114,"Post Malone (feat. RANI)","Sam Feldt",15211,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
115,D4L,Future,15167,https://open.spotify.com/track/5fHrHoJKfCgBd35zwIBmUK
116,"Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake)","Lil Yachty",15095,https://open.spotify.com/track/7wsmIIm0xWmtP7TmACXkJn
117,"7 rings","Ariana Grande",15066,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
118,"Not You Too (feat. Chris Brown)",Drake,14956,https://open.spotify.com/track/3Q4gttWQ6hxqWOa3tHoTNi
119,P2,"Lil Uzi Vert",14898,https://open.spotify.com/track/3kW4z2pIj5VY5fLjBrMRL5
120,Lorch,"Kabza De Small",14803,https://open.spotify.com/track/1E8jmVFDwAWbDzsjjniKGO
121,"Girls Need Love (with Drake) - Remix","Summer Walker",14709,https://open.spotify.com/track/14SaZBTjxlorHJQxXh01Hu
122,"Turks (with Gunna & ft. Travis Scott)",NAV,14686,https://open.spotify.com/track/7IMwEtpAiJanqF6vQteZN2
123,"Let Me Love You",Mario,14679,https://open.spotify.com/track/7GaFYUqP2WdR4KTPk7cXoP
124,"MIDDLE CHILD","J. Cole",14673,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
125,"Goodbyes (Feat. Young Thug)","Post Malone",14635,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
126,"Temperature Rising","Tory Lanez",14608,https://open.spotify.com/track/1miln1rdxYSBD0NOeIQeJG
127,"Level of Concern","Twenty One Pilots",14558,https://open.spotify.com/track/6xZ4Q2k2ompmDppyeESIY8
128,"Can I",Kehlani,14422,https://open.spotify.com/track/0uDdI4fAXCuNhQbmxENdsO
129,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",14418,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
130,"The Blessing (Live)","Elevation Worship",14411,https://open.spotify.com/track/5O306r2a9Nl7rm5ZlaTqka
131,"ocean eyes","Billie Eilish",14375,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
132,"This City","Sam Fischer",14368,https://open.spotify.com/track/3H3r2nKWa3Yk5gt8xgmsEt
133,Bruises,"Lewis Capaldi",14281,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
134,"No Idea","Don Toliver",14274,https://open.spotify.com/track/7AzlLxHn24DxjgQX73F9fU
135,"Don't Stop Believin'",Journey,14212,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue
136,"i'm so tired...",Lauv,14105,https://open.spotify.com/track/4vjpLMyL3ZO6aphdYr8XYw
137,"You Need To Calm Down","Taylor Swift",14087,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5
138,"Rescue Me",OneRepublic,14078,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM
139,"Old Town Road - Remix","Lil Nas X",14066,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
140,Selfish,"Madison Beer",14026,https://open.spotify.com/track/4PV0uE5pZSh44E3NqNNDEH
141,Lalala,Y2K,14010,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
142,"High Hopes","Panic! At The Disco",13936,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
143,Better,Khalid,13828,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
144,"OUT WEST (feat. Young Thug)",JACKBOYS,13814,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
145,"My Oh My (feat. DaBaby)","Camila Cabello",13774,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
146,Surrender,"Natalie Taylor",13756,https://open.spotify.com/track/0ecC8p17cDNlxHXkuYqeR6
147,"Love You Tonight (feat. DJ Maphorisa, Sha Sha & Kabza De Small)","Mfr Souls",13692,https://open.spotify.com/track/2NbUnaGrjwRuRjZ5EPyOR5
148,"3 Nights","Dominic Fike",13658,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
149,"Never Seen the Rain","Tones And I",13619,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
150,"Trapped In The Sun",Future,13606,https://open.spotify.com/track/6QeUzTuBoasiii8nevDciq
151,"Hate Me (with Juice WRLD)","Ellie Goulding",13548,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
152,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",13543,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
153,"fuck, i'm lonely (with Anne-Marie)",Lauv,13471,https://open.spotify.com/track/09PGubKAMryhOWv1LHpCYz
154,Robbery,"Juice WRLD",13363,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
155,Perfect,"Ed Sheeran",13291,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
156,"Nights Like This (feat. Ty Dolla $ign)",Kehlani,13282,https://open.spotify.com/track/6ZRuF2n1CQxyxxAAWsKJOy
157,"Good as Hell (feat. Ariana Grande)",Lizzo,13254,https://open.spotify.com/track/2rjjNUYONZqC7wSd1i6OFq
158,"Time Flies",Drake,13227,https://open.spotify.com/track/5H4mXWKcicuLKDn4Jy0sK7
159,Salt,"Ava Max",13224,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
160,"Suicidal (Remix) [feat. Juice WRLD]","YNW Melly",13208,https://open.spotify.com/track/4S2uhQE8L9V6p7rj7SiauJ
161,Wow.,"Post Malone",13160,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
162,Toxic,Kehlani,13136,https://open.spotify.com/track/5nexAvWNhwg51EavnDgViy
163,"There They Go","Nasty C",13114,https://open.spotify.com/track/7tZ6iUkIibysZmPXA0yLq7
164,"Piece Of Your Heart",MEDUZA,13065,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
165,"The London (feat. J. Cole & Travis Scott)","Young Thug",13063,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n
166,"Into Ingawe","Sun-El Musician",13047,https://open.spotify.com/track/428JKI7aO86RjJh0uqG9fg
167,"The Take (feat. Chris Brown)","Tory Lanez",12974,https://open.spotify.com/track/0Odu228D0yGcFySGuxU4rY
168,"Racks 2 Skinny",Migos,12946,https://open.spotify.com/track/568OIKgeHyGRD3uWR44JbO
169,"ME! (feat. Brendon Urie of Panic! At The Disco)","Taylor Swift",12945,https://open.spotify.com/track/2Rk4JlNc2TPmZe2af99d45
170,"Ridin Strikers",Future,12890,https://open.spotify.com/track/6PHbWsTTlmQKF9i9VC1KFv
171,"Into You (feat. Tamia) - Main Mix",Fabolous,12814,https://open.spotify.com/track/1Jm1I3APcmVz3MqPr5vfTx
172,Excitement,"Trippie Redd",12814,https://open.spotify.com/track/3WnTQDd9A3bpBfzCziElU9
173,"Best Part (feat. Daniel Caesar)",H.E.R.,12784,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
174,Believer,"Imagine Dragons",12765,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
175,"Let You Down",NF,12683,https://open.spotify.com/track/52okn5MNA47tk87PeZJLEL
176,"Don't Rush (feat. Headie One)","Young T & Bugsey",12683,https://open.spotify.com/track/7LRmDx4pMTQuOBBwRT1MCT
177,"Broke In A Minute","Tory Lanez",12612,https://open.spotify.com/track/4xqIYGwwZTEem9U8A42SPF
178,Moonlight,XXXTENTACION,12588,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
179,"Shake The Room (feat. Quavo)","Pop Smoke",12579,https://open.spotify.com/track/7rSnKi58HPIVC0FVyh04Q1
180,"Here With Me",Marshmello,12534,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
181,"B.S. (feat. H.E.R.)","Jhené Aiko",12531,https://open.spotify.com/track/63wx9vdskaXbYxyDx4oJCZ
182,"X (with KAROL G)","Jonas Brothers",12513,https://open.spotify.com/track/77fvnWALKJR0ws1VUx09CY
183,"Indaba Ka Bani","Kabza De Small",12501,https://open.spotify.com/track/4KC41nptQ8XB9wXKyOH2BB
184,"Playing Games (with Bryson Tiller) - Extended Version","Summer Walker",12394,https://open.spotify.com/track/2xyx0o4xNOLLjBSbOOdcbA
185,"When I See U",Fantasia,12367,https://open.spotify.com/track/4iuNZTcvT9diFySSzVsnVS
186,"Shape of You","Ed Sheeran",12305,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
187,"The Middle",Zedd,12280,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
188,"Lonely (with Jonas Brothers)",Diplo,12261,https://open.spotify.com/track/0prJ6Nafa5rklRc8rZUNSG
189,"SOS (feat. Aloe Blacc)",Avicii,12227,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5
190,"Something Just Like This","The Chainsmokers",12163,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
191,"After Hours","The Weeknd",12147,https://open.spotify.com/track/2p8IUWQDrpjuFltbdgLOag
192,"Let Me Down Slowly","Alec Benjamin",12122,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
193,"Going Bad (feat. Drake)","Meek Mill",12093,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
194,"Harlem Shake (feat. Young Thug)",Future,12077,https://open.spotify.com/track/3cFHCXuBZKMJd8Q4Wt8RB3
195,"Too Good At Goodbyes","Sam Smith",12060,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
196,"Dancing On My Own","Calum Scott",12008,https://open.spotify.com/track/2BOqDYLOJBiMOXShCV1neZ
197,Sandton,"Kabza De Small",11972,https://open.spotify.com/track/0ddnry07vtuLzEVK63bw3R
198,Thunder,"Imagine Dragons",11915,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
199,"Scars To Your Beautiful","Alessia Cara",11871,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK
200,"Deep End Freestyle","Sleepy Hallow",11870,https://open.spotify.com/track/4zTPYAf5scZdp0LnwPPeWK
