,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
126,"Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix",Future,14313,https://open.spotify.com/track/4iiWcajF1fEUpwcUewc464
127,"Here With Me",Marshmello,14276,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
128,"The London (feat. J. Cole & Travis Scott)","Young Thug",14203,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n
129,Graveyard,Halsey,14182,https://open.spotify.com/track/2ufmtcIFdFpuUYBPXK5f67
130,Jerusalema,"Master KG",14159,https://open.spotify.com/track/50jroqJUhK3dyipGToAE5W
131,"Get Me (feat. Kehlani)","Justin Bieber",13988,https://open.spotify.com/track/5VwwpU7KsLhgfbMEecedhJ
132,"Purple Hat","Sofi Tukker",13918,https://open.spotify.com/track/6WiGRFQfx2qw49MA7OeDYK
133,"Be Alright","Dean Lewis",13812,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
134,Lalala,Y2K,13788,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
135,Umlilo,"DJ Zinhle",13757,https://open.spotify.com/track/6EEmWiEPZSDGXBTknG8wR1
136,"Shake The Room (feat. Quavo)","Pop Smoke",13698,https://open.spotify.com/track/7rSnKi58HPIVC0FVyh04Q1
137,"I Just Wanna Know",Elaine,13697,https://open.spotify.com/track/5O8fA2qoSAtzHUFqZe0KJQ
138,"TOES (feat. Lil Baby & Moneybagg Yo)",DaBaby,13695,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG
139,"rockstar (feat. 21 Savage)","Post Malone",13603,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
140,Amantombazane,"DJ Maphorisa",13538,https://open.spotify.com/track/5TV5x7u5Tnx2i47ccKXVex
141,"Into Ingawe","Sun-El Musician",13535,https://open.spotify.com/track/428JKI7aO86RjJh0uqG9fg
142,"Let Me Love You",Mario,13465,https://open.spotify.com/track/7GaFYUqP2WdR4KTPk7cXoP
143,"Good News","Mac Miller",13463,https://open.spotify.com/track/1DWZUa5Mzf2BwzpHtgbHPY
144,"Lalela (feat. The Squad)","Mfr Souls",13455,https://open.spotify.com/track/5nJUoXPB1OR7pe2NTXrp6d
145,Changes,Elaine,13388,https://open.spotify.com/track/4nEYCKiGQW9mTIVxX885WD
146,"Going Bad (feat. Drake)","Meek Mill",13378,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
147,"Lights Up","Harry Styles",13361,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb
148,"Lottery (Renegade)","K CAMP",13327,https://open.spotify.com/track/4dZTZbmJBCCofAExHwefda
149,"Something About You (feat. DJ Maphorisa & Kabza De Small)","Sha Sha",13288,https://open.spotify.com/track/7aC4nFXiy7P6nCIgCj4fau
150,Lover,"Taylor Swift",13281,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI
151,Falling,"Harry Styles",13271,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
152,"SICKO MODE","Travis Scott",13251,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
153,Zaka,"Mas Music",13222,https://open.spotify.com/track/3wfldFmVsFWAZZrqw8FxMp
154,"Moral of the Story",Ashe,12966,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
155,"Vula Vala","DJ Maphorisa",12961,https://open.spotify.com/track/66qYWzjiH7jlPfpoU3IxvV
156,"Louder than bombs",BTS,12755,https://open.spotify.com/track/3op7HNwLli54MBjFGzIlZO
157,UGH!,BTS,12720,https://open.spotify.com/track/1aKuG1GG76xPLUkjBbQo3W
158,"Up All Night",Khalid,12714,https://open.spotify.com/track/1mpD5Q8IM32I4bF6eCpU74
159,"Girls Like You (feat. Cardi B)","Maroon 5",12665,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
160,"Best Part (feat. Daniel Caesar)",H.E.R.,12622,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
161,"Talk (feat. Disclosure)",Khalid,12609,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
162,"Body (feat. brando)","Loud Luxury",12605,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
163,"Only Human","Jonas Brothers",12590,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk
164,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",12530,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
165,"High Hopes","Panic! At The Disco",12527,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
166,SAD!,XXXTENTACION,12505,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
167,"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)","Martin Garrix",12439,https://open.spotify.com/track/40OMBMYRk5IQL6xCzGM0JA
168,"Girls Need Love (with Drake) - Remix","Summer Walker",12432,https://open.spotify.com/track/14SaZBTjxlorHJQxXh01Hu
169,"Saturday Nights",Khalid,12366,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
170,I/You,Elaine,12348,https://open.spotify.com/track/5pFvJMDiIFlJLcBQ9i9UAx
171,"One Thing Right",Marshmello,12340,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4
172,"Better Now","Post Malone",12291,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
173,"Truth Hurts",Lizzo,12246,https://open.spotify.com/track/3HWzoMvoF3TQfYg4UPszDq
174,"Love Letter","Blaq Diamond",12190,https://open.spotify.com/track/5iVlG76tiDfFzUc9GZV1fJ
175,"Sgubu Se Monati",JazziDisciples,12181,https://open.spotify.com/track/3vneQGrZgsMCmtFQ5qOVVw
176,Filter,BTS,12179,https://open.spotify.com/track/0ono6UCNVZ1XqOm6j78Blu
177,"Hot (Remix) [feat. Gunna and Travis Scott]","Young Thug",12131,https://open.spotify.com/track/4ea9w8c4ROqiZpJVhfBA3m
178,I.F.L.Y.,Bazzi,12095,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD
179,Birthday,Anne-Marie,12002,https://open.spotify.com/track/5hff5RQeE84pznOt8WEWeO
180,"Who Do You Love","The Chainsmokers",11957,https://open.spotify.com/track/2fVHrSxsQbJUuj9MW9zG1e
181,"P*$$Y Fairy (OTW)","Jhené Aiko",11909,https://open.spotify.com/track/48KXAIruJ07kJVCWOGohMV
182,Maniac,"Conan Gray",11902,https://open.spotify.com/track/7hpJ9tATWb2vztlq99hERP
183,"My Time",BTS,11891,https://open.spotify.com/track/4vTgx6h4seHvkuFh84JXYP
184,"No Shame","5 Seconds of Summer",11845,https://open.spotify.com/track/5JSVa5i6lFPoyOzK4gj0Ox
185,Ransom,"Lil Tecca",11829,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
186,Perfect,"Ed Sheeran",11803,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
187,"This Feeling","The Chainsmokers",11797,https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl
188,GATTI,JACKBOYS,11743,https://open.spotify.com/track/40mjsnRjCpycdUw3xhS20g
189,"LOYAL (feat. Drake)",PARTYNEXTDOOR,11711,https://open.spotify.com/track/5bvnqVuq7UFl0txSlHpsfS
190,"Into You (feat. Tamia) - Main Mix",Fabolous,11692,https://open.spotify.com/track/1Jm1I3APcmVz3MqPr5vfTx
191,"bury a friend","Billie Eilish",11640,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
192,"It's You","Ali Gatie",11628,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
193,"Give No Fxk",Migos,11599,https://open.spotify.com/track/6ZelF5APDN5r6XnFqcnvWR
194,"Shape of You","Ed Sheeran",11533,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
195,Tikoloshi,"Soweto's Finest",11517,https://open.spotify.com/track/2DxRbSpyYb0Kmw0wn30Npw
196,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",11515,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
197,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",11512,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
198,"Labantwana Ama Uber","Semi Tee",11473,https://open.spotify.com/track/6KlOMbkMRBQUFWpYe1z8Nq
199,Africa,TOTO,11440,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
200,Lonely,Diplo,11427,https://open.spotify.com/track/4fwo6czG5nvOQMzhOto1ya
