,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
29,"Snow On Tha Bluff","J. Cole",30939,https://open.spotify.com/track/1oOEkBNp4zWnkD7nWjJdog
30,"HIGHEST IN THE ROOM","Travis Scott",30864,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
31,"everything i wanted","Billie Eilish",30697,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
32,Eazy,"Nasty C",30619,https://open.spotify.com/track/2WxL4qrdtQFs7RJ9hEbyW1
33,"Sunday Best",Surfaces,30360,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
34,"Be Kind (with Halsey)",Marshmello,29771,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
35,GOOBA,6ix9ine,29499,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo
36,"ily (i love you baby) (feat. Emilee)","Surf Mesa",28800,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
37,"Break My Heart","Dua Lipa",28646,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
38,ROXANNE,"Arizona Zervas",28418,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
39,"Before You Go","Lewis Capaldi",28331,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
40,goosebumps,"Travis Scott",28145,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
41,"After Party","Don Toliver",27258,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
42,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",26872,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
43,"TROLLZ (with Nicki Minaj)",6ix9ine,26863,https://open.spotify.com/track/3dVvWnj4D8JGkKvo6Hucso
44,"Lose Somebody",Kygo,26264,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza
45,"Jerusalema (feat. Burna Boy & Nomcebo Zikode) - Remix","Master KG",26163,https://open.spotify.com/track/6Qa0wHpaiaIzXgMptP3rxV
46,"SICKO MODE","Travis Scott",25820,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
47,Señorita,"Shawn Mendes",25398,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
48,Righteous,"Juice WRLD",25245,https://open.spotify.com/track/0OyQns5ayNK2OVaES0Vb8t
49,"Godzilla (feat. Juice WRLD)",Eminem,24956,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
50,"I Don't Care (with Justin Bieber)","Ed Sheeran",24806,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
51,"BELIEVE IT",PARTYNEXTDOOR,24193,https://open.spotify.com/track/4HDCLYli2SUdkq9OjmvhSD
52,"Lucid Dreams","Juice WRLD",24133,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
53,"Ballin' (with Roddy Ricch)",Mustard,23661,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
54,ZOL,"Max Hurrell",23447,https://open.spotify.com/track/1XtgF9N4G9xDiYiVfu3cID
55,"hot girl bummer",blackbear,23278,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
56,"In Your Eyes","The Weeknd",23244,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
57,Dior,"Pop Smoke",22851,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
58,"If the World Was Ending - feat. Julia Michaels","JP Saxe",22786,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
59,"lovely (with Khalid)","Billie Eilish",22780,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
60,"BLACK PARADE",Beyoncé,22356,https://open.spotify.com/track/2qzUpSVI4NnPyWxbXwumTj
61,Youngblood,"5 Seconds of Summer",22326,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
62,"eMcimbini - Live","Kabza De Small",21794,https://open.spotify.com/track/2YXf32CaC2PzXIgmRb2GK2
63,"Higher Love",Kygo,21550,https://open.spotify.com/track/1kKYjjfNYxE0YYgLa7vgVY
64,"Adore You","Harry Styles",21511,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
65,"bad guy","Billie Eilish",21458,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
66,Supalonely,BENEE,21295,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
67,Risky,Elaine,21057,https://open.spotify.com/track/4XOcBYsZrR8oa9c97COoYf
68,"Walk Em Down (feat. Roddy Ricch)","NLE Choppa",21055,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
69,Happier,Marshmello,20725,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
70,"GO (feat. Juice WRLD)","The Kid LAROI",20472,https://open.spotify.com/track/2t7D3y0jvYjR8IP9Bosyew
71,"High Fashion (feat. Mustard)","Roddy Ricch",20258,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
72,Shallow,"Lady Gaga",19743,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
73,SAD!,XXXTENTACION,19699,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
74,"Deep End Freestyle","Sleepy Hallow",19650,https://open.spotify.com/track/2AlYncTpVHKwHb55F9lF6O
75,"No Guidance (feat. Drake)","Chris Brown",19622,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
76,"Eastside (with Halsey & Khalid)","benny blanco",19559,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
77,Takeaway,"The Chainsmokers",19316,https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw
78,"Jocelyn Flores",XXXTENTACION,19210,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
79,"Tommy Lee (feat. Post Malone)","Tyla Yaweh",19054,https://open.spotify.com/track/5QZKcQDp0tCcvMdyqEciBV
80,"Call You Mine","The Chainsmokers",18990,https://open.spotify.com/track/2oejEp50ZzPuQTQ6v54Evp
81,"Lose Control",MEDUZA,18770,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
82,"Ride It",Regard,18732,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
83,"Kings & Queens","Ava Max",18528,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
84,"Money In The Grave (Drake ft. Rick Ross)",Drake,18511,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
85,"Dancing With A Stranger (with Normani)","Sam Smith",18448,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
86,"Say So","Doja Cat",18301,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
87,"Ke Star",Focalistic,18268,https://open.spotify.com/track/5I4C1yjAWDREGD5JLzqux1
88,"Without Me",Halsey,18214,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
89,"I Like Me Better",Lauv,18174,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
90,"10,000 Hours (with Justin Bieber)","Dan + Shay",18036,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
91,"The Bigger Picture","Lil Baby",17900,https://open.spotify.com/track/44gRhRi2OhEf7moAUj6MD1
92,"Know Your Worth",Khalid,17620,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
93,"when the party's over","Billie Eilish",17567,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
94,"Sweet but Psycho","Ava Max",17564,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
95,"Be Alright","Dean Lewis",17511,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
96,"Never Really Over","Katy Perry",17410,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0
97,"Tender Love (feat. DJ Maphorisa & Kabza De Small)","Sha Sha",17177,https://open.spotify.com/track/7ckWQdFniRR7CNsIA1VIML
98,"Say You Won't Let Go","James Arthur",17052,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
99,"Ubomi Abumanga","Sun-El Musician",17051,https://open.spotify.com/track/1Eum24tziiY0sRBRx7hWBb
100,VACATION,Tyga,17026,https://open.spotify.com/track/6q2uIyLqASSpv2SIv2ehWK
101,"If I Can't Have You","Shawn Mendes",17023,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
102,"Say So (feat. Nicki Minaj)","Doja Cat",16770,https://open.spotify.com/track/11VApNQCWLJdzxWrlmwzUa
103,2002,Anne-Marie,16600,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
104,"Post Malone (feat. RANI)","Sam Feldt",16245,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
105,"How Do You Sleep?","Sam Smith",16239,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
106,"Do It","Chloe x Halle",16072,https://open.spotify.com/track/35Dh5MnCUPLN3XyAVtQff3
107,Robbery,"Juice WRLD",16032,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
108,BOP,DaBaby,15959,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
109,"What A Man Gotta Do","Jonas Brothers",15957,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
110,"rockstar (feat. 21 Savage)","Post Malone",15760,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
111,"DOLLAZ ON MY HEAD (feat. Young Thug)",Gunna,15697,https://open.spotify.com/track/3nS9a01VvXHQriLqJYwRqG
112,Ransom,"Lil Tecca",15562,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
113,"MIDDLE CHILD","J. Cole",15433,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
114,"Don't Stop Believin'",Journey,15408,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue
115,"Play Date","Melanie Martinez",15122,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
116,"OUT WEST (feat. Young Thug)",JACKBOYS,15045,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
117,"Lose You To Love Me","Selena Gomez",15021,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
118,Falling,"Harry Styles",14918,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
119,Surrender,"Natalie Taylor",14876,https://open.spotify.com/track/0ecC8p17cDNlxHXkuYqeR6
120,Sucker,"Jonas Brothers",14806,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
121,Better,Khalid,14772,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
122,"Best Part (feat. Daniel Caesar)",H.E.R.,14764,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
123,"You Need To Calm Down","Taylor Swift",14540,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5
124,Savage,"Megan Thee Stallion",14475,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
125,"High Hopes","Panic! At The Disco",14471,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
126,"Hello - Live","Kabza De Small",14426,https://open.spotify.com/track/6GoWV2xaRM5zW5ipsMtaeq
127,"Into Ingawe","Sun-El Musician",14356,https://open.spotify.com/track/428JKI7aO86RjJh0uqG9fg
128,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",14353,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
129,Bruises,"Lewis Capaldi",14279,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
130,"Goodbyes (feat. Young Thug)","Post Malone",14266,https://open.spotify.com/track/0t3ZvGKlmYmVsDzBJAXK8C
131,"Girls Need Love (with Drake) - Remix","Summer Walker",14235,https://open.spotify.com/track/14SaZBTjxlorHJQxXh01Hu
132,"Let Me Love You",Mario,14122,https://open.spotify.com/track/7GaFYUqP2WdR4KTPk7cXoP
133,"7 rings","Ariana Grande",13947,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
134,Perfect,"Ed Sheeran",13880,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
135,Daisies,"Katy Perry",13859,https://open.spotify.com/track/4uqh9bualXNHXXwO2wPorc
136,"All of Me","John Legend",13850,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
137,"i'm so tired...",Lauv,13640,https://open.spotify.com/track/4vjpLMyL3ZO6aphdYr8XYw
138,Moonlight,XXXTENTACION,13606,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
139,"Price to Pay","Miss Pru DJ",13587,https://open.spotify.com/track/5aDAwf4fABN9oZ52PDbX2o
140,"ocean eyes","Billie Eilish",13567,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
141,"3 Nights","Dominic Fike",13464,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
142,"When I See U",Fantasia,13355,https://open.spotify.com/track/4iuNZTcvT9diFySSzVsnVS
143,"No Idea","Don Toliver",13298,https://open.spotify.com/track/7AzlLxHn24DxjgQX73F9fU
144,"Hate Me (with Juice WRLD)","Ellie Goulding",13292,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
145,"fuck, i'm lonely (with Anne-Marie)",Lauv,13278,https://open.spotify.com/track/09PGubKAMryhOWv1LHpCYz
146,Yummy,"Justin Bieber",13255,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
147,"Let You Down",NF,13215,https://open.spotify.com/track/52okn5MNA47tk87PeZJLEL
148,"The Blessing (Live)","Elevation Worship",13134,https://open.spotify.com/track/5O306r2a9Nl7rm5ZlaTqka
149,"Love You Tonight (feat. DJ Maphorisa, Sha Sha & Kabza De Small)","Mfr Souls",13132,https://open.spotify.com/track/2NbUnaGrjwRuRjZ5EPyOR5
150,"The Middle",Zedd,13114,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
151,Wow.,"Post Malone",13077,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
152,"Never Seen the Rain","Tones And I",13037,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
153,Lorch,"Kabza De Small",13036,https://open.spotify.com/track/1E8jmVFDwAWbDzsjjniKGO
154,"Old Town Road - Remix","Lil Nas X",13029,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
155,"Rescue Me",OneRepublic,13020,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM
156,"IDK You Yet","Alexander 23",12907,https://open.spotify.com/track/47EWMOElkkbMp5m9SBkx7d
157,"Boss Bitch","Doja Cat",12898,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
158,"Oprah's Bank Account (Lil Yachty & DaBaby feat. Drake)","Lil Yachty",12893,https://open.spotify.com/track/0LEFmgIj8ABU7CelzGh5Bs
159,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",12881,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
160,"Into You (feat. Tamia) - Main Mix",Fabolous,12872,https://open.spotify.com/track/1Jm1I3APcmVz3MqPr5vfTx
161,"There They Go","Nasty C",12828,https://open.spotify.com/track/7tZ6iUkIibysZmPXA0yLq7
162,"Reality Check","Swae Lee",12819,https://open.spotify.com/track/2p72O2JobPc9sVz520Hil5
163,"This City","Sam Fischer",12803,https://open.spotify.com/track/3H3r2nKWa3Yk5gt8xgmsEt
164,Believer,"Imagine Dragons",12764,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
165,Thunder,"Imagine Dragons",12714,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
166,"Nights Like This (feat. Ty Dolla $ign)",Kehlani,12687,https://open.spotify.com/track/6ZRuF2n1CQxyxxAAWsKJOy
167,"Scars To Your Beautiful","Alessia Cara",12648,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK
168,Skechers,DripReport,12616,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
169,"Something Just Like This","The Chainsmokers",12583,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
170,"Wake Up Love (feat. IMAN)","Teyana Taylor",12577,https://open.spotify.com/track/6QutayBrziruy3GoPMqBBq
171,"The London (feat. J. Cole & Travis Scott)","Young Thug",12500,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n
172,"ME! (feat. Brendon Urie of Panic! At The Disco)","Taylor Swift",12482,https://open.spotify.com/track/2Rk4JlNc2TPmZe2af99d45
173,"Tell Me U Luv Me (with Trippie Redd)","Juice WRLD",12468,https://open.spotify.com/track/4CNcRgjGw1v9VQaTaytdnD
174,"You should be sad",Halsey,12429,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
175,"They Don't","Nasty C",12398,https://open.spotify.com/track/1gHhVTOVIQKjjBJ6pxCzG6
176,"It's You","Ali Gatie",12390,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
177,"Dancing On My Own","Calum Scott",12364,https://open.spotify.com/track/2BOqDYLOJBiMOXShCV1neZ
178,"Pain 1993 (with Playboi Carti)",Drake,12328,https://open.spotify.com/track/6Kj17Afjo1OKJYpf5VzCeo
179,"SOS (feat. Aloe Blacc)",Avicii,12326,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5
180,Zaka,"Mas Music",12284,https://open.spotify.com/track/3wfldFmVsFWAZZrqw8FxMp
181,"Shape of You","Ed Sheeran",12279,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
182,"Let Me Down Slowly","Alec Benjamin",12239,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
183,"My Oh My (feat. DaBaby)","Camila Cabello",12194,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
184,Lalala,Y2K,12148,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
185,"Piece Of Your Heart",MEDUZA,12088,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
186,"All Girls Are The Same","Juice WRLD",12052,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
187,"Don't Call Me Up",Mabel,11982,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
188,"Suicidal (Remix) [feat. Juice WRLD]","YNW Melly",11977,https://open.spotify.com/track/4S2uhQE8L9V6p7rj7SiauJ
189,"U Move, I Move (feat. Jhene Aiko)","John Legend",11972,https://open.spotify.com/track/7wfDCDfhVe2tFxIkQEJp35
190,MAMACITA,"Black Eyed Peas",11926,https://open.spotify.com/track/24IgCW19L8lXKyFZwzFtD3
191,Sandton,"Kabza De Small",11835,https://open.spotify.com/track/0ddnry07vtuLzEVK63bw3R
192,"Better Now","Post Malone",11803,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
193,"Girls Like You (feat. Cardi B)","Maroon 5",11799,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
194,"Shotta Flow 5","NLE Choppa",11793,https://open.spotify.com/track/1orjH4IkSH9VrWmRCToKV8
195,"Indaba Ka Bani","Kabza De Small",11696,https://open.spotify.com/track/4KC41nptQ8XB9wXKyOH2BB
196,"Saturday Nights",Khalid,11695,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
197,"Too Good At Goodbyes","Sam Smith",11673,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
198,"Going Bad (feat. Drake)","Meek Mill",11669,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
199,"Get You The Moon (feat. Snøw)",Kina,11656,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa
200,Africa,TOTO,11654,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
