,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
67,"ily (i love you baby) (feat. Emilee)","Surf Mesa",18057,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
68,"Never Really Over","Katy Perry",18032,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0
69,Yummy,"Justin Bieber",17954,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
70,"Breaking Me",Topic,17919,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
71,SAD!,XXXTENTACION,17709,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
72,YOSEMITE,"Travis Scott",17469,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR
73,Shallow,"Lady Gaga",17346,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
74,"OUT WEST (feat. Young Thug)",JACKBOYS,17318,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
75,"Lose You To Love Me","Selena Gomez",17114,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
76,"No Guidance (feat. Drake)","Chris Brown",17110,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
77,"when the party's over","Billie Eilish",17086,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
78,"Dancing With A Stranger (with Normani)","Sam Smith",17077,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
79,"Without Me",Halsey,17028,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
80,"If I Can't Have You","Shawn Mendes",16816,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
81,"Jocelyn Flores",XXXTENTACION,16810,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
82,"After Party","Don Toliver",16790,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
83,"Savage Remix (feat. Beyoncé)","Megan Thee Stallion",16697,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
84,Physical,"Dua Lipa",16580,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW
85,P2,"Lil Uzi Vert",16468,https://open.spotify.com/track/3kW4z2pIj5VY5fLjBrMRL5
86,BOP,DaBaby,16424,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
87,"I Like Me Better",Lauv,16289,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
88,"Tender Love (feat. DJ Maphorisa & Kabza De Small)","Sha Sha",16243,https://open.spotify.com/track/7ckWQdFniRR7CNsIA1VIML
89,"@ MEH","Playboi Carti",16101,https://open.spotify.com/track/5UusfWUMMLEXLMc1ViNZoe
90,"Houdini (feat. Swarmz & Tion Wayne)",KSI,16033,https://open.spotify.com/track/3lay6f81Lhy0qp2Uvp4cNJ
91,"After Hours","The Weeknd",15927,https://open.spotify.com/track/2p8IUWQDrpjuFltbdgLOag
92,"Level of Concern","Twenty One Pilots",15864,https://open.spotify.com/track/6xZ4Q2k2ompmDppyeESIY8
93,Ransom,"Lil Tecca",15749,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
94,Boyfriend,"Selena Gomez",15732,https://open.spotify.com/track/4QnC1bIaMSfDQvF4XDhV5M
95,"CITY OF ANGELS",24kGoldn,15703,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq
96,"Turks (feat. Travis Scott)",NAV,15640,https://open.spotify.com/track/0lSZh5W0wDeurkGzLYY6hf
97,"What A Man Gotta Do","Jonas Brothers",15592,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
98,"My Oh My (feat. DaBaby)","Camila Cabello",15512,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
99,Falling,"Harry Styles",15454,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
100,"Be Alright","Dean Lewis",15430,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
101,2002,Anne-Marie,15310,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
102,Sucker,"Jonas Brothers",15198,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
103,"You should be sad",Halsey,15180,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
104,"How Do You Sleep?","Sam Smith",15163,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
105,"Sweet but Psycho","Ava Max",15122,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
106,"Hello - Live","Kabza De Small",14978,https://open.spotify.com/track/6GoWV2xaRM5zW5ipsMtaeq
107,Bruises,"Lewis Capaldi",14964,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
108,"Say You Won't Let Go","James Arthur",14923,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
109,"Never Seen the Rain","Tones And I",14790,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
110,"Post Malone (feat. RANI)","Sam Feldt",14592,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
111,"No Idea","Don Toliver",14586,https://open.spotify.com/track/7AzlLxHn24DxjgQX73F9fU
112,"Goodbyes (Feat. Young Thug)","Post Malone",14531,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
113,"There They Go","Nasty C",14485,https://open.spotify.com/track/7tZ6iUkIibysZmPXA0yLq7
114,"rockstar (feat. 21 Savage)","Post Malone",14267,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
115,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",14253,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
116,"Don't Stop Believin'",Journey,14211,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue
117,"Rescue Me",OneRepublic,14156,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM
118,"FIND MY WAY",DaBaby,14063,https://open.spotify.com/track/1gVCEnryJhkdQcuC0Kbvor
119,Selfish,"Madison Beer",13953,https://open.spotify.com/track/4PV0uE5pZSh44E3NqNNDEH
120,"Old Town Road - Remix","Lil Nas X",13749,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
121,"Watermelon Sugar","Harry Styles",13665,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
122,"Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake)","Lil Yachty",13614,https://open.spotify.com/track/7wsmIIm0xWmtP7TmACXkJn
123,"Hate Me (with Juice WRLD)","Ellie Goulding",13591,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
124,"Suicidal (Remix) [feat. Juice WRLD]","YNW Melly",13527,https://open.spotify.com/track/4S2uhQE8L9V6p7rj7SiauJ
125,"Don't Rush (feat. Headie One)","Young T & Bugsey",13517,https://open.spotify.com/track/7LRmDx4pMTQuOBBwRT1MCT
126,"ocean eyes","Billie Eilish",13452,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
127,"What If I Told You That I Love You","Ali Gatie",13436,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi
128,Lalala,Y2K,13349,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
129,"The London (feat. J. Cole & Travis Scott)","Young Thug",13329,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n
130,"MIDDLE CHILD","J. Cole",13185,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
131,Heartless,"The Weeknd",13171,https://open.spotify.com/track/6bnF93Rx87YqUBLSgjiMU8
132,Lorch,"Kabza De Small",13096,https://open.spotify.com/track/1E8jmVFDwAWbDzsjjniKGO
133,"Moral of the Story",Ashe,13041,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
134,"fuck, i'm lonely (with Anne-Marie)",Lauv,13034,https://open.spotify.com/track/09PGubKAMryhOWv1LHpCYz
135,"Girls Need Love (with Drake) - Remix","Summer Walker",12827,https://open.spotify.com/track/14SaZBTjxlorHJQxXh01Hu
136,"Trampoline (with ZAYN)",SHAED,12819,https://open.spotify.com/track/2ez6qvOTHKeI3ss80NGqnI
137,"7 rings","Ariana Grande",12770,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
138,"Like It Is",Kygo,12768,https://open.spotify.com/track/3frUvGrmGcay91lvFbOgsN
139,"High Hopes","Panic! At The Disco",12739,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
140,"You Need To Calm Down","Taylor Swift",12639,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5
141,Wow.,"Post Malone",12584,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
142,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",12507,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
143,"Let Me Love You",Mario,12504,https://open.spotify.com/track/7GaFYUqP2WdR4KTPk7cXoP
144,"Broke In A Minute","Tory Lanez",12448,https://open.spotify.com/track/4xqIYGwwZTEem9U8A42SPF
145,"i'm so tired...",Lauv,12395,https://open.spotify.com/track/4vjpLMyL3ZO6aphdYr8XYw
146,Better,Khalid,12308,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
147,"Here With Me",Marshmello,12251,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
148,"Piece Of Your Heart",MEDUZA,12218,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
149,"SOS (feat. Aloe Blacc)",Avicii,12208,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5
150,"3 Nights","Dominic Fike",12190,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
151,Believer,"Imagine Dragons",12147,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
152,iThemba'lam,"DJ Maphorisa",11986,https://open.spotify.com/track/0gio6A6kTCXbpsiy8Zer9j
153,Robbery,"Juice WRLD",11962,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
154,"This City","Sam Fischer",11936,https://open.spotify.com/track/3H3r2nKWa3Yk5gt8xgmsEt
155,Perfect,"Ed Sheeran",11911,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
156,"The Take (feat. Chris Brown)","Tory Lanez",11898,https://open.spotify.com/track/0Odu228D0yGcFySGuxU4rY
157,Suicidal,"YNW Melly",11856,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
158,"Purple Hat","Sofi Tukker",11813,https://open.spotify.com/track/6WiGRFQfx2qw49MA7OeDYK
159,"Going Bad (feat. Drake)","Meek Mill",11772,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
160,"Best Part (feat. Daniel Caesar)",H.E.R.,11765,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
161,"Good as Hell (feat. Ariana Grande)",Lizzo,11723,https://open.spotify.com/track/2rjjNUYONZqC7wSd1i6OFq
162,"ME! (feat. Brendon Urie of Panic! At The Disco)","Taylor Swift",11642,https://open.spotify.com/track/2Rk4JlNc2TPmZe2af99d45
163,"Let You Down",NF,11630,https://open.spotify.com/track/52okn5MNA47tk87PeZJLEL
164,Sandton,"Kabza De Small",11620,https://open.spotify.com/track/0ddnry07vtuLzEVK63bw3R
165,"Something Just Like This","The Chainsmokers",11559,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
166,Thunder,"Imagine Dragons",11532,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
167,"It's You","Ali Gatie",11498,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
168,"Nights Like This (feat. Ty Dolla $ign)",Kehlani,11443,https://open.spotify.com/track/6ZRuF2n1CQxyxxAAWsKJOy
169,"No Time To Die","Billie Eilish",11260,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
170,Surrender,"Natalie Taylor",11257,https://open.spotify.com/track/0ecC8p17cDNlxHXkuYqeR6
171,"Can We Kiss Forever?",Kina,11214,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne
172,"Let Me Down Slowly","Alec Benjamin",11190,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
173,"Nana Thula","Kabza De Small",11171,https://open.spotify.com/track/4tDBIoqZEnq6715SnqaJS7
174,PTSD,"G Herbo",11159,https://open.spotify.com/track/3jT2LKH0RSbQ8jIUNFzXm5
175,"Playing Games (with Bryson Tiller) - Extended Version","Summer Walker",11143,https://open.spotify.com/track/2xyx0o4xNOLLjBSbOOdcbA
176,"B.S. (feat. H.E.R.)","Jhené Aiko",11114,https://open.spotify.com/track/63wx9vdskaXbYxyDx4oJCZ
177,Moonlight,XXXTENTACION,11111,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
178,"Get You The Moon (feat. Snøw)",Kina,11067,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa
179,"Lonely (with Jonas Brothers)",Diplo,11066,https://open.spotify.com/track/0prJ6Nafa5rklRc8rZUNSG
180,"Shape of You","Ed Sheeran",11054,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
181,"Lights Up","Harry Styles",11050,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb
182,Africa,TOTO,11039,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
183,"Too Good At Goodbyes","Sam Smith",10992,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
184,"Better Now","Post Malone",10990,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
185,"Girls Like You (feat. Cardi B)","Maroon 5",10971,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
186,"Into You (feat. Tamia) - Main Mix",Fabolous,10911,https://open.spotify.com/track/1Jm1I3APcmVz3MqPr5vfTx
187,"Scars To Your Beautiful","Alessia Cara",10863,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK
188,"pick up the phone","Young Thug",10855,https://open.spotify.com/track/4GXl8l1MfZPf2GvpyRPJBf
189,"Know Your Worth",Khalid,10796,https://open.spotify.com/track/04QTmCTsaVjcGaoxj8rSjE
190,"Saturday Nights",Khalid,10783,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
191,"Dancing On My Own","Calum Scott",10755,https://open.spotify.com/track/2BOqDYLOJBiMOXShCV1neZ
192,"The Middle",Zedd,10744,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
193,"All of Me","John Legend",10687,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
194,Paradise,Bazzi,10676,https://open.spotify.com/track/0Rx0DJI556Ix5gBny6EWmn
195,Graveyard,Halsey,10657,https://open.spotify.com/track/2ufmtcIFdFpuUYBPXK5f67
196,"When I See U",Fantasia,10626,https://open.spotify.com/track/4iuNZTcvT9diFySSzVsnVS
197,"The Blessing - Live","Kari Jobe",10610,https://open.spotify.com/track/2elEVvWjPZltkotzcCwKvM
198,"Enemies (feat. DaBaby)","Post Malone",10550,https://open.spotify.com/track/0Xek5rqai2jcOWCYWJfVCF
199,"Love You Tonight (feat. DJ Maphorisa, Sha Sha & Kabza De Small)","Mfr Souls",10542,https://open.spotify.com/track/2NbUnaGrjwRuRjZ5EPyOR5
200,"Hot (Remix) [feat. Gunna and Travis Scott]","Young Thug",10529,https://open.spotify.com/track/4ea9w8c4ROqiZpJVhfBA3m
