,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,86804,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
2,"Blinding Lights","The Weeknd",70332,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
3,"Savage Love (Laxed - Siren Beat)","Jawsh 685",66827,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
4,"Go Crazy","Chris Brown",63444,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
5,"Roses - Imanbek Remix","SAINt JHN",59362,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5
6,"POPSTAR (feat. Drake)","DJ Khaled",54961,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
7,"Come & Go (with Marshmello)","Juice WRLD",54524,https://open.spotify.com/track/7y7w4tl4MaRC2UMEj1mPtr
8,"Wishing Well","Juice WRLD",54464,https://open.spotify.com/track/6o3QUC5oAE4g6WxRIFcZtb
9,"Breaking Me",Topic,52065,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
10,"my future","Billie Eilish",51109,https://open.spotify.com/track/2ygvZOXrIeVL4xZmAWJT2C
11,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Jack Harlow",50805,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC
12,"The Woo (feat. 50 Cent & Roddy Ricch)","Pop Smoke",49799,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
13,"Watermelon Sugar","Harry Styles",49517,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
14,"Blueberry Faygo","Lil Mosey",48864,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
15,"Toosie Slide",Drake,48240,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
16,"Someone You Loved","Lewis Capaldi",43874,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
17,"GREECE (feat. Drake)","DJ Khaled",42172,https://open.spotify.com/track/35RJhm1pEovTBwnNR0zWad
18,"Dance Monkey","Tones And I",42027,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
19,"The Box","Roddy Ricch",41493,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
20,cardigan,"Taylor Swift",39174,https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd
21,Dior,"Pop Smoke",38858,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
