,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,,
Position,Track Name,Artist,Streams,URL,Week Beginning,Week Ending,Country
41,HIGHEST IN THE ROOM,Travis Scott,25632,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,1/24/2020,1/31/2020,South Africa
42,Eleven,Khalid,25598,https://open.spotify.com/track/1ToprX3cpBiXoAe5eNSk74,1/24/2020,1/31/2020,South Africa
43,Nana Thula,Kabza De Small,25541,https://open.spotify.com/track/4tDBIoqZEnq6715SnqaJS7,1/24/2020,1/31/2020,South Africa
44,You're the One,Elaine,25215,https://open.spotify.com/track/63Pt6QnepIcsPITzyvvOEt,1/24/2020,1/31/2020,South Africa
45,Akulaleki,Samthing Soweto,24924,https://open.spotify.com/track/73wcFiFeCQurmHDQIcirbm,1/24/2020,1/31/2020,South Africa
46,Ballin' (with Roddy Ricch),Mustard,24882,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY,1/24/2020,1/31/2020,South Africa
47,Ride It,Regard,24845,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ,1/24/2020,1/31/2020,South Africa
48,Adore You,Harry Styles,24086,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,1/24/2020,1/31/2020,South Africa
49,hot girl bummer,blackbear,23897,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku,1/24/2020,1/31/2020,South Africa
50,Higher Love,Kygo,22864,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY,1/24/2020,1/31/2020,South Africa
51,How Do You Sleep?,Sam Smith,22572,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,1/24/2020,1/31/2020,South Africa
52,High Fashion (feat. Mustard),Roddy Ricch,22454,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm,1/24/2020,1/31/2020,South Africa
53,Goodbyes (Feat. Young Thug),Post Malone,22348,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo,1/24/2020,1/31/2020,South Africa
54,Jerusalema,Master KG,21702,https://open.spotify.com/track/50jroqJUhK3dyipGToAE5W,1/24/2020,1/31/2020,South Africa
55,Happier,Marshmello,21649,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,1/24/2020,1/31/2020,South Africa
56,Say So,Doja Cat,21405,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,1/24/2020,1/31/2020,South Africa
57,Darkness,Eminem,21231,https://open.spotify.com/track/5SiZJoLXp3WOl3J4C8IK0d,1/24/2020,1/31/2020,South Africa
58,Labantwana Ama Uber,Semi Tee,21154,https://open.spotify.com/track/6KlOMbkMRBQUFWpYe1z8Nq,1/24/2020,1/31/2020,South Africa
59,Those Kinda Nights (feat. Ed Sheeran),Eminem,21140,https://open.spotify.com/track/0VSzREd1OjEWJ9tXoFHRQH,1/24/2020,1/31/2020,South Africa
60,Never Really Over,Katy Perry,20769,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0,1/24/2020,1/31/2020,South Africa
61,when the party's over,Billie Eilish,20664,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,1/24/2020,1/31/2020,South Africa
62,No Guidance (feat. Drake),Chris Brown,20657,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX,1/24/2020,1/31/2020,South Africa
63,Own It (feat. Ed Sheeran & Burna Boy),Stormzy,20638,https://open.spotify.com/track/4QPEwDdOMhY7rNS05mTyMR,1/24/2020,1/31/2020,South Africa
64,Dancing With A Stranger (with Normani),Sam Smith,20555,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,1/24/2020,1/31/2020,South Africa
65,Roses - Imanbek Remix,SAINt JHN,20431,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,1/24/2020,1/31/2020,South Africa
66,Youngblood,5 Seconds of Summer,20413,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,1/24/2020,1/31/2020,South Africa
67,You Need To Calm Down,Taylor Swift,20407,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5,1/24/2020,1/31/2020,South Africa
68,"You Gon’ Learn (feat. Royce Da 5'9"" & White Gold)",Eminem,20401,https://open.spotify.com/track/0GQ5bFTVFFKpwNPc7KwQnB,1/24/2020,1/31/2020,South Africa
69,Shallow,Lady Gaga,20038,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,1/24/2020,1/31/2020,South Africa
70,Unaccommodating (feat. Young M.A),Eminem,19739,https://open.spotify.com/track/0q2vG0UVuy6ajjcpkQHdZM,1/24/2020,1/31/2020,South Africa
71,Qoqoqo,Kabza De Small,19453,https://open.spotify.com/track/7idAdotBN9swD9VzJSLioG,1/24/2020,1/31/2020,South Africa
72,"10,000 Hours (with Justin Bieber)",Dan + Shay,19352,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,1/24/2020,1/31/2020,South Africa
73,What If I Told You That I Love You,Ali Gatie,19344,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi,1/24/2020,1/31/2020,South Africa
74,Sucker,Jonas Brothers,19245,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD,1/24/2020,1/31/2020,South Africa
75,Without Me,Halsey,19218,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ,1/24/2020,1/31/2020,South Africa
76,Rescue Me,OneRepublic,19200,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM,1/24/2020,1/31/2020,South Africa
77,Old Town Road - Remix,Lil Nas X,19053,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG,1/24/2020,1/31/2020,South Africa
78,lovely (with Khalid),Billie Eilish,19046,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,1/24/2020,1/31/2020,South Africa
79,Mthande,Mas Music,18423,https://open.spotify.com/track/7uWjJqLMacCGJtP5K99nmn,1/24/2020,1/31/2020,South Africa
80,Lucid Dreams,Juice WRLD,18337,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,1/24/2020,1/31/2020,South Africa
81,I Like Me Better,Lauv,18320,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,1/24/2020,1/31/2020,South Africa
82,Never Seen the Rain,Tones And I,18247,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV,1/24/2020,1/31/2020,South Africa
83,Sweet but Psycho,Ava Max,18078,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,1/24/2020,1/31/2020,South Africa
84,Bandit (with YoungBoy Never Broke Again),Juice WRLD,17881,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd,1/24/2020,1/31/2020,South Africa
85,3 Nights,Dominic Fike,17798,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX,1/24/2020,1/31/2020,South Africa
86,Money In The Grave (Drake ft. Rick Ross),Drake,17629,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb,1/24/2020,1/31/2020,South Africa
87,Better,Khalid,17514,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,1/24/2020,1/31/2020,South Africa
88,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,17474,https://open.spotify.com/track/7h0d2h0fUmzbs7zeFigJPn,1/24/2020,1/31/2020,South Africa
89,Umlilo,DJ Zinhle,17406,https://open.spotify.com/track/6EEmWiEPZSDGXBTknG8wR1,1/24/2020,1/31/2020,South Africa
90,If the World Was Ending - feat. Julia Michaels,JP Saxe,17176,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,1/24/2020,1/31/2020,South Africa
91,Wow.,Post Malone,17147,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg,1/24/2020,1/31/2020,South Africa
92,SUGAR,BROCKHAMPTON,17056,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA,1/24/2020,1/31/2020,South Africa
93,me & ur ghost,blackbear,17001,https://open.spotify.com/track/4yJiXq86uM56uIfIZgE440,1/24/2020,1/31/2020,South Africa
94,Fire,DJ Big Sky,16643,https://open.spotify.com/track/2nVAnGGOKDTzCw5nv73swz,1/24/2020,1/31/2020,South Africa
95,2002,Anne-Marie,16519,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,1/24/2020,1/31/2020,South Africa
96,Graveyard,Halsey,16364,https://open.spotify.com/track/2ufmtcIFdFpuUYBPXK5f67,1/24/2020,1/31/2020,South Africa
97,RITMO (Bad Boys For Life),Black Eyed Peas,16336,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf,1/24/2020,1/31/2020,South Africa
98,Look At Her Now,Selena Gomez,16311,https://open.spotify.com/track/7eOkHIcaoUhngxxypM5Ajr,1/24/2020,1/31/2020,South Africa
99,Piece Of Your Heart,MEDUZA,16284,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs,1/24/2020,1/31/2020,South Africa
100,If I Can't Have You,Shawn Mendes,16258,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh,1/24/2020,1/31/2020,South Africa
101,Up All Night,Khalid,16255,https://open.spotify.com/track/1mpD5Q8IM32I4bF6eCpU74,1/24/2020,1/31/2020,South Africa
102,Into Ingawe,Sun-El Musician,16244,https://open.spotify.com/track/428JKI7aO86RjJh0uqG9fg,1/24/2020,1/31/2020,South Africa
103,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,16105,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG,1/24/2020,1/31/2020,South Africa
104,7 rings,Ariana Grande,15974,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,1/24/2020,1/31/2020,South Africa
105,Futsal Shuffle 2020,Lil Uzi Vert,15881,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs,1/24/2020,1/31/2020,South Africa
106,Leaving Heaven (feat. Skylar Grey),Eminem,15866,https://open.spotify.com/track/5CpsIb7SMFHjmAG8RvIWfq,1/24/2020,1/31/2020,South Africa
107,Hate Me (with Juice WRLD),Ellie Goulding,15670,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE,1/24/2020,1/31/2020,South Africa
108,Vula Vala,DJ Maphorisa,15488,https://open.spotify.com/track/66qYWzjiH7jlPfpoU3IxvV,1/24/2020,1/31/2020,South Africa
109,Friends With Benefits - Umjolo,Luu Nineleven,15467,https://open.spotify.com/track/2XVUSu7mzf0WsWdNdyboZP,1/24/2020,1/31/2020,South Africa
110,Amantombazane,DJ Maphorisa,15386,https://open.spotify.com/track/5TV5x7u5Tnx2i47ccKXVex,1/24/2020,1/31/2020,South Africa
111,Lalala,Y2K,15316,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo,1/24/2020,1/31/2020,South Africa
112,Sukendleleni,Jobe London,15269,https://open.spotify.com/track/1lKqP0GH6cZ6zMtmUTJWs5,1/24/2020,1/31/2020,South Africa
113,SOS (feat. Aloe Blacc),Avicii,15208,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5,1/24/2020,1/31/2020,South Africa
114,OUT WEST (feat. Young Thug),JACKBOYS,15062,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw,1/24/2020,1/31/2020,South Africa
115,Here With Me,Marshmello,15050,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac,1/24/2020,1/31/2020,South Africa
116,Something About You (feat. DJ Maphorisa & Kabza De Small),Sha Sha,14919,https://open.spotify.com/track/7aC4nFXiy7P6nCIgCj4fau,1/24/2020,1/31/2020,South Africa
117,Blue World,Mac Miller,14899,https://open.spotify.com/track/2hwOoMtWPtTSSn6WHV7Vp5,1/24/2020,1/31/2020,South Africa
118,MIDDLE CHILD,J. Cole,14884,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,1/24/2020,1/31/2020,South Africa
119,"Alone, Pt. II",Alan Walker,14821,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3,1/24/2020,1/31/2020,South Africa
120,Black Swan,BTS,14812,https://open.spotify.com/track/24NuEDgyRIljwSyY0lsr7b,1/24/2020,1/31/2020,South Africa
121,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,14768,https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd,1/24/2020,1/31/2020,South Africa
122,Post Malone (feat. RANI),Sam Feldt,14758,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL,1/24/2020,1/31/2020,South Africa
123,Risky,Elaine,14729,https://open.spotify.com/track/4XOcBYsZrR8oa9c97COoYf,1/24/2020,1/31/2020,South Africa
124,In Too Deep,Eminem,14621,https://open.spotify.com/track/7Dj2wqPYXfSRFwa6qyOztr,1/24/2020,1/31/2020,South Africa
125,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,14572,https://open.spotify.com/track/4ea9w8c4ROqiZpJVhfBA3m,1/24/2020,1/31/2020,South Africa
126,Sunday Best,Surfaces,14501,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo,1/24/2020,1/31/2020,South Africa
127,Don't Stop Believin',Journey,14319,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue,1/24/2020,1/31/2020,South Africa
128,Talk (feat. Disclosure),Khalid,14315,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq,1/24/2020,1/31/2020,South Africa
129,Ayy Macarena,Tyga,14283,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX,1/24/2020,1/31/2020,South Africa
130,rockstar (feat. 21 Savage),Post Malone,14247,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,1/24/2020,1/31/2020,South Africa
131,Bruises,Lewis Capaldi,14210,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG,1/24/2020,1/31/2020,South Africa
132,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,14202,https://open.spotify.com/track/2Rk4JlNc2TPmZe2af99d45,1/24/2020,1/31/2020,South Africa
133,July,Noah Cyrus,14138,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr,1/24/2020,1/31/2020,South Africa
134,Lock It Up (feat. Anderson .Paak),Eminem,14050,https://open.spotify.com/track/1qwMkkRiD5jqLeUUjfgblh,1/24/2020,1/31/2020,South Africa
135,High Hopes,Panic! At The Disco,14019,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,1/24/2020,1/31/2020,South Africa
136,i'm so tired...,Lauv,13962,https://open.spotify.com/track/6uiz2UTi8yaPVd9A1OxxTW,1/24/2020,1/31/2020,South Africa
137,VIBEZ,DaBaby,13853,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM,1/24/2020,1/31/2020,South Africa
138,Say You Won't Let Go,James Arthur,13849,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,1/24/2020,1/31/2020,South Africa
139,AmaDM,Samthing Soweto,13834,https://open.spotify.com/track/3mg7ZslxjvREwg9Y41MgwT,1/24/2020,1/31/2020,South Africa
140,Lights Up,Harry Styles,13775,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb,1/24/2020,1/31/2020,South Africa
141,What I Like About You (feat. Theresa Rex),Jonas Blue,13770,https://open.spotify.com/track/4NSW0Km5ZG60L8FthUebPJ,1/24/2020,1/31/2020,South Africa
142,Only Human,Jonas Brothers,13714,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk,1/24/2020,1/31/2020,South Africa
143,Dames,Biggy,13696,https://open.spotify.com/track/72Yg5qdIqpTnXrNPEewglz,1/24/2020,1/31/2020,South Africa
144,SICKO MODE,Travis Scott,13676,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,1/24/2020,1/31/2020,South Africa
145,"fuck, i'm lonely - from “13 Reasons Why: Season 3”",Lauv,13634,https://open.spotify.com/track/2B7oyUTr2pCsUqPy4bgiYB,1/24/2020,1/31/2020,South Africa
146,Girls Like You (feat. Cardi B),Maroon 5,13633,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,1/24/2020,1/31/2020,South Africa
147,Premonition - Intro,Eminem,13561,https://open.spotify.com/track/7ccTcabbJlCJiIqtrSSwBk,1/24/2020,1/31/2020,South Africa
148,The London (feat. J. Cole & Travis Scott),Young Thug,13533,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n,1/24/2020,1/31/2020,South Africa
149,Sixteen,Ellie Goulding,13523,https://open.spotify.com/track/4PkIDTPGedm0enzdvilLNd,1/24/2020,1/31/2020,South Africa
150,Body (feat. brando),Loud Luxury,13489,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs,1/24/2020,1/31/2020,South Africa
151,P*$$Y Fairy (OTW),Jhené Aiko,13481,https://open.spotify.com/track/48KXAIruJ07kJVCWOGohMV,1/24/2020,1/31/2020,South Africa
152,Be Alright,Dean Lewis,13464,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy,1/24/2020,1/31/2020,South Africa
153,Zaka,Mas Music,13463,https://open.spotify.com/track/3wfldFmVsFWAZZrqw8FxMp,1/24/2020,1/31/2020,South Africa
154,Heartless,The Weeknd,13456,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU,1/24/2020,1/31/2020,South Africa
155,One Thing Right,Marshmello,13441,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4,1/24/2020,1/31/2020,South Africa
156,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,13418,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA,1/24/2020,1/31/2020,South Africa
157,No Regrets (feat. Don Toliver),Eminem,13413,https://open.spotify.com/track/1lO9CZo6eDrOy0S7khgryG,1/24/2020,1/31/2020,South Africa
158,Ransom,Lil Tecca,13356,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO,1/24/2020,1/31/2020,South Africa
159,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,13209,https://open.spotify.com/track/40OMBMYRk5IQL6xCzGM0JA,1/24/2020,1/31/2020,South Africa
160,Yellow Hearts,Ant Saunders,13155,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl,1/24/2020,1/31/2020,South Africa
161,LOYAL (feat. Drake),PARTYNEXTDOOR,13140,https://open.spotify.com/track/5bvnqVuq7UFl0txSlHpsfS,1/24/2020,1/31/2020,South Africa
162,Pieces,AVAION,13127,https://open.spotify.com/track/5H95n43z0KFcXGCEc0ewe1,1/24/2020,1/31/2020,South Africa
163,Better Now,Post Malone,13050,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,1/24/2020,1/31/2020,South Africa
164,Forever Yours - Avicii Tribute,Kygo,13050,https://open.spotify.com/track/3o1CUVeHIid49sabk6A6Nf,1/24/2020,1/31/2020,South Africa
165,Truth Hurts,Lizzo,12867,https://open.spotify.com/track/3HWzoMvoF3TQfYg4UPszDq,1/24/2020,1/31/2020,South Africa
166,Saturday Nights,Khalid,12858,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8,1/24/2020,1/31/2020,South Africa
167,ocean eyes,Billie Eilish,12649,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU,1/24/2020,1/31/2020,South Africa
168,Marsh,Eminem,12646,https://open.spotify.com/track/34d7sGX6WUqq8f04e7CSNF,1/24/2020,1/31/2020,South Africa
169,Woah,Lil Baby,12617,https://open.spotify.com/track/598yNsG1JFrGd4n2kMoz7F,1/24/2020,1/31/2020,South Africa
170,SAD!,XXXTENTACION,12599,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,1/24/2020,1/31/2020,South Africa
171,FML,Arizona Zervas,12547,https://open.spotify.com/track/6lruHh1jF7ezgbLv72xYmf,1/24/2020,1/31/2020,South Africa
172,Going Bad (feat. Drake),Meek Mill,12525,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,1/24/2020,1/31/2020,South Africa
173,bury a friend,Billie Eilish,12500,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF,1/24/2020,1/31/2020,South Africa
174,Who Do You Love,The Chainsmokers,12406,https://open.spotify.com/track/2fVHrSxsQbJUuj9MW9zG1e,1/24/2020,1/31/2020,South Africa
175,Lover,Taylor Swift,12240,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI,1/24/2020,1/31/2020,South Africa
176,"Yah Yah (feat. Royce Da 5'9"", Black Thought, Q-Tip & Denaun)",Eminem,12192,https://open.spotify.com/track/5mZXWEH2eh8zMZGCxT5aW0,1/24/2020,1/31/2020,South Africa
177,Happy Now,Kygo,12162,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4,1/24/2020,1/31/2020,South Africa
178,Tusa,KAROL G,12126,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,1/24/2020,1/31/2020,South Africa
179,I.F.L.Y.,Bazzi,12102,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD,1/24/2020,1/31/2020,South Africa
180,Shape of You,Ed Sheeran,12063,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,1/24/2020,1/31/2020,South Africa
181,This Feeling,The Chainsmokers,11974,https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl,1/24/2020,1/31/2020,South Africa
182,Vuur Op Die Water,Elandré,11973,https://open.spotify.com/track/2bW96CDjgaLh6E3HM1Fv8r,1/24/2020,1/31/2020,South Africa
183,Bad Liar,Imagine Dragons,11928,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3,1/24/2020,1/31/2020,South Africa
184,Let Me Love You,Mario,11919,https://open.spotify.com/track/7GaFYUqP2WdR4KTPk7cXoP,1/24/2020,1/31/2020,South Africa
185,GOODMORNINGTOKYO!,TOKYO’S REVENGE,11900,https://open.spotify.com/track/0Q2n5yzl2XRqYbV77tZNYp,1/24/2020,1/31/2020,South Africa
186,Farewell,Eminem,11733,https://open.spotify.com/track/74gykWHknHDrg4eMdcmdRq,1/24/2020,1/31/2020,South Africa
187,Thunder,Imagine Dragons,11715,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB,1/24/2020,1/31/2020,South Africa
188,Something Just Like This,The Chainsmokers,11695,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,1/24/2020,1/31/2020,South Africa
189,Don't Call Me Up,Mabel,11587,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,1/24/2020,1/31/2020,South Africa
190,Believer,Imagine Dragons,11574,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,1/24/2020,1/31/2020,South Africa
191,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,11529,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW,1/24/2020,1/31/2020,South Africa
192,Africa,TOTO,11446,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX,1/24/2020,1/31/2020,South Africa
193,Sgubu Se Monati,JazziDisciples,11444,https://open.spotify.com/track/3vneQGrZgsMCmtFQ5qOVVw,1/24/2020,1/31/2020,South Africa
194,It's You,Ali Gatie,11426,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29,1/24/2020,1/31/2020,South Africa
195,Liar,Camila Cabello,11370,https://open.spotify.com/track/073ILU1C3APNRGF66VhtyA,1/24/2020,1/31/2020,South Africa
196,International,Vigro Deep,11364,https://open.spotify.com/track/65fBAjfgwr7cbB96OYBAnh,1/24/2020,1/31/2020,South Africa
197,Perfect,Ed Sheeran,11313,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,1/24/2020,1/31/2020,South Africa
198,Can We Pretend (feat. Cash Cash),P!nk,11268,https://open.spotify.com/track/7GfKD5B7fVAzUgDvqAIbSL,1/24/2020,1/31/2020,South Africa
199,Paradise,Bazzi,11244,https://open.spotify.com/track/0Rx0DJI556Ix5gBny6EWmn,1/24/2020,1/31/2020,South Africa
200,Girls Need Love (with Drake) - Remix,Summer Walker,11206,https://open.spotify.com/track/14SaZBTjxlorHJQxXh01Hu,1/24/2020,1/31/2020,South Africa
1,The Box,Roddy Ricch,93955,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,1/31/2020,2/7/2020,South Africa
2,Dance Monkey,Tones And I,80047,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,1/31/2020,2/7/2020,South Africa
3,Life Is Good (feat. Drake),Future,75008,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc,1/31/2020,2/7/2020,South Africa
4,Godzilla (feat. Juice WRLD),Eminem,67803,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ,1/31/2020,2/7/2020,South Africa
5,Don't Start Now,Dua Lipa,58122,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,1/31/2020,2/7/2020,South Africa
6,Blinding Lights,The Weeknd,56497,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,1/31/2020,2/7/2020,South Africa
7,Circles,Post Malone,55381,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,1/31/2020,2/7/2020,South Africa
8,Memories,Maroon 5,54996,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,1/31/2020,2/7/2020,South Africa
9,everything i wanted,Billie Eilish,52439,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,1/31/2020,2/7/2020,South Africa
10,Yummy,Justin Bieber,51544,https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l,1/31/2020,2/7/2020,South Africa
11,Falling,Trevor Daniel,50879,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,1/31/2020,2/7/2020,South Africa
12,ROXANNE,Arizona Zervas,44538,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,1/31/2020,2/7/2020,South Africa
13,Someone You Loved,Lewis Capaldi,41792,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,1/31/2020,2/7/2020,South Africa
14,Lorch,Kabza De Small,41223,https://open.spotify.com/track/1E8jmVFDwAWbDzsjjniKGO,1/31/2020,2/7/2020,South Africa
15,Beautiful People (feat. Khalid),Ed Sheeran,40314,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,1/31/2020,2/7/2020,South Africa
16,I Don't Care (with Justin Bieber),Ed Sheeran,39694,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,1/31/2020,2/7/2020,South Africa
17,Señorita,Shawn Mendes,37992,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,1/31/2020,2/7/2020,South Africa
18,Lose You To Love Me,Selena Gomez,37058,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi,1/31/2020,2/7/2020,South Africa
19,Lose Control,MEDUZA,36617,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK,1/31/2020,2/7/2020,South Africa
20,What A Man Gotta Do,Jonas Brothers,34618,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd,1/31/2020,2/7/2020,South Africa
21,Sandton,Kabza De Small,33765,https://open.spotify.com/track/0ddnry07vtuLzEVK63bw3R,1/31/2020,2/7/2020,South Africa
22,Phoyisa - Live,Kabza De Small,33762,https://open.spotify.com/track/004nEmGTeP5Mus4qXxz3x2,1/31/2020,2/7/2020,South Africa
23,Eastside (with Halsey & Khalid),benny blanco,32657,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,1/31/2020,2/7/2020,South Africa
24,Tender Love (feat. DJ Maphorisa & Kabza De Small),Sha Sha,32646,https://open.spotify.com/track/7ckWQdFniRR7CNsIA1VIML,1/31/2020,2/7/2020,South Africa
