,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
56,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",25589,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
57,"Boss Bitch","Doja Cat",25247,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
58,"I Don't Care (with Justin Bieber)","Ed Sheeran",25058,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
59,"High Fashion (feat. Mustard)","Roddy Ricch",24929,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
60,"Ballin' (with Roddy Ricch)",Mustard,24557,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
61,Señorita,"Shawn Mendes",24485,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
62,"lovely (with Khalid)","Billie Eilish",24321,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
63,"bad guy","Billie Eilish",24112,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
64,"I’m Ready (with Demi Lovato)","Sam Smith",23966,https://open.spotify.com/track/1fipvP2zmef6vN2IwXfJhY
65,"Eastside (with Halsey & Khalid)","benny blanco",22902,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
66,"Lucid Dreams","Juice WRLD",22151,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
67,"Breaking Me",Topic,21847,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
68,Skechers,DripReport,21769,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
69,Takeaway,"The Chainsmokers",21692,https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw
70,"Lose Control",MEDUZA,21633,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
71,"Higher Love",Kygo,21454,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
72,"Ride It",Regard,21240,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
73,"Money In The Grave (Drake ft. Rick Ross)",Drake,21229,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
74,Risky,Elaine,21065,https://open.spotify.com/track/4XOcBYsZrR8oa9c97COoYf
75,Happier,Marshmello,20763,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
76,Youngblood,"5 Seconds of Summer",20567,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
77,Dior,"Pop Smoke",20476,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
78,"Walk Em Down (feat. Roddy Ricch)","NLE Choppa",20407,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
79,"Call You Mine","The Chainsmokers",19367,https://open.spotify.com/track/2oejEp50ZzPuQTQ6v54Evp
80,"ily (i love you baby) (feat. Emilee)","Surf Mesa",19255,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
81,"No Guidance (feat. Drake)","Chris Brown",19143,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
82,"10,000 Hours (with Justin Bieber)","Dan + Shay",18741,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
83,"Never Really Over","Katy Perry",18702,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0
84,SAD!,XXXTENTACION,18254,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
85,"when the party's over","Billie Eilish",18240,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
86,Yummy,"Justin Bieber",18150,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
87,"Without Me",Halsey,17891,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
88,"If I Can't Have You","Shawn Mendes",17665,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
89,"After Party","Don Toliver",17662,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
90,"Eleven (feat. Summer Walker)",Khalid,17519,https://open.spotify.com/track/18O00Y7yrkJ0pRXm1n21Og
91,Physical,"Dua Lipa",17507,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW
92,"Lose You To Love Me","Selena Gomez",17306,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
93,"Jocelyn Flores",XXXTENTACION,17250,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
94,Shallow,"Lady Gaga",17242,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
95,"Dancing With A Stranger (with Normani)","Sam Smith",17224,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
96,"What A Man Gotta Do","Jonas Brothers",17153,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
97,"You should be sad",Halsey,17107,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
98,BOP,DaBaby,16839,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
99,"I Like Me Better",Lauv,16808,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
100,"My Oh My (feat. DaBaby)","Camila Cabello",16752,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
101,"CITY OF ANGELS",24kGoldn,16609,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq
102,"Tender Love (feat. DJ Maphorisa & Kabza De Small)","Sha Sha",16557,https://open.spotify.com/track/7ckWQdFniRR7CNsIA1VIML
103,SBCNCSLY,"Black Coffee",16385,https://open.spotify.com/track/4AA1dJbrLXikzLCaishyny
104,Ransom,"Lil Tecca",16325,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
105,"Be Alright","Dean Lewis",16293,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
106,"Sweet but Psycho","Ava Max",16187,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
107,"How Do You Sleep?","Sam Smith",16154,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
108,2002,Anne-Marie,15903,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
109,"Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake)","Lil Yachty",15874,https://open.spotify.com/track/7wsmIIm0xWmtP7TmACXkJn
110,"Level of Concern","Twenty One Pilots",15725,https://open.spotify.com/track/6xZ4Q2k2ompmDppyeESIY8
111,Sucker,"Jonas Brothers",15695,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
112,P2,"Lil Uzi Vert",15644,https://open.spotify.com/track/3kW4z2pIj5VY5fLjBrMRL5
113,"Never Seen the Rain","Tones And I",15615,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
114,"OUT WEST (feat. Young Thug)",JACKBOYS,15484,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
115,"There They Go","Nasty C",15444,https://open.spotify.com/track/7tZ6iUkIibysZmPXA0yLq7
116,"Post Malone (feat. RANI)","Sam Feldt",15428,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
117,"Say You Won't Let Go","James Arthur",15378,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
118,"Hello - Live","Kabza De Small",15198,https://open.spotify.com/track/6GoWV2xaRM5zW5ipsMtaeq
119,"Play Date","Melanie Martinez",15113,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
120,"rockstar (feat. 21 Savage)","Post Malone",14918,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
121,"After Hours","The Weeknd",14908,https://open.spotify.com/track/2p8IUWQDrpjuFltbdgLOag
122,Falling,"Harry Styles",14890,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
123,"No Idea","Don Toliver",14867,https://open.spotify.com/track/7AzlLxHn24DxjgQX73F9fU
124,Boyfriend,"Selena Gomez",14821,https://open.spotify.com/track/4QnC1bIaMSfDQvF4XDhV5M
125,STARGAZING,"Travis Scott",14816,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
126,Selfish,"Madison Beer",14815,https://open.spotify.com/track/4PV0uE5pZSh44E3NqNNDEH
127,"The Blessing (Live)","Elevation Worship",14710,https://open.spotify.com/track/5O306r2a9Nl7rm5ZlaTqka
128,"Suicidal (Remix) [feat. Juice WRLD]","YNW Melly",14609,https://open.spotify.com/track/4S2uhQE8L9V6p7rj7SiauJ
129,Bruises,"Lewis Capaldi",14572,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
130,"Rescue Me",OneRepublic,14550,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM
131,"Goodbyes (Feat. Young Thug)","Post Malone",14527,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
132,Lorch,"Kabza De Small",14468,https://open.spotify.com/track/1E8jmVFDwAWbDzsjjniKGO
133,"Watermelon Sugar","Harry Styles",14428,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
134,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",14356,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
135,"This City","Sam Fischer",14244,https://open.spotify.com/track/3H3r2nKWa3Yk5gt8xgmsEt
136,"Turks (feat. Travis Scott)",NAV,14202,https://open.spotify.com/track/0lSZh5W0wDeurkGzLYY6hf
137,"Old Town Road - Remix","Lil Nas X",14162,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
138,"What If I Told You That I Love You","Ali Gatie",14157,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi
139,"MIDDLE CHILD","J. Cole",14143,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
140,"Girls Need Love (with Drake) - Remix","Summer Walker",14012,https://open.spotify.com/track/14SaZBTjxlorHJQxXh01Hu
141,"Don't Stop Believin'",Journey,13988,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue
142,"Like It Is",Kygo,13955,https://open.spotify.com/track/3frUvGrmGcay91lvFbOgsN
143,"The London (feat. J. Cole & Travis Scott)","Young Thug",13889,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n
144,"Don't Rush (feat. Headie One)","Young T & Bugsey",13829,https://open.spotify.com/track/7LRmDx4pMTQuOBBwRT1MCT
145,"ocean eyes","Billie Eilish",13799,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
146,"Hate Me (with Juice WRLD)","Ellie Goulding",13739,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
147,"Houdini (feat. Swarmz & Tion Wayne)",KSI,13731,https://open.spotify.com/track/3lay6f81Lhy0qp2Uvp4cNJ
148,Lalala,Y2K,13695,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
149,"i'm so tired...",Lauv,13650,https://open.spotify.com/track/4vjpLMyL3ZO6aphdYr8XYw
150,"Moral of the Story",Ashe,13618,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
151,"fuck, i'm lonely (with Anne-Marie)",Lauv,13428,https://open.spotify.com/track/09PGubKAMryhOWv1LHpCYz
152,"Let Me Love You",Mario,13394,https://open.spotify.com/track/7GaFYUqP2WdR4KTPk7cXoP
153,"7 rings","Ariana Grande",13376,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
154,"High Hopes","Panic! At The Disco",13366,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
155,"You Need To Calm Down","Taylor Swift",13348,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5
156,"3 Nights","Dominic Fike",13343,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
157,"Broke In A Minute","Tory Lanez",13316,https://open.spotify.com/track/4xqIYGwwZTEem9U8A42SPF
158,Better,Khalid,13168,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
159,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",13087,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
160,"Trampoline (with ZAYN)",SHAED,13082,https://open.spotify.com/track/2ez6qvOTHKeI3ss80NGqnI
161,"B.S. (feat. H.E.R.)","Jhené Aiko",13070,https://open.spotify.com/track/63wx9vdskaXbYxyDx4oJCZ
162,Wow.,"Post Malone",13058,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
163,Sandton,"Kabza De Small",13041,https://open.spotify.com/track/0ddnry07vtuLzEVK63bw3R
164,"Here With Me",Marshmello,13026,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
165,iThemba'lam,"DJ Maphorisa",12982,https://open.spotify.com/track/0gio6A6kTCXbpsiy8Zer9j
166,Nonstop,Drake,12948,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
167,"BUTTERFLY EFFECT","Travis Scott",12935,https://open.spotify.com/track/6xcJyGpfZbuuiequtnlKt4
168,Salt,"Ava Max",12822,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV
169,"Going Bad (feat. Drake)","Meek Mill",12760,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
170,"Good as Hell (feat. Ariana Grande)",Lizzo,12714,https://open.spotify.com/track/2rjjNUYONZqC7wSd1i6OFq
171,Believer,"Imagine Dragons",12674,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
172,"Piece Of Your Heart",MEDUZA,12604,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
173,Perfect,"Ed Sheeran",12561,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
174,"Nights Like This (feat. Ty Dolla $ign)",Kehlani,12497,https://open.spotify.com/track/6ZRuF2n1CQxyxxAAWsKJOy
175,Heartless,"The Weeknd",12468,https://open.spotify.com/track/6bnF93Rx87YqUBLSgjiMU8
176,"SOS (feat. Aloe Blacc)",Avicii,12455,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5
177,Surrender,"Natalie Taylor",12404,https://open.spotify.com/track/0ecC8p17cDNlxHXkuYqeR6
178,"Let You Down",NF,12401,https://open.spotify.com/track/52okn5MNA47tk87PeZJLEL
179,"The Take (feat. Chris Brown)","Tory Lanez",12362,https://open.spotify.com/track/0Odu228D0yGcFySGuxU4rY
180,"Playing Games (with Bryson Tiller) - Extended Version","Summer Walker",12340,https://open.spotify.com/track/2xyx0o4xNOLLjBSbOOdcbA
181,"ME! (feat. Brendon Urie of Panic! At The Disco)","Taylor Swift",12243,https://open.spotify.com/track/2Rk4JlNc2TPmZe2af99d45
182,"Best Part (feat. Daniel Caesar)",H.E.R.,12185,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
183,"Into Ingawe","Sun-El Musician",12172,https://open.spotify.com/track/428JKI7aO86RjJh0uqG9fg
184,Moonlight,XXXTENTACION,12154,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
185,Robbery,"Juice WRLD",12153,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
186,Thunder,"Imagine Dragons",12087,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
187,"Into You (feat. Tamia) - Main Mix",Fabolous,11982,https://open.spotify.com/track/1Jm1I3APcmVz3MqPr5vfTx
188,"Shape of You","Ed Sheeran",11965,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
189,"FIND MY WAY",DaBaby,11914,https://open.spotify.com/track/1gVCEnryJhkdQcuC0Kbvor
190,"When I See U",Fantasia,11889,https://open.spotify.com/track/4iuNZTcvT9diFySSzVsnVS
191,Suicidal,"YNW Melly",11829,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
192,"Something Just Like This","The Chainsmokers",11827,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
193,"It's You","Ali Gatie",11823,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
194,"Let Me Down Slowly","Alec Benjamin",11822,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
195,"Too Good At Goodbyes","Sam Smith",11781,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
196,"Lonely (with Jonas Brothers)",Diplo,11697,https://open.spotify.com/track/0prJ6Nafa5rklRc8rZUNSG
197,"Love You Tonight (feat. DJ Maphorisa, Sha Sha & Kabza De Small)","Mfr Souls",11671,https://open.spotify.com/track/2NbUnaGrjwRuRjZ5EPyOR5
198,"Purple Hat","Sofi Tukker",11577,https://open.spotify.com/track/6WiGRFQfx2qw49MA7OeDYK
199,"God's Plan",Drake,11569,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
200,"No Time To Die","Billie Eilish",11565,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
