,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,73408,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
2,"Blinding Lights","The Weeknd",69414,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
3,"Toosie Slide",Drake,67445,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
4,Eazy,"Nasty C",61069,https://open.spotify.com/track/2WxL4qrdtQFs7RJ9hEbyW1
5,"Roses - Imanbek Remix","SAINt JHN",59591,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
6,"THE SCOTTS","THE SCOTTS",53765,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
7,"The Box","Roddy Ricch",50166,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
8,"Blueberry Faygo","Lil Mosey",49011,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
9,"Party Girl",StaySolidRocky,45102,https://open.spotify.com/track/5RqR4ZCCKJDcBLIn4sih9l
10,"Life Is Good (feat. Drake)",Future,45006,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
11,"Chicago Freestyle (feat. Giveon)",Drake,43900,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
12,"Intentions (feat. Quavo)","Justin Bieber",42078,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
13,"Go Crazy","Chris Brown",40616,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
14,"Dance Monkey","Tones And I",40518,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
15,"WHATS POPPIN","Jack Harlow",40391,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
16,"Don't Start Now","Dua Lipa",40147,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
17,"TROLLZ (with Nicki Minaj)",6ix9ine,40004,https://open.spotify.com/track/3dVvWnj4D8JGkKvo6Hucso
18,"death bed (coffee for your head)",Powfu,39957,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
19,"Someone You Loved","Lewis Capaldi",39614,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
20,Circles,"Post Malone",38199,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
21,"Watermelon Sugar","Harry Styles",38073,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
22,Falling,"Trevor Daniel",37468,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
23,"Stuck with U (with Justin Bieber)","Ariana Grande",36646,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
24,"You're the One",Elaine,36406,https://open.spotify.com/track/63Pt6QnepIcsPITzyvvOEt
25,"Rain On Me (with Ariana Grande)","Lady Gaga",35222,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
26,"Savage Remix (feat. Beyoncé)","Megan Thee Stallion",35061,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
27,Memories,"Maroon 5",33046,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
28,GOOBA,6ix9ine,31779,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo
29,"Breaking Me",Topic,31763,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
30,"Beautiful People (feat. Khalid)","Ed Sheeran",31571,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
31,"HIGHEST IN THE ROOM","Travis Scott",31324,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
32,ROXANNE,"Arizona Zervas",31176,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
33,"everything i wanted","Billie Eilish",30808,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
34,"Sunday Best",Surfaces,30435,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
35,goosebumps,"Travis Scott",29958,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
36,"Be Kind (with Halsey)",Marshmello,29893,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
37,"ily (i love you baby) (feat. Emilee)","Surf Mesa",29704,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
38,"Break My Heart","Dua Lipa",29153,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
39,"After Party","Don Toliver",28848,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
40,"SICKO MODE","Travis Scott",28515,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
41,"Before You Go","Lewis Capaldi",28233,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
42,ZOL,"Max Hurrell",27433,https://open.spotify.com/track/1XtgF9N4G9xDiYiVfu3cID
43,"Snow On Tha Bluff","J. Cole",26942,https://open.spotify.com/track/1oOEkBNp4zWnkD7nWjJdog
44,"Lose Somebody",Kygo,26800,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza
45,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",26577,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
46,Righteous,"Juice WRLD",26235,https://open.spotify.com/track/0OyQns5ayNK2OVaES0Vb8t
47,"Godzilla (feat. Juice WRLD)",Eminem,25871,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
48,Señorita,"Shawn Mendes",25277,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
49,"BELIEVE IT",PARTYNEXTDOOR,25058,https://open.spotify.com/track/4HDCLYli2SUdkq9OjmvhSD
50,"The Bigger Picture","Lil Baby",24965,https://open.spotify.com/track/44gRhRi2OhEf7moAUj6MD1
51,"I Don't Care (with Justin Bieber)","Ed Sheeran",24277,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
52,"Lucid Dreams","Juice WRLD",24183,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
53,"Ballin' (with Roddy Ricch)",Mustard,24054,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
54,"hot girl bummer",blackbear,23566,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
55,Risky,Elaine,23373,https://open.spotify.com/track/4XOcBYsZrR8oa9c97COoYf
56,"In Your Eyes","The Weeknd",23054,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
57,"lovely (with Khalid)","Billie Eilish",22686,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
58,"eMcimbini - Live","Kabza De Small",22635,https://open.spotify.com/track/2YXf32CaC2PzXIgmRb2GK2
59,"If the World Was Ending - feat. Julia Michaels","JP Saxe",22503,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
60,Supalonely,BENEE,22326,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
61,Dior,"Pop Smoke",22322,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
62,"Deep End Freestyle","Sleepy Hallow",22271,https://open.spotify.com/track/2AlYncTpVHKwHb55F9lF6O
