,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Dance Monkey","Tones And I",91214,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
2,"The Box","Roddy Ricch",87968,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
3,"Life Is Good (feat. Drake)",Future,84524,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
4,Circles,"Post Malone",63327,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
5,Yummy,"Justin Bieber",61046,https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l
6,Memories,"Maroon 5",59415,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
7,"Don't Start Now","Dua Lipa",53193,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
8,Falling,"Trevor Daniel",50933,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
9,Rare,"Selena Gomez",50140,https://open.spotify.com/track/7HMmFQsKsljwTw8bS7lu19
10,ROXANNE,"Arizona Zervas",48724,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
11,"Lose You To Love Me","Selena Gomez",47232,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
12,"Blinding Lights","The Weeknd",43648,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
13,"everything i wanted","Billie Eilish",43564,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
14,"Beautiful People (feat. Khalid)","Ed Sheeran",42505,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
15,Señorita,"Shawn Mendes",42114,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
16,"Someone You Loved","Lewis Capaldi",39754,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
17,Lorch,"Kabza De Small",39576,https://open.spotify.com/track/1E8jmVFDwAWbDzsjjniKGO
18,"My Oh My (feat. DaBaby)","Camila Cabello",36169,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
19,"I Don't Care (with Justin Bieber)","Ed Sheeran",36014,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
20,"Good News","Mac Miller",34951,https://open.spotify.com/track/3ClBKQkKoaUQ6UOhe2xlJK
21,"bad guy","Billie Eilish",34833,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
22,BOP,DaBaby,32658,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
23,"hot girl bummer",blackbear,31822,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
24,"Eastside (with Halsey & Khalid)","benny blanco",31192,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
25,"Lose Control",MEDUZA,30868,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
26,"You should be sad",Halsey,30576,https://open.spotify.com/track/2usxQITOSDqvkYiI0oIwao
27,"Watermelon Sugar","Harry Styles",30391,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
28,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",30227,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
29,"Trampoline (with ZAYN)",SHAED,30054,https://open.spotify.com/track/2ez6qvOTHKeI3ss80NGqnI
30,"How Do You Sleep?","Sam Smith",29866,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
31,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",28839,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
32,"No Idea","Don Toliver",28081,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu
33,"HIGHEST IN THE ROOM","Travis Scott",27257,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
34,Takeaway,"The Chainsmokers",26791,https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw
35,"Adore You","Harry Styles",26661,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
36,"Tender Love (feat. DJ Maphorisa & Kabza De Small)","Sha Sha",26238,https://open.spotify.com/track/7ckWQdFniRR7CNsIA1VIML
37,Happier,Marshmello,25727,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
38,"Call You Mine","The Chainsmokers",25691,https://open.spotify.com/track/2oejEp50ZzPuQTQ6v54Evp
39,"Ride It",Regard,25483,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
40,"Before You Go","Lewis Capaldi",25135,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
41,Akulaleki,"Samthing Soweto",24942,https://open.spotify.com/track/73wcFiFeCQurmHDQIcirbm
42,"Goodbyes (Feat. Young Thug)","Post Malone",24693,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
43,"Look At Her Now","Selena Gomez",24285,https://open.spotify.com/track/7eOkHIcaoUhngxxypM5Ajr
44,"Ballin' (with Roddy Ricch)",Mustard,23718,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
45,Jerusalema,"Master KG",23679,https://open.spotify.com/track/5F6tLUQGd7GtiWID9ZEzev
46,Heartless,"The Weeknd",23450,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU
47,Sandton,"Kabza De Small",23437,https://open.spotify.com/track/0ddnry07vtuLzEVK63bw3R
48,Eleven,Khalid,23354,https://open.spotify.com/track/1ToprX3cpBiXoAe5eNSk74
49,"Old Town Road - Remix","Lil Nas X",23237,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
50,"Nana Thula","Kabza De Small",22998,https://open.spotify.com/track/4tDBIoqZEnq6715SnqaJS7
51,"No Guidance (feat. Drake)","Chris Brown",22392,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
52,"Futsal Shuffle 2020","Lil Uzi Vert",21906,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs
53,Youngblood,"5 Seconds of Summer",21892,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
54,"Higher Love",Kygo,21835,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
55,"Labantwana Ama Uber","Semi Tee",21500,https://open.spotify.com/track/6KlOMbkMRBQUFWpYe1z8Nq
56,"HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX","Travis Scott",21225,https://open.spotify.com/track/7h0d2h0fUmzbs7zeFigJPn
57,"Own It (feat. Ed Sheeran & Burna Boy)",Stormzy,21122,https://open.spotify.com/track/4QPEwDdOMhY7rNS05mTyMR
58,"Love You Tonight (feat. DJ Maphorisa, Sha Sha & Kabza De Small)","Mfr Souls",21112,https://open.spotify.com/track/2NbUnaGrjwRuRjZ5EPyOR5
59,"Dancing With A Stranger (with Normani)","Sam Smith",20893,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
60,"Up All Night",Khalid,20663,https://open.spotify.com/track/1mpD5Q8IM32I4bF6eCpU74
61,Sucker,"Jonas Brothers",20443,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
62,"Never Really Over","Katy Perry",20257,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0
63,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",20244,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
64,"You Need To Calm Down","Taylor Swift",20217,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5
65,Shallow,"Lady Gaga",20081,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
66,"Lucid Dreams","Juice WRLD",20066,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
67,"Money In The Grave (Drake ft. Rick Ross)",Drake,19556,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
68,Umlilo,"DJ Zinhle",19490,https://open.spotify.com/track/6EEmWiEPZSDGXBTknG8wR1
69,"Sweet but Psycho","Ava Max",19305,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
70,"Roses - Imanbek Remix","SAINt JHN",19304,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
71,Phoyisa,"DJ Maphorisa",19023,https://open.spotify.com/track/0HfH8qGXIbl1l2h7IW5Jfh
72,Suicidal,"YNW Melly",18838,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
73,"I Like Me Better",Lauv,18704,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
74,Dames,Biggy,18571,https://open.spotify.com/track/72Yg5qdIqpTnXrNPEewglz
75,"You're the One",Elaine,18462,https://open.spotify.com/track/63Pt6QnepIcsPITzyvvOEt
76,"Good as Hell (feat. Ariana Grande) - Remix",Lizzo,18209,https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd
77,"Without Me",Halsey,18029,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
78,Better,Khalid,18009,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
79,Graveyard,Halsey,17918,https://open.spotify.com/track/6V9fHiv84WlVTg7CSnIVY2
80,"Hate Me (with Juice WRLD)","Ellie Goulding",17828,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
81,"Rescue Me",OneRepublic,17712,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM
82,"Piece Of Your Heart",MEDUZA,17648,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
83,Lalala,Y2K,17620,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
84,"Yellow Hearts","Ant Saunders",17517,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl
85,Ransom,"Lil Tecca",17496,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
86,Wow.,"Post Malone",17490,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
87,"Say So","Doja Cat",17484,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
88,"lovely (with Khalid)","Billie Eilish",17274,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
89,"7 rings","Ariana Grande",17133,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
90,"If the World Was Ending - feat. Julia Michaels","JP Saxe",17124,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
91,2002,Anne-Marie,16853,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
92,Qoqoqo,"Kabza De Small",16850,https://open.spotify.com/track/7idAdotBN9swD9VzJSLioG
93,"Never Seen the Rain","Tones And I",16796,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
94,Fire,"DJ Big Sky",16607,https://open.spotify.com/track/2nVAnGGOKDTzCw5nv73swz
95,"If I Can't Have You","Shawn Mendes",16572,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
96,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",Lauv,16499,https://open.spotify.com/track/1DEkGXICCGLjDF7C65KBFw
97,"3 Nights","Dominic Fike",16469,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
98,"10,000 Hours (with Justin Bieber)","Dan + Shay",16191,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
99,"when the party's over","Billie Eilish",15974,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
100,"Ayy Macarena",Tyga,15841,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX
101,"SOS (feat. Aloe Blacc)",Avicii,15563,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5
102,"Vula Vala","DJ Maphorisa",15374,https://open.spotify.com/track/66qYWzjiH7jlPfpoU3IxvV
103,"The London (feat. J. Cole & Travis Scott)","Young Thug",15344,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n
104,"High Hopes","Panic! At The Disco",15282,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
105,"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)","Martin Garrix",15250,https://open.spotify.com/track/40OMBMYRk5IQL6xCzGM0JA
106,"OUT WEST (feat. Young Thug)",JACKBOYS,15191,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
107,Sukendleleni,"Jobe London",15048,https://open.spotify.com/track/1lKqP0GH6cZ6zMtmUTJWs5
108,"Hot (Remix) [feat. Gunna and Travis Scott]","Young Thug",15016,https://open.spotify.com/track/4ea9w8c4ROqiZpJVhfBA3m
109,"Here With Me",Marshmello,14962,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
110,"Body (feat. brando)","Loud Luxury",14958,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
111,"Alone, Pt. II","Alan Walker",14905,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
112,"MIDDLE CHILD","J. Cole",14831,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
113,Mthande,"Mas Music",14768,https://open.spotify.com/track/7uWjJqLMacCGJtP5K99nmn
114,"RITMO (Bad Boys For Life)","Black Eyed Peas",14702,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
