,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
79,"Watermelon Sugar","Harry Styles",18858,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
80,"when the party's over","Billie Eilish",18857,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
81,Lorch,"Kabza De Small",18672,https://open.spotify.com/track/1E8jmVFDwAWbDzsjjniKGO
82,"Hello - Live","Kabza De Small",18553,https://open.spotify.com/track/6GoWV2xaRM5zW5ipsMtaeq
83,P2,"Lil Uzi Vert",18453,https://open.spotify.com/track/3kW4z2pIj5VY5fLjBrMRL5
84,"Dancing With A Stranger (with Normani)","Sam Smith",18279,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
85,"To Die For","Sam Smith",18256,https://open.spotify.com/track/2ZTYlnhhV1UAReg7wIGolx
86,Dior,"Pop Smoke",18251,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
87,SAD!,XXXTENTACION,18199,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
88,"No Guidance (feat. Drake)","Chris Brown",18123,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
89,Sandton,"Kabza De Small",17969,https://open.spotify.com/track/0ddnry07vtuLzEVK63bw3R
90,"That Way - Bonus Track","Lil Uzi Vert",17872,https://open.spotify.com/track/2ajzBr7vwHTEBeqDzcsNRC
91,Shallow,"Lady Gaga",17738,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
92,"Suicidal (Remix) [feat. Juice WRLD]","YNW Melly",17733,https://open.spotify.com/track/4S2uhQE8L9V6p7rj7SiauJ
93,"If I Can't Have You","Shawn Mendes",17650,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
94,Sucker,"Jonas Brothers",17507,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
95,"How Do You Sleep?","Sam Smith",17339,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
96,"No Idea","Don Toliver",16876,https://open.spotify.com/track/7AzlLxHn24DxjgQX73F9fU
97,"SPLIT DECISION",PARTYNEXTDOOR,16874,https://open.spotify.com/track/0l4CWlipuaIS4vzsNNWC4V
98,"Without Me",Halsey,16849,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
99,"SOS (feat. Aloe Blacc)",Avicii,16789,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5
100,"Moral of the Story",Ashe,16788,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj
101,"Old Town Road - Remix","Lil Nas X",16785,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
102,"Goodbyes (Feat. Young Thug)","Post Malone",16758,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
103,"I Like Me Better",Lauv,16742,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
104,2002,Anne-Marie,16731,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
105,"Stupid Love","Lady Gaga",16549,https://open.spotify.com/track/2kJu14V7hbZw3I4K8L8SXb
106,"Hate Me (with Juice WRLD)","Ellie Goulding",16471,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
107,"OUT WEST (feat. Young Thug)",JACKBOYS,16467,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
108,Falling,"Harry Styles",16129,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
109,"Trampoline (with ZAYN)",SHAED,16104,https://open.spotify.com/track/2ez6qvOTHKeI3ss80NGqnI
110,"Jocelyn Flores",XXXTENTACION,15786,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
111,"I Love Me","Demi Lovato",15783,https://open.spotify.com/track/2IHLaN6wwYKQ3S24NsQqpA
112,"fuck, i'm lonely (with Anne-Marie)",Lauv,15639,https://open.spotify.com/track/09PGubKAMryhOWv1LHpCYz
113,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",15584,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
114,"Love You Tonight (feat. DJ Maphorisa, Sha Sha & Kabza De Small)","Mfr Souls",15500,https://open.spotify.com/track/2NbUnaGrjwRuRjZ5EPyOR5
115,Ransom,"Lil Tecca",15490,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
116,"You Need To Calm Down","Taylor Swift",15482,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5
117,"Post Malone (feat. RANI)","Sam Feldt",15425,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
118,"rockstar (feat. 21 Savage)","Post Malone",15374,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
119,"THE NEWS",PARTYNEXTDOOR,15345,https://open.spotify.com/track/46Mk1NVIpCcRIAXY92mWAW
120,"Sweet but Psycho","Ava Max",15282,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
121,Lalala,Y2K,15224,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
122,Bruises,"Lewis Capaldi",15214,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
123,"Hardest To Love","The Weeknd",14990,https://open.spotify.com/track/6kWxIqQDsKFYCJGbU4AjCX
124,"Scared To Live","The Weeknd",14946,https://open.spotify.com/track/4BGZF4oLbTL0pWm7C18pbv
125,"i'm so tired...",Lauv,14881,https://open.spotify.com/track/4vjpLMyL3ZO6aphdYr8XYw
126,"Save Your Tears","The Weeknd",14859,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
127,"Say You Won't Let Go","James Arthur",14789,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
128,"SAVAGE ANTHEM",PARTYNEXTDOOR,14766,https://open.spotify.com/track/2BwTTHpaBZ9DuARYrIccyh
129,"Escape From LA","The Weeknd",14727,https://open.spotify.com/track/1sOW4PuG5X3Ie3EXUhAopJ
130,"Don't Stop Believin'",Journey,14633,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue
131,Will,"Joyner Lucas",14495,https://open.spotify.com/track/40ijlFtuamT3J2zR2mwfmm
132,"Good as Hell (feat. Ariana Grande)",Lizzo,14490,https://open.spotify.com/track/2rjjNUYONZqC7wSd1i6OFq
133,"Here With Me",Marshmello,14484,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
134,"Bandit (with YoungBoy Never Broke Again)","Juice WRLD",14459,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
135,Suicidal,"YNW Melly",14318,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
136,"Too Late","The Weeknd",14307,https://open.spotify.com/track/2K9Ovn1o2bTGqbsABGC6m3
137,"ocean eyes","Billie Eilish",14242,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
138,"3 Nights","Dominic Fike",14230,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
139,"7 rings","Ariana Grande",14158,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
140,Wow.,"Post Malone",14122,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
141,"Purple Hat","Sofi Tukker",14051,https://open.spotify.com/track/6WiGRFQfx2qw49MA7OeDYK
142,Lonely,Diplo,14035,https://open.spotify.com/track/4fwo6czG5nvOQMzhOto1ya
143,"Alone Again","The Weeknd",13943,https://open.spotify.com/track/6b5P51m8xx2XA6U7sdNZ5E
144,"Piece Of Your Heart",MEDUZA,13875,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
145,"NOTHING LESS",PARTYNEXTDOOR,13817,https://open.spotify.com/track/5iMMEwyqqkvH0bQzLxIhN9
146,"ME! (feat. Brendon Urie of Panic! At The Disco)","Taylor Swift",13775,https://open.spotify.com/track/2Rk4JlNc2TPmZe2af99d45
147,Better,Khalid,13751,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
148,"MIDDLE CHILD","J. Cole",13749,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
149,Easier,"5 Seconds of Summer",13732,https://open.spotify.com/track/2txofPPP3lkiNLTUUHeJHS
150,Snowchild,"The Weeknd",13712,https://open.spotify.com/track/3WlbeuhfRSqU7ylK2Ui5U7
151,"Be Alright","Dean Lewis",13684,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
152,"SICKO MODE","Travis Scott",13674,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
153,Graveyard,Halsey,13673,https://open.spotify.com/track/2ufmtcIFdFpuUYBPXK5f67
154,Maniac,"Conan Gray",13615,https://open.spotify.com/track/6KfoDhO4XUWSbnyKjNp9c4
155,"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)","Martin Garrix",13567,https://open.spotify.com/track/40OMBMYRk5IQL6xCzGM0JA
156,"Lights Up","Harry Styles",13482,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb
157,"The London (feat. J. Cole & Travis Scott)","Young Thug",13469,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n
158,Faith,"The Weeknd",13421,https://open.spotify.com/track/3orEOtd8CPL8GFlpRpKuoE
159,Rare,"Selena Gomez",13247,https://open.spotify.com/track/7HMmFQsKsljwTw8bS7lu19
160,"Old Me","5 Seconds of Summer",13121,https://open.spotify.com/track/4POHzEwNTCYaIvqCUp3NnO
161,Believer,"Imagine Dragons",13058,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
162,"Phoyisa - Live","Kabza De Small",12820,https://open.spotify.com/track/004nEmGTeP5Mus4qXxz3x2
163,"Way Maker - Live",Leeland,12817,https://open.spotify.com/track/40ozK0lCJ0EQzVGWsCNUhk
164,"Best Part (feat. Daniel Caesar)",H.E.R.,12722,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
165,"It's You","Ali Gatie",12717,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
166,"Let Me Love You",Mario,12713,https://open.spotify.com/track/7GaFYUqP2WdR4KTPk7cXoP
167,"Who Do You Love","The Chainsmokers",12638,https://open.spotify.com/track/2fVHrSxsQbJUuj9MW9zG1e
168,Thunder,"Imagine Dragons",12613,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
169,Moonlight,XXXTENTACION,12565,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
170,"Girls Like You (feat. Cardi B)","Maroon 5",12441,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
171,"Talk (feat. Disclosure)",Khalid,12431,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
172,Perfect,"Ed Sheeran",12426,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
173,"TURN UP",PARTYNEXTDOOR,12390,https://open.spotify.com/track/2YuLSGh71kaSX9uzAfBbII
174,"Going Bad (feat. Drake)","Meek Mill",12383,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
175,"Poppin (feat. Lil Pump & Smokepurpp)",KSI,12377,https://open.spotify.com/track/7x6t40pKRU1h9fFx7124wf
176,"High Hopes","Panic! At The Disco",12329,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
177,Wildflower,"5 Seconds of Summer",12294,https://open.spotify.com/track/353IDEfNzPJmGNRnOi5kJ1
178,"Body (feat. brando)","Loud Luxury",12247,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
179,"Own It (feat. Ed Sheeran & Burna Boy)",Stormzy,12220,https://open.spotify.com/track/4QPEwDdOMhY7rNS05mTyMR
180,"Nana Thula","Kabza De Small",12149,https://open.spotify.com/track/4tDBIoqZEnq6715SnqaJS7
181,"Up All Night",Khalid,12107,https://open.spotify.com/track/1mpD5Q8IM32I4bF6eCpU74
182,"Nights Like This (feat. Ty Dolla $ign)",Kehlani,12103,https://open.spotify.com/track/6ZRuF2n1CQxyxxAAWsKJOy
183,"Only Human","Jonas Brothers",12102,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk
184,"Let You Down",NF,12038,https://open.spotify.com/track/52okn5MNA47tk87PeZJLEL
185,Nobody,"Martin Jensen",12033,https://open.spotify.com/track/2qfEcCkEo5NscA9GL7ER72
186,Africa,TOTO,12026,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
187,"Girls Need Love (with Drake) - Remix","Summer Walker",12009,https://open.spotify.com/track/14SaZBTjxlorHJQxXh01Hu
188,"Shape of You","Ed Sheeran",11948,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
189,Paradise,Bazzi,11934,https://open.spotify.com/track/0Rx0DJI556Ix5gBny6EWmn
190,"Better Now","Post Malone",11902,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
191,"Happiness Over Everything (H.O.E.) (feat. Future & Miguel)","Jhené Aiko",11897,https://open.spotify.com/track/2yUy5eFAFWAichjrySJWA2
192,Robbery,"Juice WRLD",11882,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
193,"One Thing Right",Marshmello,11744,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4
194,"Something Just Like This","The Chainsmokers",11688,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
195,"Into You (feat. Tamia) - Main Mix",Fabolous,11445,https://open.spotify.com/track/1Jm1I3APcmVz3MqPr5vfTx
196,"Go Stupid (feat. NLE Choppa & Mike WiLL Made-It)","Polo G",11431,https://open.spotify.com/track/74fV8TuLZKVzSIOOGu8wwI
197,"The Middle",Zedd,11361,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
198,"The Take (feat. Chris Brown)","Tory Lanez",11319,https://open.spotify.com/track/0Odu228D0yGcFySGuxU4rY
199,"boyfriend (with Social House)","Ariana Grande",11316,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t
200,"Shake The Room (feat. Quavo)","Pop Smoke",11308,https://open.spotify.com/track/7rSnKi58HPIVC0FVyh04Q1
