,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Mali Eningi","Big Zulu",128630,https://open.spotify.com/track/1ORbu4FMNtNn0ZmwaCmiPb
2,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",89864,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
3,"Mood (feat. iann dior)",24kGoldn,85370,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
4,Uthando,"Soa Mattrix",73178,https://open.spotify.com/track/5IvqTpprgCdj6dcw588MPZ
5,"Blinding Lights","The Weeknd",72381,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
6,HOLIDAY,"Lil Nas X",69527,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
7,positions,"Ariana Grande",64277,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
8,"Head & Heart (feat. MNEK)","Joel Corry",64259,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
9,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",61374,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
10,"Therefore I Am","Billie Eilish",60638,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
11,"What You Know Bout Love","Pop Smoke",59403,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
12,"The Business",Tiësto,58658,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
13,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,57778,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
14,"Laugh Now Cry Later (feat. Lil Durk)",Drake,56706,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
15,"John Vuli Gate (feat. Ntosh Gazi & Colano)","Mapara A Jazz",50200,https://open.spotify.com/track/5JiC9aVRdEaEylSPhs9SXC
16,"WAP (feat. Megan Thee Stallion)","Cardi B",50003,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
17,"Watermelon Sugar","Harry Styles",49313,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
18,"you broke me first","Tate McRae",48797,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
19,"WITHOUT YOU","The Kid LAROI",48335,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
20,"Roses - Imanbek Remix","SAINt JHN",47617,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
21,Ulazi,"Mr JazziQ",47307,https://open.spotify.com/track/4KHNX2uuE1USVfokLMjlry
22,Dinaledi,"Major League Djz",47296,https://open.spotify.com/track/0kNOuZYnpu1RiQTWXUUzE8
23,"Sithi Sithi","Reece Madlisa",47219,https://open.spotify.com/track/10sQHZ1h3LYoNGGMDSDx49
24,"Wishing Well","Juice WRLD",46749,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
25,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",46479,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
26,Whoopty,CJ,46403,https://open.spotify.com/track/5vGLcdRuSbUhD8ScwsGSdA
27,Dynamite,BTS,45805,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
28,"Someone You Loved","Lewis Capaldi",45563,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
29,"Breaking Me",Topic,45540,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
30,"Mood Swings (feat. Lil Tjay)","Pop Smoke",45471,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
31,"Bella Ciao","Tyler ICU",44532,https://open.spotify.com/track/3am2BKue6ewiBUxjkPEAQd
32,"Holy (feat. Chance The Rapper)","Justin Bieber",44119,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
33,"Jazzidisciples (Zlele)","Reece Madlisa",42232,https://open.spotify.com/track/7DsqUINZuae9IbmMAQgx6y
34,34+35,"Ariana Grande",41382,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
35,"Go Crazy","Chris Brown",41366,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
36,"POPSTAR (feat. Drake)","DJ Khaled",40906,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
37,Dior,"Pop Smoke",39958,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
38,"Come & Go (with Marshmello)","Juice WRLD",39549,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
39,Umcebo,Sjava,39471,https://open.spotify.com/track/1UbcJTEckwzqLEWOkcXGno
40,"SO DONE","The Kid LAROI",39369,https://open.spotify.com/track/3qgPpwtuRu5oP8EtFSj8HE
41,"Dance Monkey","Tones And I",39176,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
42,Body,"Megan Thee Stallion",38951,https://open.spotify.com/track/0A1hoCfMLkiAgvhWkkucJa
43,Wonder,"Shawn Mendes",38764,https://open.spotify.com/track/6ZuahEctZD6w75peme58hm
44,"Take You Dancing","Jason Derulo",38486,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
45,"Savage Love (Laxed - Siren Beat)","Jawsh 685",37841,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
46,Vsop,"Mr JazziQ",37783,https://open.spotify.com/track/2jLwKWTyxexSxvyDKjXxVk
47,Summeryomuthi,"Blaq Diamond",37030,https://open.spotify.com/track/3pLUJWBRx9PBdphuNxn3Ka
48,"Lonely (with benny blanco)","Justin Bieber",37015,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q
49,"The Box","Roddy Ricch",36669,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
50,Robbery,"Juice WRLD",35784,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
51,"Xola Moya Wam' (feat. Master KG)","Nomcebo Zikode",35744,https://open.spotify.com/track/5cvU0DOYHkzKRJAOmgYrKA
52,"Blueberry Faygo","Lil Mosey",35709,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
53,Circles,"Post Malone",35570,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
54,Memories,"Maroon 5",35487,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
55,"Phone Yam","Alfa Kat",35344,https://open.spotify.com/track/0qYAoUDIO2QHWNWJEy9Vr4
56,"Real Shit (with benny blanco)","Juice WRLD",35095,https://open.spotify.com/track/3uVPLtkmDu8pDkYEAVqbgS
57,pov,"Ariana Grande",34647,https://open.spotify.com/track/3UoULw70kMsiVXxW0L3A33
58,"Levitating (feat. DaBaby)","Dua Lipa",34573,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
59,"Paradise (feat. Dermot Kennedy)",MEDUZA,34037,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
60,"The Woo (feat. 50 Cent & Roddy Ricch)","Pop Smoke",33855,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
61,"Amanikiniki (feat. Major League Djz, Kamo Mphela & Bontle Smith)","Mfr Souls",33814,https://open.spotify.com/track/7cVgVA4VO6EaVWvKZGQF9m
62,"Lucid Dreams","Juice WRLD",33220,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
