,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,,
Position,Track Name,Artist,Streams,URL,Week Beginning,Week Ending,Country
178,Nadie (feat. Sech & Sharo Towers) - Remix,Farruko,188560,https://open.spotify.com/track/6pNjmMB8FTMEcqGSgs7Mji,3/6/2020,3/13/2020,Chile
179,Dispo,Brytiago,186437,https://open.spotify.com/track/4CsCOUmdEG1CD5vgfBq2hv,3/6/2020,3/13/2020,Chile
180,Vibras,Pablo Chill-E,185655,https://open.spotify.com/track/3CV6tcIs0tqW3aJtu6THaM,3/6/2020,3/13/2020,Chile
181,Fantasias - Unplugged,Rauw Alejandro,184565,https://open.spotify.com/track/6qqd7DGn2VXzxsR4k3Ycun,3/6/2020,3/13/2020,Chile
182,everything i wanted,Billie Eilish,184114,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,3/6/2020,3/13/2020,Chile
183,Fingías,Paloma Mami,183116,https://open.spotify.com/track/7o0oY5wRcoV7oPuDhD2J1z,3/6/2020,3/13/2020,Chile
184,Baila Conmigo (feat. Kelly Ruiz),Dayvi,182393,https://open.spotify.com/track/4Clmg1g8n2yBYG13Z1oSdG,3/6/2020,3/13/2020,Chile
185,Otra Noche en Miami,Bad Bunny,181723,https://open.spotify.com/track/4vCAzANUWDE24URV6wQ4ra,3/6/2020,3/13/2020,Chile
186,No Termino,Morat,180904,https://open.spotify.com/track/3YjguG5v9vS5o8Cnciy76z,3/6/2020,3/13/2020,Chile
187,Detente,Mike Bahía,180828,https://open.spotify.com/track/0x1k6gSTSxaLxe0F2IThaX,3/6/2020,3/13/2020,Chile
188,Secreto,Anuel AA,180625,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0,3/6/2020,3/13/2020,Chile
189,Verano En París - Remix,Jerry Di,180494,https://open.spotify.com/track/6fIVDVyzymH4OAlNhJ93k3,3/6/2020,3/13/2020,Chile
190,Aullando,Wisin & Yandel,178916,https://open.spotify.com/track/7BuHdm4lQqcyG3qTwdkxus,3/6/2020,3/13/2020,Chile
191,Nada,Cazzu,178691,https://open.spotify.com/track/7DOh0tBGnyMt6C5OO7o8Yq,3/6/2020,3/13/2020,Chile
192,How Do You Sleep?,Sam Smith,178620,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,3/6/2020,3/13/2020,Chile
193,Una Vida Para Recordar,Piso 21,177587,https://open.spotify.com/track/7pxL0DzPpCjjcdfQccvnus,3/6/2020,3/13/2020,Chile
194,Vaina Loca,Ozuna,177519,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA,3/6/2020,3/13/2020,Chile
195,UN PESO,J Balvin,177226,https://open.spotify.com/track/7hynhxDoDpgMIV12JuVtNa,3/6/2020,3/13/2020,Chile
196,Tú Siempre,Cami,176758,https://open.spotify.com/track/1kjEjhBicWXjXOoofuvsRc,3/6/2020,3/13/2020,Chile
197,Toxico,Brytiago,176311,https://open.spotify.com/track/2ohqtT8jp5VeSBAtBEpSqA,3/6/2020,3/13/2020,Chile
198,Serenata cruel,Villa Cariño,174492,https://open.spotify.com/track/152U4ecGSiYeKm2gnFc4wA,3/6/2020,3/13/2020,Chile
199,Jugo y Plata,Pablo Chill-E,171884,https://open.spotify.com/track/6ehhkBXzCrzBJ6YCL9tIdd,3/6/2020,3/13/2020,Chile
200,Ya No Se Trata De Ti,Francisca Valenzuela,171718,https://open.spotify.com/track/4Qk19LdSLuuEDjzR8j2gcV,3/6/2020,3/13/2020,Chile
1,Safaera,Bad Bunny,3588224,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y,3/13/2020,3/20/2020,Chile
2,La Difícil,Bad Bunny,2770449,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt,3/13/2020,3/20/2020,Chile
3,Ignorantes,Bad Bunny,2543258,https://open.spotify.com/track/38RIEav39FGi86jppxO0du,3/13/2020,3/20/2020,Chile
4,La Santa,Bad Bunny,2174389,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK,3/13/2020,3/20/2020,Chile
5,Si Veo a Tu Mamá,Bad Bunny,2009776,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F,3/13/2020,3/20/2020,Chile
6,Yo Perreo Sola,Bad Bunny,1849313,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw,3/13/2020,3/20/2020,Chile
7,Vete,Bad Bunny,1701253,https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW,3/13/2020,3/20/2020,Chile
8,Sigues Con El,Dímelo Flow,1549695,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3,3/13/2020,3/20/2020,Chile
9,Hablamos Mañana,Bad Bunny,1534131,https://open.spotify.com/track/1V8XneTrX6kKeoxYbk4x6h,3/13/2020,3/20/2020,Chile
10,Tusa,KAROL G,1524847,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,3/13/2020,3/20/2020,Chile
11,Hola - Remix,Dalex,1320006,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt,3/13/2020,3/20/2020,Chile
12,Diosa,Myke Towers,1314168,https://open.spotify.com/track/3JHpk0DOTOzyh0777JFAky,3/13/2020,3/20/2020,Chile
13,A Tu Merced,Bad Bunny,1294857,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0,3/13/2020,3/20/2020,Chile
14,Pero Ya No,Bad Bunny,1237277,https://open.spotify.com/track/75pQqzwgCjUOSSy5CpmAjy,3/13/2020,3/20/2020,Chile
15,Bichiyal,Bad Bunny,1143960,https://open.spotify.com/track/4j4w4CXm6BSr0s25wAWrrX,3/13/2020,3/20/2020,Chile
16,Tattoo,Rauw Alejandro,1139832,https://open.spotify.com/track/7na7Bk98usp84FaOJFPv3d,3/13/2020,3/20/2020,Chile
17,Keii,Anuel AA,1127944,https://open.spotify.com/track/5eEQCfq7MXQr6aHLNRUZLs,3/13/2020,3/20/2020,Chile
18,Girl,Myke Towers,1096549,https://open.spotify.com/track/43NqTeL8pgBxKHPMiJKUP5,3/13/2020,3/20/2020,Chile
19,Una Vez,Bad Bunny,1025195,https://open.spotify.com/track/5J7teKIJGtqVypgYI6sqXj,3/13/2020,3/20/2020,Chile
20,Soliá,Bad Bunny,973730,https://open.spotify.com/track/7sOfmPd18RWp3FoCzpa7Kw,3/13/2020,3/20/2020,Chile
21,Que Malo,Bad Bunny,942018,https://open.spotify.com/track/53v2u51nq3CxiKUNphRzP1,3/13/2020,3/20/2020,Chile
22,25/8,Bad Bunny,936520,https://open.spotify.com/track/4NqQaovM14WR2hNPMFxgjb,3/13/2020,3/20/2020,Chile
23,Dance Monkey,Tones And I,924231,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,3/13/2020,3/20/2020,Chile
24,Jangueo,Alex Rose,912269,https://open.spotify.com/track/5m3jpKkgkfoMcym1qjToFg,3/13/2020,3/20/2020,Chile
25,La Zona,Bad Bunny,873688,https://open.spotify.com/track/5kqNIqFjijuzvVLhuY9B8j,3/13/2020,3/20/2020,Chile
26,Fantasias - Remix,Rauw Alejandro,870538,https://open.spotify.com/track/0A37XY67wSdGqkGjtfW6aV,3/13/2020,3/20/2020,Chile
27,Rojo,J Balvin,836951,https://open.spotify.com/track/4uziEsK1yiqdauKVDPsmVG,3/13/2020,3/20/2020,Chile
28,Está Cabrón Ser Yo,Bad Bunny,816429,https://open.spotify.com/track/4saHEjXw7O1NXJOzBkUKKG,3/13/2020,3/20/2020,Chile
29,Morado,J Balvin,802154,https://open.spotify.com/track/3mQ6SLdxxaL52Yte7KF2Ks,3/13/2020,3/20/2020,Chile
30,Muévelo,Nicky Jam,799598,https://open.spotify.com/track/4VgYtXCVJ7IbWAZ5ryfvEQ,3/13/2020,3/20/2020,Chile
31,Aventura,Lunay,771700,https://open.spotify.com/track/37zdqI4r1gswIzczSBkRon,3/13/2020,3/20/2020,Chile
32,Whine Up,Nicky Jam,760508,https://open.spotify.com/track/2pWOMNQJW3g2zmGjP0Vkb0,3/13/2020,3/20/2020,Chile
33,Definitivamente,Daddy Yankee,747879,https://open.spotify.com/track/113PlnpZbHd3WIqeYjhZWv,3/13/2020,3/20/2020,Chile
34,Adicto (with Anuel AA & Ozuna),Tainy,744829,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq,3/13/2020,3/20/2020,Chile
35,<3,Bad Bunny,732035,https://open.spotify.com/track/4MZSqgwlE71CWZ6qQ3gkKm,3/13/2020,3/20/2020,Chile
36,Bellaquita - Remix,Dalex,729472,https://open.spotify.com/track/4GGwM2Krtlx9G9ii1RaEOx,3/13/2020,3/20/2020,Chile
37,Me Gusta,Shakira,717584,https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a,3/13/2020,3/20/2020,Chile
38,Medusa,Jhay Cortez,700498,https://open.spotify.com/track/3qM0vBxIe4VUbK0Z0smuVP,3/13/2020,3/20/2020,Chile
39,Fantasias,Rauw Alejandro,682842,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy,3/13/2020,3/20/2020,Chile
40,P FKN R,Bad Bunny,680955,https://open.spotify.com/track/0fgsKar6uBO08vzHXkTjWi,3/13/2020,3/20/2020,Chile
41,Mejor,Dalex,614810,https://open.spotify.com/track/6C1jKbkCUgFws7M0M4oGCB,3/13/2020,3/20/2020,Chile
42,China,Anuel AA,589191,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK,3/13/2020,3/20/2020,Chile
43,Puesto Pa' Guerrial,Bad Bunny,586983,https://open.spotify.com/track/5gCg2qMPzKkW4jS4dBKdDs,3/13/2020,3/20/2020,Chile
44,Piropo,Noriel,567235,https://open.spotify.com/track/5YrjfKuFd0pMmYTGeRDV6X,3/13/2020,3/20/2020,Chile
45,LA CANCIÓN,J Balvin,560458,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,3/13/2020,3/20/2020,Chile
46,RITMO (Bad Boys For Life),Black Eyed Peas,555794,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf,3/13/2020,3/20/2020,Chile
47,Don't Start Now,Dua Lipa,555394,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,3/13/2020,3/20/2020,Chile
48,No Me Conoce - Remix,Jhay Cortez,553873,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P,3/13/2020,3/20/2020,Chile
49,Callaita,Bad Bunny,541148,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,3/13/2020,3/20/2020,Chile
50,Quizas,Rich Music LTD,520547,https://open.spotify.com/track/5Id5B3dxJZhPcV9GzgYZZe,3/13/2020,3/20/2020,Chile
51,Si Te Vas,Sech,506181,https://open.spotify.com/track/6Y4PDQv4XjYjHLeLmvyOt0,3/13/2020,3/20/2020,Chile
52,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",Justin Quiles,503160,https://open.spotify.com/track/1ndyl3wJCFs872XZ3ztPk6,3/13/2020,3/20/2020,Chile
53,Mi Error - Remix,Eladio Carrion,488468,https://open.spotify.com/track/5IjOqh4XLyjHINuOGolmAt,3/13/2020,3/20/2020,Chile
54,Infeliz,Arcangel,477091,https://open.spotify.com/track/4z6wo6PJG4Fve45OXK6D9m,3/13/2020,3/20/2020,Chile
55,105 F Remix,KEVVO,467055,https://open.spotify.com/track/1aUGxXCz9QimNkKeiJtzZ7,3/13/2020,3/20/2020,Chile
56,Piensan,Myke Towers,465852,https://open.spotify.com/track/1A9PKAFEHMWgXNLpgf7k4J,3/13/2020,3/20/2020,Chile
57,Blinding Lights,The Weeknd,450123,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,3/13/2020,3/20/2020,Chile
58,Pa Los Gustos Los Colores,Javiielo,447570,https://open.spotify.com/track/6EWWkqE4aFlZRyoFwwOT8u,3/13/2020,3/20/2020,Chile
59,La Jeepeta,Nio Garcia,446699,https://open.spotify.com/track/4RaWbMItxVbuUExNkFsITP,3/13/2020,3/20/2020,Chile
60,B11 (feat. Myke Towers),Rvssian,410617,https://open.spotify.com/track/4o1DxRjMCHDwBiOKv88rOl,3/13/2020,3/20/2020,Chile
61,Perreo en La Luna,Rich Music LTD,403352,https://open.spotify.com/track/0RDgqtvOHLwcI6yz9bjsZV,3/13/2020,3/20/2020,Chile
62,Coronao Now,El Alfa,397019,https://open.spotify.com/track/7FbKipScVxkjQxQXwTd0gL,3/13/2020,3/20/2020,Chile
63,TBT,Sebastian Yatra,389924,https://open.spotify.com/track/4s45VgkknMFkdiGoUcjxQU,3/13/2020,3/20/2020,Chile
64,René,Residente,383824,https://open.spotify.com/track/6gm12xlADJwiBbHIKBXzGW,3/13/2020,3/20/2020,Chile
65,Que Tire Pa Lante,Daddy Yankee,382788,https://open.spotify.com/track/6RyaV7owmVU6fzEPE17sF1,3/13/2020,3/20/2020,Chile
66,"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)",Dímelo Flow,382000,https://open.spotify.com/track/684EjRHwNsZQ9hCQxL4NYL,3/13/2020,3/20/2020,Chile
67,La Playa - Remix,Myke Towers,378212,https://open.spotify.com/track/70zg99pT51vB4wlMS7e4q7,3/13/2020,3/20/2020,Chile
68,Si Se Da - Remix,Myke Towers,370409,https://open.spotify.com/track/6K5BsR04ijf3FHNzjbaagD,3/13/2020,3/20/2020,Chile
69,Plata Ta Tá,Mon Laferte,364598,https://open.spotify.com/track/0937IXPkSlckRCq1WoHSEl,3/13/2020,3/20/2020,Chile
70,Coronao Now (Remix),El Alfa,360672,https://open.spotify.com/track/047WmwIeerHyIUstFAEz5A,3/13/2020,3/20/2020,Chile
71,La Forma en Que Me Miras,Super Yei,351181,https://open.spotify.com/track/6t94PGXYAuo9GbJEnMpPcW,3/13/2020,3/20/2020,Chile
72,Cuerpo en Venta,Noriel,349752,https://open.spotify.com/track/2B94bbI1a4LyBpK1439oP7,3/13/2020,3/20/2020,Chile
73,Imaginaste - Remix,Jhay Cortez,345093,https://open.spotify.com/track/3dJWIbkKEnI0Jb9CK6kdcg,3/13/2020,3/20/2020,Chile
74,El Efecto - Remix,Rauw Alejandro,338347,https://open.spotify.com/track/74j34STf8L6uADnTN69ohv,3/13/2020,3/20/2020,Chile
75,Dónde Estás,KHEA,333125,https://open.spotify.com/track/16DNJ8y6k97DxuMyV49W7V,3/13/2020,3/20/2020,Chile
76,Soltera - Remix,Lunay,331217,https://open.spotify.com/track/4t9a07PAghtQMRAIP9FQ7Z,3/13/2020,3/20/2020,Chile
77,Fantasía,Ozuna,329479,https://open.spotify.com/track/40rXWke6SnXiGkSmaT8ZUr,3/13/2020,3/20/2020,Chile
78,Dream Girl - Remix,Ir Sais,326991,https://open.spotify.com/track/099tjv6oy2opbpCOA3nBwX,3/13/2020,3/20/2020,Chile
79,Otro Trago - Remix,Sech,322755,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL,3/13/2020,3/20/2020,Chile
80,4K,El Alfa,319163,https://open.spotify.com/track/4xI3U4sDj1TPmO9Iz5TkYp,3/13/2020,3/20/2020,Chile
81,Tiene Sabor,Denise Rosenthal,316773,https://open.spotify.com/track/3D4s7bVcwLr9xA8U0DriRr,3/13/2020,3/20/2020,Chile
82,Fantasmita - Remix,Casper Magico,315857,https://open.spotify.com/track/5NOHsDSfLIH45y3i9PfRyh,3/13/2020,3/20/2020,Chile
83,Tutu,Camilo,308656,https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ,3/13/2020,3/20/2020,Chile
84,The Box,Roddy Ricch,307257,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,3/13/2020,3/20/2020,Chile
85,Perfume,Dalex,299217,https://open.spotify.com/track/19VunfeIrl0bx984mJ810c,3/13/2020,3/20/2020,Chile
86,Te Quemaste,Manuel Turizo,298879,https://open.spotify.com/track/4fj7e6Tc48Bmomwyz2Z2XC,3/13/2020,3/20/2020,Chile
87,Ganas de Ti,Wisin & Yandel,295828,https://open.spotify.com/track/4kuQJb8ghj6268fBTtB3bX,3/13/2020,3/20/2020,Chile
88,Mírame - Remix,Nio Garcia,292509,https://open.spotify.com/track/53uKGbcMjEc2gIWbfmvpdS,3/13/2020,3/20/2020,Chile
89,QUE PRETENDES,J Balvin,292062,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt,3/13/2020,3/20/2020,Chile
90,Mueve Lo Que Dios Te Dio,joel music,290881,https://open.spotify.com/track/51XTKzrOz81B2ncZ2CEMOC,3/13/2020,3/20/2020,Chile
91,Say So,Doja Cat,287390,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,3/13/2020,3/20/2020,Chile
92,Funeral,Cami,287066,https://open.spotify.com/track/3Z29hEsyAkenPustX0cPmo,3/13/2020,3/20/2020,Chile
93,Blanco,J Balvin,284860,https://open.spotify.com/track/2rc7BkzO8qepMFAxHtOrXc,3/13/2020,3/20/2020,Chile
94,Nocturna - Remix,Nio Garcia,284266,https://open.spotify.com/track/3l6Dc2DvpzEXJxnRTX5JUd,3/13/2020,3/20/2020,Chile
95,Parcerita,Myke Towers,282213,https://open.spotify.com/track/2oZBb87Jgwrg3qYhwsy3BN,3/13/2020,3/20/2020,Chile
96,La Pared 360,Lenny Tavárez,279875,https://open.spotify.com/track/2w8SKQCnT2YQK1qCqKl2uW,3/13/2020,3/20/2020,Chile
97,Porno,Rich Music LTD,279691,https://open.spotify.com/track/34ZngZgo8xicbt1EE8Ob8Z,3/13/2020,3/20/2020,Chile
98,Como Se Siente,Jhay Cortez,273751,https://open.spotify.com/track/09tYvFOFp1pKxZ8GJVlOXm,3/13/2020,3/20/2020,Chile
99,Yummy,Justin Bieber,273198,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR,3/13/2020,3/20/2020,Chile
100,Pa Mí - Remix,Dalex,271678,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz,3/13/2020,3/20/2020,Chile
101,Velitas,Darell,269219,https://open.spotify.com/track/7q3NthaBqFI6s0WnAlnIvq,3/13/2020,3/20/2020,Chile
102,Si Me Dices Que Sí,Reik,268432,https://open.spotify.com/track/56Ta1O7Jxxpjnc6cWdDKUo,3/13/2020,3/20/2020,Chile
103,Que Mas Pues - Remix,Sech,267370,https://open.spotify.com/track/7fODjB7BrQTGqh0hogW6XD,3/13/2020,3/20/2020,Chile
104,Algún Día Volveras,Santaferia,264485,https://open.spotify.com/track/27uAea0qcUz3a7jKnAT7KG,3/13/2020,3/20/2020,Chile
105,Mami,Paloma Mami,261431,https://open.spotify.com/track/64IRsSyqwD0CBbFAfrR0rT,3/13/2020,3/20/2020,Chile
106,Por Primera Vez,Camilo,258536,https://open.spotify.com/track/0gWbAFRcUyZKdfUxEOuOiD,3/13/2020,3/20/2020,Chile
107,Señorita,Shawn Mendes,257108,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,3/13/2020,3/20/2020,Chile
108,Sesi,El Futuro Fuera De Orbita,255001,https://open.spotify.com/track/6g0R4XJbkoNpQ9iMLI2t1T,3/13/2020,3/20/2020,Chile
109,Verte Ir,DJ Luian,248266,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR,3/13/2020,3/20/2020,Chile
110,El Gil de Tu Ex,Santaferia,246758,https://open.spotify.com/track/3cUE3p7E39CzGjQoEsg7sM,3/13/2020,3/20/2020,Chile
111,No Te Debí Besar,C. Tangana,245815,https://open.spotify.com/track/1KdwnsWOvhM53vezy5ROuf,3/13/2020,3/20/2020,Chile
112,Dele Cotele - Remix,Yohancito,242699,https://open.spotify.com/track/6U3AilMn51njMyILgOlBQl,3/13/2020,3/20/2020,Chile
113,La Cama,Lunay,240141,https://open.spotify.com/track/0OoqRZXnSrgIUAha3iLKG1,3/13/2020,3/20/2020,Chile
114,Con Altura,ROSALÍA,239284,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM,3/13/2020,3/20/2020,Chile
115,Desconocidos,Mau y Ricky,238719,https://open.spotify.com/track/56f5qnyAlZdlz8wrUDA50h,3/13/2020,3/20/2020,Chile
116,No Vuelvas Más,Darell,237256,https://open.spotify.com/track/0mcBgVRVsvESTkEyVHt7Ue,3/13/2020,3/20/2020,Chile
117,Indeciso,Reik,237127,https://open.spotify.com/track/59s0s39NFWScuHDbHytI14,3/13/2020,3/20/2020,Chile
118,Amanece,Anuel AA,234801,https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH,3/13/2020,3/20/2020,Chile
119,Cuaderno,Dalex,233924,https://open.spotify.com/track/7anSoGdgtmJTAPZBzcPhO6,3/13/2020,3/20/2020,Chile
120,"Yo x Ti, Tu x Mi",ROSALÍA,233448,https://open.spotify.com/track/7BlBVFwvbWvcwNcUarQmjk,3/13/2020,3/20/2020,Chile
121,Si Supieras,Daddy Yankee,232765,https://open.spotify.com/track/7MRU4vOkywuhZ9kbFiPuiu,3/13/2020,3/20/2020,Chile
122,Que Calor (with J Balvin & El Alfa),Major Lazer,224529,https://open.spotify.com/track/1G2CAJeP7rCwOZjlSJ0Zw3,3/13/2020,3/20/2020,Chile
123,bad guy,Billie Eilish,222869,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,3/13/2020,3/20/2020,Chile
124,Hookah & Sheridan s,Tommy Boysen,221866,https://open.spotify.com/track/3QfD4bxxkopZL7XZ8RaezH,3/13/2020,3/20/2020,Chile
125,Te Quiero Ver,Ceaese,217159,https://open.spotify.com/track/6Xfz4YNwwIcFRyfW3QQZVp,3/13/2020,3/20/2020,Chile
126,Lucha En Equilibrio,Denise Rosenthal,216817,https://open.spotify.com/track/5XXRbcWjc6jQhAS6MxyYmu,3/13/2020,3/20/2020,Chile
127,Si Estuviésemos Juntos,Bad Bunny,216085,https://open.spotify.com/track/35wvL50xvKpCHEJPxLOLPI,3/13/2020,3/20/2020,Chile
128,Agua Segura,Denise Rosenthal,215754,https://open.spotify.com/track/370og6FUM8StmfUu0HlNHg,3/13/2020,3/20/2020,Chile
129,Falling,Trevor Daniel,215190,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,3/13/2020,3/20/2020,Chile
130,Odio Que No Te Odio,Lasso,214540,https://open.spotify.com/track/374Yj1kOLjGLYLOydbCO3i,3/13/2020,3/20/2020,Chile
131,Memories,Maroon 5,214413,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,3/13/2020,3/20/2020,Chile
132,Bellaquita,Dalex,212837,https://open.spotify.com/track/1tpbAGsGpZee5jDHMcLrUJ,3/13/2020,3/20/2020,Chile
133,Calma - Remix,Pedro Capó,212379,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,3/13/2020,3/20/2020,Chile
134,Uniforme,Rich Music LTD,212253,https://open.spotify.com/track/0wMs7DPFOnToNAoecvAFQc,3/13/2020,3/20/2020,Chile
135,Relación Rota,Myke Towers,211906,https://open.spotify.com/track/5RClLxkUvnMWFUQ3VAQEHj,3/13/2020,3/20/2020,Chile
136,La Playa,Myke Towers,211232,https://open.spotify.com/track/6768f4xbHQBpJo5lvFVNvs,3/13/2020,3/20/2020,Chile
137,Norty,Harry Nach,210623,https://open.spotify.com/track/0LHejotBx99f8kN7UQP2o4,3/13/2020,3/20/2020,Chile
138,BORRAXXA,Feid,209806,https://open.spotify.com/track/2Y1EBfErprYwOlgluV9neb,3/13/2020,3/20/2020,Chile
139,Lloras - Remix,Cauty,208850,https://open.spotify.com/track/3FhiU60cxfN2j4jRy5Y40w,3/13/2020,3/20/2020,Chile
140,Tak Tiki Tak,Harry Nach,208553,https://open.spotify.com/track/0aCTSZQTlmnjQucALTF00s,3/13/2020,3/20/2020,Chile
141,Physical,Dua Lipa,203948,https://open.spotify.com/track/5px6upUHM3fhOP621Edp4V,3/13/2020,3/20/2020,Chile
142,Easy - Remix,Jhay Cortez,203649,https://open.spotify.com/track/1NmQc6rwLv7g0UHL1AFOa9,3/13/2020,3/20/2020,Chile
143,11PM,Maluma,203415,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d,3/13/2020,3/20/2020,Chile
144,ROXANNE,Arizona Zervas,202741,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,3/13/2020,3/20/2020,Chile
145,Te Robaré,Nicky Jam,202576,https://open.spotify.com/track/4PJ3umtW1aWdfh5EITHc6T,3/13/2020,3/20/2020,Chile
146,Otro Trago,Sech,201473,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr,3/13/2020,3/20/2020,Chile
147,PORFA,Feid,198294,https://open.spotify.com/track/3iQOfefMGDVDwo8dZoco8T,3/13/2020,3/20/2020,Chile
148,Con Calma,Daddy Yankee,198213,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,3/13/2020,3/20/2020,Chile
149,death bed (coffee for your head),Powfu,197198,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,3/13/2020,3/20/2020,Chile
150,Goteo - Remix,Duki,193944,https://open.spotify.com/track/5widvMUA2hiilH1RpOl5aM,3/13/2020,3/20/2020,Chile
151,Despacio,Natti Natasha,193115,https://open.spotify.com/track/203uubEQA07to1kbro35qQ,3/13/2020,3/20/2020,Chile
152,Imaginate,Rich Music LTD,190806,https://open.spotify.com/track/29ShXDWDedEwZkYc8Du08N,3/13/2020,3/20/2020,Chile
153,Un Año,Sebastian Yatra,190102,https://open.spotify.com/track/2vrpcQNg6itmgVZWsNjWe0,3/13/2020,3/20/2020,Chile
154,Aquí Estoy,Cami,189542,https://open.spotify.com/track/465cCQFJkrfroDREqB7sej,3/13/2020,3/20/2020,Chile
155,La Difícil,Camilo,189258,https://open.spotify.com/track/0PaNKfwdqHjmW7hVEQ0lbu,3/13/2020,3/20/2020,Chile
156,Es Poco,Simon la Letra,188754,https://open.spotify.com/track/63Z1ToWxe9UJA82d9qF5lo,3/13/2020,3/20/2020,Chile
157,Rutina,Myke Towers,188701,https://open.spotify.com/track/3YntiCUU0Xqq0B68FM3YAt,3/13/2020,3/20/2020,Chile
158,Adan y Eva,Paulo Londra,187806,https://open.spotify.com/track/132ALUzVLmqYB4UsBj5qD6,3/13/2020,3/20/2020,Chile
159,Te Vi,Piso 21,185955,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd,3/13/2020,3/20/2020,Chile
160,Baila Conmigo (feat. Kelly Ruiz),Dayvi,183872,https://open.spotify.com/track/4Clmg1g8n2yBYG13Z1oSdG,3/13/2020,3/20/2020,Chile
161,La Mejor Versión de Mi - Remix,Natti Natasha,182747,https://open.spotify.com/track/2dy3TKVDEbIeWxeIb8JWqZ,3/13/2020,3/20/2020,Chile
162,Rasta Barbie (Remix),Gigolo Y La Exce,179595,https://open.spotify.com/track/64kNRze29YqCFzFEpQCaHQ,3/13/2020,3/20/2020,Chile
163,Sigue Bailandome,Yannc,179035,https://open.spotify.com/track/0GmiGIxXDNrePrHBpijYDp,3/13/2020,3/20/2020,Chile
164,La Romana,Bad Bunny,177771,https://open.spotify.com/track/1khmgu0pveJbkbpbkyvcQv,3/13/2020,3/20/2020,Chile
165,Atrévete,Nicky Jam,177309,https://open.spotify.com/track/26Qhn2T88XqVinXQpmSarj,3/13/2020,3/20/2020,Chile
166,Música,DJ Luian,175715,https://open.spotify.com/track/4xvTPuwHaXoDM3p0QcY7bH,3/13/2020,3/20/2020,Chile
167,Tal Vez,Paulo Londra,174872,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI,3/13/2020,3/20/2020,Chile
168,Pensando En Ti,Pablo Chill-E,174211,https://open.spotify.com/track/6exje52SuWDGQ2Ol8K4P5I,3/13/2020,3/20/2020,Chile
169,Baila Baila Baila - Remix,Ozuna,174122,https://open.spotify.com/track/7mWFF4gPADjTQjC97CgFVt,3/13/2020,3/20/2020,Chile
