,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,,
Position,Track Name,Artist,Streams,URL,Week Beginning,Week Ending,Country
130,I Don't Care (with Justin Bieber),Ed Sheeran,350403,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,12/27/2019,1/3/2020,France
131,Nique la BAC,Lorenzo,350392,https://open.spotify.com/track/4VzalpjiHHK5cKSgrZuNjg,12/27/2019,1/3/2020,France
132,Musica (feat. Ninho),Soprano,349039,https://open.spotify.com/track/4hdwmvZ5IhBE5QhtxTQkNv,12/27/2019,1/3/2020,France
133,Flou,Angèle,348791,https://open.spotify.com/track/3b89BehicGUgc60pLBo092,12/27/2019,1/3/2020,France
134,Ransom,Lil Tecca,348294,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO,12/27/2019,1/3/2020,France
135,Ramenez la coupe à la maison,Vegedream,345553,https://open.spotify.com/track/1m0UFnuTktOkksvjbF9z0m,12/27/2019,1/3/2020,France
136,Ça ira,SCH,344844,https://open.spotify.com/track/47yhjEwyOgNPPLHLL8OGLV,12/27/2019,1/3/2020,France
137,Siliconé,Niska,344482,https://open.spotify.com/track/4pmQt0EAXwy2SyXOJJ2bPU,12/27/2019,1/3/2020,France
138,Combien,Kaza,342164,https://open.spotify.com/track/4zULM3R99kAHqJkJDCIR4C,12/27/2019,1/3/2020,France
139,Donnez-moi,Les Frangines,341090,https://open.spotify.com/track/0kbDehgfwaDX6HBnl5hoyq,12/27/2019,1/3/2020,France
140,Baden Baden (feat. Maître Gims),SCH,337942,https://open.spotify.com/track/424TSKJiIaMkTNmG5uRi85,12/27/2019,1/3/2020,France
141,AVM,YG Pablo,336332,https://open.spotify.com/track/3SmVGTMCmarY5aMkPRQWGD,12/27/2019,1/3/2020,France
142,OTT #1,N'seven7,336013,https://open.spotify.com/track/40aUecOhUNkxTEqCRSWzxi,12/27/2019,1/3/2020,France
143,7 rings,Ariana Grande,334692,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,12/27/2019,1/3/2020,France
144,No Idea,Don Toliver,331151,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu,12/27/2019,1/3/2020,France
145,Tel Me,Jul,330899,https://open.spotify.com/track/4ml7hnH3FtGeUDMhzVmnrj,12/27/2019,1/3/2020,France
146,Con Calma,Daddy Yankee,330546,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,12/27/2019,1/3/2020,France
147,Lucid Dreams,Juice WRLD,329098,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,12/27/2019,1/3/2020,France
148,Before You Go,Lewis Capaldi,327627,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,12/27/2019,1/3/2020,France
149,Me Gusta,DTF,326759,https://open.spotify.com/track/6P3FBaZfUjeWYExU2ShaPZ,12/27/2019,1/3/2020,France
150,Quotidien,Koba LaD,326106,https://open.spotify.com/track/2abVYMtriZHHIDGFZFT5ij,12/27/2019,1/3/2020,France
151,Journal perso II,Vald,325474,https://open.spotify.com/track/1ezjFgjNnCf57TW1sacWBH,12/27/2019,1/3/2020,France
152,Le coach (feat. Vincenzo),Soprano,324592,https://open.spotify.com/track/1RighqmKZNqLP9rklJ4HCz,12/27/2019,1/3/2020,France
153,Las Vegas,Jok'air,323402,https://open.spotify.com/track/6L2bXG181V9k56XS167r1P,12/27/2019,1/3/2020,France
154,Bénéfice max,Djadja & Dinaz,322925,https://open.spotify.com/track/2HpgP7x3QbcX2RVXlELTxG,12/27/2019,1/3/2020,France
155,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,317902,https://open.spotify.com/track/0KoiMHhqKLoL4xM54rcWYY,12/27/2019,1/3/2020,France
156,Post Malone (feat. RANI),Sam Feldt,316788,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL,12/27/2019,1/3/2020,France
157,Possédé,Djadja & Dinaz,316013,https://open.spotify.com/track/6g8Waa9vcFQP1FElldjfRr,12/27/2019,1/3/2020,France
158,Liar,Camila Cabello,315437,https://open.spotify.com/track/073ILU1C3APNRGF66VhtyA,12/27/2019,1/3/2020,France
159,Money (feat. Faouzia),Ninho,314022,https://open.spotify.com/track/1NUC8l1gq50VuHzmWRMA2G,12/27/2019,1/3/2020,France
160,Copines,Aya Nakamura,312449,https://open.spotify.com/track/1Bhm5HNO1cq8olDbBmokyL,12/27/2019,1/3/2020,France
161,Deux frères,PNL,312007,https://open.spotify.com/track/6hzi3AGB39FjxFqcjgbWs7,12/27/2019,1/3/2020,France
162,One Kiss (with Dua Lipa),Calvin Harris,310285,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6,12/27/2019,1/3/2020,France
163,My Oh My (feat. DaBaby),Camila Cabello,307580,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K,12/27/2019,1/3/2020,France
164,L'adresse,47ter,306599,https://open.spotify.com/track/2imn6s1bQUKShiC7Ab2Lp5,12/27/2019,1/3/2020,France
165,Hola Señorita,GIMS,303069,https://open.spotify.com/track/5vLEmh5EolySKTvXsyWSOg,12/27/2019,1/3/2020,France
166,À nos souvenirs,Trois Cafés Gourmands,302602,https://open.spotify.com/track/4h3SqMd5F16XJVdGp5fsZG,12/27/2019,1/3/2020,France
167,Billets verts,Maes,302300,https://open.spotify.com/track/3uTNli5uz5rNOqD6qZFi8L,12/27/2019,1/3/2020,France
168,Elle pleut,Nekfeu,297111,https://open.spotify.com/track/4kqsT3yDyJr1KZ2AkM9qfD,12/27/2019,1/3/2020,France
169,Shape of You,Ed Sheeran,293744,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,12/27/2019,1/3/2020,France
170,Habiba,Bramsito,293366,https://open.spotify.com/track/5YrgjXV0tB7RjyMshnCKyL,12/27/2019,1/3/2020,France
171,"Moi, je prouve.",Tayc,291725,https://open.spotify.com/track/3EF6LVr4vCyxu66HBe8pGO,12/27/2019,1/3/2020,France
172,Bohemian Rhapsody - Remastered 2011,Queen,290143,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,12/27/2019,1/3/2020,France
173,C'est pas grave,Columbine,289472,https://open.spotify.com/track/7MPC1qtCR74fdc9jNdFHeH,12/27/2019,1/3/2020,France
174,J'aime Bien!,Josman,288586,https://open.spotify.com/track/7bg469g8qRoMwFQf6Vleh3,12/27/2019,1/3/2020,France
175,Heartless,The Weeknd,287713,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU,12/27/2019,1/3/2020,France
176,La Guenav,Gambi,286378,https://open.spotify.com/track/0kH4ZE0SewdiPUUgbQNVSU,12/27/2019,1/3/2020,France
177,Émotif (Booska 1H),PLK,285400,https://open.spotify.com/track/1O2mX6MrjsJlkCGEF0TVWL,12/27/2019,1/3/2020,France
178,Candide Crush,Therapie TAXI,285174,https://open.spotify.com/track/7oZryU4VFbqOxT0bRceSjj,12/27/2019,1/3/2020,France
179,NWR,Maes,284067,https://open.spotify.com/track/4tWVLBZ3EiSqegpf4jBsei,12/27/2019,1/3/2020,France
180,Sale mood,Bramsito,283264,https://open.spotify.com/track/5TlGrvOMiAltKgRw3anXKo,12/27/2019,1/3/2020,France
181,Rappelle-toi,Naps,283197,https://open.spotify.com/track/6dgLDzgL0JYxFr3PjppsnS,12/27/2019,1/3/2020,France
182,Le temps est bon,Bon Entendeur,280302,https://open.spotify.com/track/0xh5kFdNkx6h7K1z7XpDqX,12/27/2019,1/3/2020,France
183,Feu de bois,Damso,279541,https://open.spotify.com/track/4L0Iwsk1s8cbdBcEgdm8K5,12/27/2019,1/3/2020,France
184,Je M'en Tape,OBOY,279272,https://open.spotify.com/track/4VMWKOG1q8nE4OHjqLHkZn,12/27/2019,1/3/2020,France
185,Perdus,Angèle,274486,https://open.spotify.com/track/3F4lJ6T5o1hN7CGfhH6TY9,12/27/2019,1/3/2020,France
186,Cheum,Nekfeu,274394,https://open.spotify.com/track/5dkSQ8ExtSaS5diqiQosOk,12/27/2019,1/3/2020,France
187,La 12,Timal,274370,https://open.spotify.com/track/0liPTFPAXfDrjXFwMn9L1A,12/27/2019,1/3/2020,France
188,Bac +12 (feat. Koba LaD),Hamza,274030,https://open.spotify.com/track/2wCgClGyC7FyXLu5ZVAdey,12/27/2019,1/3/2020,France
189,Méchant Sheguey,Gradur,273736,https://open.spotify.com/track/2vMfUIiaC26nUzfmRElv50,12/27/2019,1/3/2020,France
190,Regarde-moi,Lomepal,272908,https://open.spotify.com/track/72g7nvXgf8gcnUIwRgK43s,12/27/2019,1/3/2020,France
191,La même,GIMS,271835,https://open.spotify.com/track/7HK0UeyxUWJjc6ndRZVKFg,12/27/2019,1/3/2020,France
192,Wouli Liya,Dadju,271380,https://open.spotify.com/track/3I7MRe6fdlZX3GQxSNT88k,12/27/2019,1/3/2020,France
193,L'aventurier,Indochine,271372,https://open.spotify.com/track/2UC5XnHA1Wn9FjQmbjNca9,12/27/2019,1/3/2020,France
194,En bas (feat. Siboy),4Keus,270804,https://open.spotify.com/track/0raZ9gl4gn6KEB0h93FxMk,12/27/2019,1/3/2020,France
195,Piece Of Your Heart,MEDUZA,269379,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs,12/27/2019,1/3/2020,France
196,GATTI,JACKBOYS,269150,https://open.spotify.com/track/40mjsnRjCpycdUw3xhS20g,12/27/2019,1/3/2020,France
197,En feu,Soprano,268011,https://open.spotify.com/track/6FxIFhVlOvI1wcXWe8LKei,12/27/2019,1/3/2020,France
