Position,Track Name,Artist,Streams,URL,Week Beginning,Week Ending,Country
120,my future,Billie Eilish,407171,https://open.spotify.com/track/2ygvZOXrIeVL4xZmAWJT2C,9/11/2020,9/18/2020,United Kingdom
121,BELIEVE IT,PARTYNEXTDOOR,406273,https://open.spotify.com/track/4HDCLYli2SUdkq9OjmvhSD,9/11/2020,9/18/2020,United Kingdom
122,Clout,Nines,405646,https://open.spotify.com/track/77HIFtJNTkHh3t3M3yyzhS,9/11/2020,9/18/2020,United Kingdom
123,Martin & Gina,Polo G,404229,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ,9/11/2020,9/18/2020,United Kingdom
124,If the World Was Ending - feat. Julia Michaels,JP Saxe,402961,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,9/11/2020,9/18/2020,United Kingdom
125,Hold Me While You Wait,Lewis Capaldi,400990,https://open.spotify.com/track/60iSKGrGazRzICtMjADNSM,9/11/2020,9/18/2020,United Kingdom
126,GO (feat. Juice WRLD),The Kid LAROI,398526,https://open.spotify.com/track/2rPHUAeUPbNgTmK18FPTiZ,9/11/2020,9/18/2020,United Kingdom
127,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,398427,https://open.spotify.com/track/2tUBqZG2AbRi7Q0BIrVrEj,9/11/2020,9/18/2020,United Kingdom
128,Obey (with YUNGBLUD),Bring Me The Horizon,398310,https://open.spotify.com/track/7fQox8Ere1HDm0jhSnsFHu,9/11/2020,9/18/2020,United Kingdom
129,You Got It,Vedo,398003,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8,9/11/2020,9/18/2020,United Kingdom
130,Someone To You,BANNERS,397877,https://open.spotify.com/track/2f0pn9DkEJwAzXApnFh5cr,9/11/2020,9/18/2020,United Kingdom
131,exile (feat. Bon Iver),Taylor Swift,395066,https://open.spotify.com/track/4pvb0WLRcMtbPGmtejJJ6y,9/11/2020,9/18/2020,United Kingdom
132,Go Your Own Way - 2004 Remaster,Fleetwood Mac,394758,https://open.spotify.com/track/07GvNcU1WdyZJq3XxP0kZa,9/11/2020,9/18/2020,United Kingdom
133,Both,Headie One,394483,https://open.spotify.com/track/0SxjNrhMwarsbcgEy0pavJ,9/11/2020,9/18/2020,United Kingdom
134,Sorry,Joel Corry,393324,https://open.spotify.com/track/6y1UtRcHQU07aUs3oxZ8Yn,9/11/2020,9/18/2020,United Kingdom
135,F.N,Lil Tjay,391540,https://open.spotify.com/track/0RLLvYBopDwooCyvnTwgYu,9/11/2020,9/18/2020,United Kingdom
136,Dreams - 2004 Remaster,Fleetwood Mac,390728,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz,9/11/2020,9/18/2020,United Kingdom
137,Beautiful People (feat. Khalid),Ed Sheeran,390173,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,9/11/2020,9/18/2020,United Kingdom
138,Jocelyn Flores,XXXTENTACION,388690,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,9/11/2020,9/18/2020,United Kingdom
139,I Don't Care (with Justin Bieber),Ed Sheeran,388294,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,9/11/2020,9/18/2020,United Kingdom
140,Stunnin' (feat. Harm Franklin),Curtis Waters,387730,https://open.spotify.com/track/2D0dj3hVkRQJCp63cxCPEx,9/11/2020,9/18/2020,United Kingdom
141,The Chain - 2004 Remaster,Fleetwood Mac,387417,https://open.spotify.com/track/5e9TFTbltYBg2xThimr0rU,9/11/2020,9/18/2020,United Kingdom
142,Say You Won't Let Go,James Arthur,386789,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,9/11/2020,9/18/2020,United Kingdom
143,ROXANNE,Arizona Zervas,386645,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,9/11/2020,9/18/2020,United Kingdom
144,Shotgun,George Ezra,384964,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC,9/11/2020,9/18/2020,United Kingdom
