,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,,
Position,Track Name,Artist,Streams,URL,Week Beginning,Week Ending,Country
150,A Traves del Vaso - Bachata Version,Grupo Extra,23775,https://open.spotify.com/track/3VodZKgEgufsPL8MZ0c0tD,12/27/2019,1/3/2020,Costa Rica
151,Enamórate De Alguien Más,Morat,23766,https://open.spotify.com/track/1fXKStjVOTmBEwjAnFSNkc,12/27/2019,1/3/2020,Costa Rica
152,No Se Me Quita (feat. Ricky Martin),Maluma,23759,https://open.spotify.com/track/1GBLO0NFODuL31A5fgw0uR,12/27/2019,1/3/2020,Costa Rica
153,Sweet Child O' Mine,Guns N' Roses,23686,https://open.spotify.com/track/7o2CTH4ctstm8TNelqjb51,12/27/2019,1/3/2020,Costa Rica
154,Velitas,Darell,23590,https://open.spotify.com/track/7q3NthaBqFI6s0WnAlnIvq,12/27/2019,1/3/2020,Costa Rica
155,Cristina (feat. Shelow Shaq),Maffio,23570,https://open.spotify.com/track/2egI1hFZDAYrkCgtepoore,12/27/2019,1/3/2020,Costa Rica
156,Lucid Dreams,Juice WRLD,23449,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,12/27/2019,1/3/2020,Costa Rica
157,Me Dediqué a Perderte,Alejandro Fernández,23249,https://open.spotify.com/track/4NUt1fcnO9aQAELBgXq3Kr,12/27/2019,1/3/2020,Costa Rica
158,Robarte un Beso,Carlos Vives,23240,https://open.spotify.com/track/0JcNysfWVWaMS7R6vzGB2k,12/27/2019,1/3/2020,Costa Rica
159,Another One Bites The Dust - Remastered 2011,Queen,23187,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7,12/27/2019,1/3/2020,Costa Rica
160,La Otra,GIMARIO,23088,https://open.spotify.com/track/6Cmr35CZ94324QfDCy6cUN,12/27/2019,1/3/2020,Costa Rica
161,Tanto,Jesse & Joy,23084,https://open.spotify.com/track/3bCuNSiaBHqxdevMYEnGpe,12/27/2019,1/3/2020,Costa Rica
162,Una Vida Para Recordar,Piso 21,22859,https://open.spotify.com/track/7pxL0DzPpCjjcdfQccvnus,12/27/2019,1/3/2020,Costa Rica
163,Fantasias - Unplugged,Rauw Alejandro,22776,https://open.spotify.com/track/6qqd7DGn2VXzxsR4k3Ycun,12/27/2019,1/3/2020,Costa Rica
164,No Idea,Don Toliver,22690,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu,12/27/2019,1/3/2020,Costa Rica
165,Yo No Se Manana - Salsa Version,Luis Enrique,22604,https://open.spotify.com/track/5jJTqI5yteOyLWoDTjiHCO,12/27/2019,1/3/2020,Costa Rica
166,Caraluna,Bacilos,22517,https://open.spotify.com/track/7DhYjNLksXZhbRQeheAums,12/27/2019,1/3/2020,Costa Rica
167,WHAT TO DO? (feat. Don Toliver),JACKBOYS,22462,https://open.spotify.com/track/4AO1XhrgJczQ9bNVxdfKQe,12/27/2019,1/3/2020,Costa Rica
168,Otra vez (feat. J Balvin),Zion & Lennox,22326,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,12/27/2019,1/3/2020,Costa Rica
169,Vivir Mi Vida,Marc Anthony,22288,https://open.spotify.com/track/3QHMxEOAGD51PDlbFPHLyJ,12/27/2019,1/3/2020,Costa Rica
170,Contra La Pared,Sean Paul,22247,https://open.spotify.com/track/37eGbhE1xVFSvcKkqGb6i1,12/27/2019,1/3/2020,Costa Rica
171,Someone You Loved,Lewis Capaldi,22235,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,12/27/2019,1/3/2020,Costa Rica
172,Gan-Ga,Bryant Myers,22224,https://open.spotify.com/track/2J3jxgfp6GWoBsMPIa20oC,12/27/2019,1/3/2020,Costa Rica
173,Every Breath You Take,The Police,22201,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1,12/27/2019,1/3/2020,Costa Rica
174,Lamento Boliviano,Los Enanitos Verdes,22109,https://open.spotify.com/track/6Pur3hWy6Nzc27ilmsp5HA,12/27/2019,1/3/2020,Costa Rica
175,Hasta Que Salga el Sol,Ozuna,21996,https://open.spotify.com/track/0dDboLfmRNsTBscy4j3Rnl,12/27/2019,1/3/2020,Costa Rica
176,Si Supieras,Daddy Yankee,21973,https://open.spotify.com/track/7MRU4vOkywuhZ9kbFiPuiu,12/27/2019,1/3/2020,Costa Rica
177,Parecen Viernes,Marc Anthony,21804,https://open.spotify.com/track/0dqfl4l45vqw2TnNrnbsy0,12/27/2019,1/3/2020,Costa Rica
