,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,,
Position,Track Name,Artist,Streams,URL,Week Beginning,Week Ending,Country
117,Fenomenalen,Galena,4988,https://open.spotify.com/track/69zyifKelGUoEBEKfCX5ri,4/3/2020,4/10/2020,Bulgaria
118,Future Nostalgia,Dua Lipa,4985,https://open.spotify.com/track/6zrJLhslleCHby0wbUnvVy,4/3/2020,4/10/2020,Bulgaria
119,That Way - Bonus Track,Lil Uzi Vert,4979,https://open.spotify.com/track/2ajzBr7vwHTEBeqDzcsNRC,4/3/2020,4/10/2020,Bulgaria
120,Излъжи ме,Lidia,4969,https://open.spotify.com/track/197aNKfFNy02if3CpWStRI,4/3/2020,4/10/2020,Bulgaria
121,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,4952,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,4/3/2020,4/10/2020,Bulgaria
122,bury a friend,Billie Eilish,4941,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF,4/3/2020,4/10/2020,Bulgaria
123,Майко Майко,Boro Purvi,4921,https://open.spotify.com/track/11VyWPLK8nQqZEpsg2rkww,4/3/2020,4/10/2020,Bulgaria
124,Myron,Lil Uzi Vert,4912,https://open.spotify.com/track/56uXDJRCuoS7abX3SkzHKQ,4/3/2020,4/10/2020,Bulgaria
125,'Till I Collapse,Eminem,4909,https://open.spotify.com/track/4xkOaSrkexMciUUogZKVTS,4/3/2020,4/10/2020,Bulgaria
126,Good In Goodbye,Madison Beer,4891,https://open.spotify.com/track/1GVF9369j7InydwGztCDIZ,4/3/2020,4/10/2020,Bulgaria
127,all the good girls go to hell,Billie Eilish,4868,https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx,4/3/2020,4/10/2020,Bulgaria
128,Life,Zivert,4867,https://open.spotify.com/track/2cAk8wPh4wPSCfOIfCWVTq,4/3/2020,4/10/2020,Bulgaria
129,Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),Lil Yachty,4835,https://open.spotify.com/track/7wsmIIm0xWmtP7TmACXkJn,4/3/2020,4/10/2020,Bulgaria
130,Sucker,Jonas Brothers,4829,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD,4/3/2020,4/10/2020,Bulgaria
131,Suicidal (Remix) [feat. Juice WRLD],YNW Melly,4809,https://open.spotify.com/track/4S2uhQE8L9V6p7rj7SiauJ,4/3/2020,4/10/2020,Bulgaria
132,Pretty Please,Dua Lipa,4806,https://open.spotify.com/track/6DXZiYUbrYgrVIhfX3U9Z2,4/3/2020,4/10/2020,Bulgaria
133,Escape From LA,The Weeknd,4787,https://open.spotify.com/track/1sOW4PuG5X3Ie3EXUhAopJ,4/3/2020,4/10/2020,Bulgaria
134,The London (feat. J. Cole & Travis Scott),Young Thug,4763,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n,4/3/2020,4/10/2020,Bulgaria
135,Hope,XXXTENTACION,4730,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah,4/3/2020,4/10/2020,Bulgaria
136,Koy,Aria,4727,https://open.spotify.com/track/0gkH2x7PQIPz4majlHkAqr,4/3/2020,4/10/2020,Bulgaria
137,Tragvay si,Emilia,4726,https://open.spotify.com/track/1HFM7MynZQTota9GSdPZt5,4/3/2020,4/10/2020,Bulgaria
138,HUMBLE.,Kendrick Lamar,4713,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,4/3/2020,4/10/2020,Bulgaria
139,I Love Me,Demi Lovato,4711,https://open.spotify.com/track/2IHLaN6wwYKQ3S24NsQqpA,4/3/2020,4/10/2020,Bulgaria
140,Ne te zabravyam,Preslava,4685,https://open.spotify.com/track/6o9F8qsYr6SfBNv1U9NO6b,4/3/2020,4/10/2020,Bulgaria
141,Beverly Hills,Zivert,4682,https://open.spotify.com/track/0EwolAxaweC2ptBlzDHYo5,4/3/2020,4/10/2020,Bulgaria
142,Know Your Worth,Khalid,4660,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf,4/3/2020,4/10/2020,Bulgaria
143,Cash,Marso,4643,https://open.spotify.com/track/7EU21VnXf0qNgDgPUJBgBM,4/3/2020,4/10/2020,Bulgaria
144,Broke In A Minute,Tory Lanez,4641,https://open.spotify.com/track/2ZrAjMSmlbDIil0JaVgTHh,4/3/2020,4/10/2020,Bulgaria
145,Mask Off,Future,4638,https://open.spotify.com/track/0VgkVdmE4gld66l8iyGjgx,4/3/2020,4/10/2020,Bulgaria
146,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,4622,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z,4/3/2020,4/10/2020,Bulgaria
147,Starboy,The Weeknd,4615,https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB,4/3/2020,4/10/2020,Bulgaria
148,Wow.,Post Malone,4612,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg,4/3/2020,4/10/2020,Bulgaria
149,Taste (feat. Offset),Tyga,4600,https://open.spotify.com/track/2toVe5hfuIi97ytDPDbQFt,4/3/2020,4/10/2020,Bulgaria
150,Watermelon Sugar,Harry Styles,4589,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,4/3/2020,4/10/2020,Bulgaria
151,Before You Go,Lewis Capaldi,4584,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,4/3/2020,4/10/2020,Bulgaria
152,you should see me in a crown,Billie Eilish,4581,https://open.spotify.com/track/3XF5xLJHOQQRbWya6hBp7d,4/3/2020,4/10/2020,Bulgaria
153,Sen Trope,Azis,4565,https://open.spotify.com/track/6AX84xLVUskEpzWpQAJbQt,4/3/2020,4/10/2020,Bulgaria
154,Cool,Dua Lipa,4518,https://open.spotify.com/track/2nMOodYNHBAQ3Kc1QNimZU,4/3/2020,4/10/2020,Bulgaria
155,Scared To Live,The Weeknd,4482,https://open.spotify.com/track/4BGZF4oLbTL0pWm7C18pbv,4/3/2020,4/10/2020,Bulgaria
156,VALENTINO,24kGoldn,4472,https://open.spotify.com/track/6piAUJJQFD8oHDUr0b7l7q,4/3/2020,4/10/2020,Bulgaria
157,Eastside (with Halsey & Khalid),benny blanco,4459,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,4/3/2020,4/10/2020,Bulgaria
158,SOSA MAJE,V:RGO,4450,https://open.spotify.com/track/2aXA19q9hOLYZAcU2wCWP8,4/3/2020,4/10/2020,Bulgaria
159,GOODMORNINGTOKYO!,TOKYO’S REVENGE,4440,https://open.spotify.com/track/0Q2n5yzl2XRqYbV77tZNYp,4/3/2020,4/10/2020,Bulgaria
160,Nothing Compares - Bonus Track,The Weeknd,4416,https://open.spotify.com/track/5ciyqWW5YuGqF4Avu7uwry,4/3/2020,4/10/2020,Bulgaria
161,ocean eyes,Billie Eilish,4403,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU,4/3/2020,4/10/2020,Bulgaria
162,Shampion,Anelia,4399,https://open.spotify.com/track/2SSAm64DnzKKlfrGUEpULX,4/3/2020,4/10/2020,Bulgaria
163,Къде си,Diona,4392,https://open.spotify.com/track/37Jw3XewrNezUMlxvX4qeJ,4/3/2020,4/10/2020,Bulgaria
164,God's Plan,Drake,4381,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,4/3/2020,4/10/2020,Bulgaria
165,Kings & Queens,Ava Max,4376,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn,4/3/2020,4/10/2020,Bulgaria
166,Camelot,NLE Choppa,4375,https://open.spotify.com/track/4sWuPniHClkInYAnzXAYUF,4/3/2020,4/10/2020,Bulgaria
167,Youngblood,5 Seconds of Summer,4346,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,4/3/2020,4/10/2020,Bulgaria
168,Lose You To Love Me,Selena Gomez,4335,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi,4/3/2020,4/10/2020,Bulgaria
169,XO Tour Llif3,Lil Uzi Vert,4330,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,4/3/2020,4/10/2020,Bulgaria
170,"break up with your girlfriend, i'm bored",Ariana Grande,4330,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS,4/3/2020,4/10/2020,Bulgaria
171,Nay-boli me,Tedi Aleksandrova,4314,https://open.spotify.com/track/4VGwMJJ9Al4ENmRN9vsGc8,4/3/2020,4/10/2020,Bulgaria
172,Iztreznyavash li,Preslava,4303,https://open.spotify.com/track/37A9mjY0rTDi5qw9zh9gL5,4/3/2020,4/10/2020,Bulgaria
173,ily (i love you baby) (feat. Emilee),Surf Mesa,4298,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS,4/3/2020,4/10/2020,Bulgaria
174,ON,BTS,4281,https://open.spotify.com/track/2QyuXBcV1LJ2rq01KhreMF,4/3/2020,4/10/2020,Bulgaria
175,If I Can't Have You,Shawn Mendes,4276,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh,4/3/2020,4/10/2020,Bulgaria
176,Take Yourself Home,Troye Sivan,4274,https://open.spotify.com/track/6YndZBGmLySgsVScckWkmO,4/3/2020,4/10/2020,Bulgaria
177,Gorilla,2bona,4273,https://open.spotify.com/track/0ZqakYho8fupx0NyVcWg1M,4/3/2020,4/10/2020,Bulgaria
178,Pure Water (with Migos),Mustard,4264,https://open.spotify.com/track/3j84U36KvLeXNDPv4t5pI8,4/3/2020,4/10/2020,Bulgaria
179,Snowchild,The Weeknd,4257,https://open.spotify.com/track/3WlbeuhfRSqU7ylK2Ui5U7,4/3/2020,4/10/2020,Bulgaria
180,Don't Call Me Up,Mabel,4253,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,4/3/2020,4/10/2020,Bulgaria
181,Спомен от рана,SkandaU,4237,https://open.spotify.com/track/4agaQ9tsbtETI2fCKmmdHK,4/3/2020,4/10/2020,Bulgaria
182,Old Me,5 Seconds of Summer,4232,https://open.spotify.com/track/4POHzEwNTCYaIvqCUp3NnO,4/3/2020,4/10/2020,Bulgaria
183,boyfriend (with Social House),Ariana Grande,4232,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t,4/3/2020,4/10/2020,Bulgaria
184,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,4198,https://open.spotify.com/track/7h0d2h0fUmzbs7zeFigJPn,4/3/2020,4/10/2020,Bulgaria
185,Sled 1000 zheni,Desi Slava,4188,https://open.spotify.com/track/5toNqUDZ7cQupMdUK6pM8a,4/3/2020,4/10/2020,Bulgaria
186,BUTTERFLY EFFECT,Travis Scott,4182,https://open.spotify.com/track/6xcJyGpfZbuuiequtnlKt4,4/3/2020,4/10/2020,Bulgaria
187,If the World Was Ending - feat. Julia Michaels,JP Saxe,4181,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,4/3/2020,4/10/2020,Bulgaria
188,Call Out My Name,The Weeknd,4172,https://open.spotify.com/track/09mEdoA6zrmBPgTEN5qXmN,4/3/2020,4/10/2020,Bulgaria
189,Salt,Ava Max,4161,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV,4/3/2020,4/10/2020,Bulgaria
190,Rare,Selena Gomez,4151,https://open.spotify.com/track/7HMmFQsKsljwTw8bS7lu19,4/3/2020,4/10/2020,Bulgaria
191,Good In Bed,Dua Lipa,4149,https://open.spotify.com/track/6uAFJ75WDAoAPyCWJAtvks,4/3/2020,4/10/2020,Bulgaria
192,Rescue Me,OneRepublic,4140,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM,4/3/2020,4/10/2020,Bulgaria
193,Happier,Marshmello,4134,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,4/3/2020,4/10/2020,Bulgaria
194,Dusho moya,Emrah,4126,https://open.spotify.com/track/3otHC1sWkNLtiU6QFx2cJY,4/3/2020,4/10/2020,Bulgaria
195,Детство,Rauf & Faik,4122,https://open.spotify.com/track/381kyofsIJKajRfX9iKLs8,4/3/2020,4/10/2020,Bulgaria
196,"thank u, next",Ariana Grande,4118,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,4/3/2020,4/10/2020,Bulgaria
197,Fuck Love (feat. Trippie Redd),XXXTENTACION,4115,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,4/3/2020,4/10/2020,Bulgaria
198,Oh my god,(G)I-DLE,4114,https://open.spotify.com/track/2DmRXiyn03tOqKgEJXlaiJ,4/3/2020,4/10/2020,Bulgaria
199,wish you were gay,Billie Eilish,4081,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD,4/3/2020,4/10/2020,Bulgaria
200,Poppin (feat. Lil Pump & Smokepurpp),KSI,4076,https://open.spotify.com/track/7x6t40pKRU1h9fFx7124wf,4/3/2020,4/10/2020,Bulgaria
1,Toosie Slide,Drake,40054,https://open.spotify.com/track/127QTOFJsJQp5LbJbu3A1y,4/10/2020,4/17/2020,Bulgaria
2,Blinding Lights,The Weeknd,32428,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,4/10/2020,4/17/2020,Bulgaria
3,Roses - Imanbek Remix,SAINt JHN,30108,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,4/10/2020,4/17/2020,Bulgaria
4,The Box,Roddy Ricch,28421,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,4/10/2020,4/17/2020,Bulgaria
5,Blueberry Faygo,Lil Mosey,24085,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,4/10/2020,4/17/2020,Bulgaria
6,Don't Start Now,Dua Lipa,22104,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,4/10/2020,4/17/2020,Bulgaria
7,Boyfriend,Selena Gomez,20042,https://open.spotify.com/track/4QnC1bIaMSfDQvF4XDhV5M,4/10/2020,4/17/2020,Bulgaria
8,Savage,Megan Thee Stallion,18765,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si,4/10/2020,4/17/2020,Bulgaria
9,Break My Heart,Dua Lipa,18081,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT,4/10/2020,4/17/2020,Bulgaria
10,Godzilla (feat. Juice WRLD),Eminem,17347,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ,4/10/2020,4/17/2020,Bulgaria
11,Life Is Good (feat. Drake),Future,17089,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc,4/10/2020,4/17/2020,Bulgaria
12,Falling,Trevor Daniel,16638,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,4/10/2020,4/17/2020,Bulgaria
13,Physical,Dua Lipa,16449,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW,4/10/2020,4/17/2020,Bulgaria
14,Say So,Doja Cat,16343,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,4/10/2020,4/17/2020,Bulgaria
15,Boss Bitch,Doja Cat,15769,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k,4/10/2020,4/17/2020,Bulgaria
16,In Your Eyes,The Weeknd,15081,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl,4/10/2020,4/17/2020,Bulgaria
17,Dance Monkey,Tones And I,14459,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,4/10/2020,4/17/2020,Bulgaria
18,ROXANNE,Arizona Zervas,14150,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,4/10/2020,4/17/2020,Bulgaria
19,death bed (coffee for your head),Powfu,13999,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,4/10/2020,4/17/2020,Bulgaria
20,WHATS POPPIN,Jack Harlow,13855,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM,4/10/2020,4/17/2020,Bulgaria
21,After Hours,The Weeknd,13108,https://open.spotify.com/track/2p8IUWQDrpjuFltbdgLOag,4/10/2020,4/17/2020,Bulgaria
22,bad guy,Billie Eilish,12355,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,4/10/2020,4/17/2020,Bulgaria
23,HIGHEST IN THE ROOM,Travis Scott,11678,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,4/10/2020,4/17/2020,Bulgaria
24,Supalonely,BENEE,11309,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw,4/10/2020,4/17/2020,Bulgaria
25,everything i wanted,Billie Eilish,11009,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,4/10/2020,4/17/2020,Bulgaria
26,I tova shte otmine,DENIS TEOFIKOV,10917,https://open.spotify.com/track/4WGIDIyeKHeu9kAky2rVzN,4/10/2020,4/17/2020,Bulgaria
27,Turks (feat. Travis Scott),NAV,10876,https://open.spotify.com/track/0lSZh5W0wDeurkGzLYY6hf,4/10/2020,4/17/2020,Bulgaria
28,Heartless,The Weeknd,10702,https://open.spotify.com/track/6bnF93Rx87YqUBLSgjiMU8,4/10/2020,4/17/2020,Bulgaria
29,Intentions (feat. Quavo),Justin Bieber,10570,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,4/10/2020,4/17/2020,Bulgaria
30,Breaking Me,Topic,10435,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po,4/10/2020,4/17/2020,Bulgaria
31,lovely (with Khalid),Billie Eilish,10378,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,4/10/2020,4/17/2020,Bulgaria
32,Skechers,DripReport,10285,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu,4/10/2020,4/17/2020,Bulgaria
33,Adore You,Harry Styles,10265,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,4/10/2020,4/17/2020,Bulgaria
34,OUT WEST (feat. Young Thug),JACKBOYS,10198,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw,4/10/2020,4/17/2020,Bulgaria
35,Samo Za Men,EMIL TRF,10016,https://open.spotify.com/track/6sD2Ar3Wmt2Tbxmpw43Qsh,4/10/2020,4/17/2020,Bulgaria
36,Sunday Best,Surfaces,9882,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo,4/10/2020,4/17/2020,Bulgaria
37,Señorita,Shawn Mendes,9629,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,4/10/2020,4/17/2020,Bulgaria
38,Level of Concern,Twenty One Pilots,9054,https://open.spotify.com/track/6xZ4Q2k2ompmDppyeESIY8,4/10/2020,4/17/2020,Bulgaria
39,Circles,Post Malone,8997,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,4/10/2020,4/17/2020,Bulgaria
40,Lalala,Y2K,8891,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo,4/10/2020,4/17/2020,Bulgaria
41,Lose Control,MEDUZA,8834,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK,4/10/2020,4/17/2020,Bulgaria
42,BELIEVE IT,PARTYNEXTDOOR,8601,https://open.spotify.com/track/4HDCLYli2SUdkq9OjmvhSD,4/10/2020,4/17/2020,Bulgaria
43,Lucid Dreams,Juice WRLD,8581,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,4/10/2020,4/17/2020,Bulgaria
44,My Oh My (feat. DaBaby),Camila Cabello,8547,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K,4/10/2020,4/17/2020,Bulgaria
45,Walk Em Down (feat. Roddy Ricch),NLE Choppa,8529,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg,4/10/2020,4/17/2020,Bulgaria
46,Циганска Сватба,ToTo H,8280,https://open.spotify.com/track/7i1wkIztGf9uSgJJOH0I7R,4/10/2020,4/17/2020,Bulgaria
47,CITY OF ANGELS,24kGoldn,8177,https://open.spotify.com/track/6ap9lSRJ0iLriGLqoJ44cq,4/10/2020,4/17/2020,Bulgaria
48,SAD!,XXXTENTACION,8020,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,4/10/2020,4/17/2020,Bulgaria
49,Someone You Loved,Lewis Capaldi,7957,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,4/10/2020,4/17/2020,Bulgaria
50,Money In The Grave (Drake ft. Rick Ross),Drake,7921,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb,4/10/2020,4/17/2020,Bulgaria
51,FIND MY WAY,DaBaby,7840,https://open.spotify.com/track/1lGHa2pwYzxQHFBUynhLtO,4/10/2020,4/17/2020,Bulgaria
52,Piyan,Preslava,7753,https://open.spotify.com/track/1iIIsJlKQW7E4eLw7x5XOI,4/10/2020,4/17/2020,Bulgaria
53,SICKO MODE,Travis Scott,7651,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,4/10/2020,4/17/2020,Bulgaria
54,7 rings,Ariana Grande,7441,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,4/10/2020,4/17/2020,Bulgaria
55,No Time To Die,Billie Eilish,7403,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR,4/10/2020,4/17/2020,Bulgaria
56,Paranoya,Vanya,7290,https://open.spotify.com/track/4ix0ntu244dcdAoSml7trs,4/10/2020,4/17/2020,Bulgaria
57,Lamborghini,Galena,7154,https://open.spotify.com/track/5v1ngTQTFEjKEirsiaKsvQ,4/10/2020,4/17/2020,Bulgaria
58,Souvenir,Selena Gomez,7143,https://open.spotify.com/track/3ZCBSFcZSRM9Z48ew28Zrf,4/10/2020,4/17/2020,Bulgaria
59,Бели Нощи (feat. D3MO),Billy Hlapeto,7129,https://open.spotify.com/track/0WAJMHi3i8cGl7nj5jaIc0,4/10/2020,4/17/2020,Bulgaria
60,Still Be Friends (feat. Tory Lanez & Tyga),G-Eazy,7096,https://open.spotify.com/track/0JjM9bKm4wrwohMslcm892,4/10/2020,4/17/2020,Bulgaria
61,hot girl bummer,blackbear,7061,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku,4/10/2020,4/17/2020,Bulgaria
62,Ransom,Lil Tecca,7054,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO,4/10/2020,4/17/2020,Bulgaria
63,Poludyavash,Malkata,7031,https://open.spotify.com/track/0iIAmOd9IVJK5KZ7hx8eS5,4/10/2020,4/17/2020,Bulgaria
64,P2,Lil Uzi Vert,7028,https://open.spotify.com/track/3kW4z2pIj5VY5fLjBrMRL5,4/10/2020,4/17/2020,Bulgaria
65,Ride It,Regard,6980,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ,4/10/2020,4/17/2020,Bulgaria
66,rockstar (feat. 21 Savage),Post Malone,6849,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,4/10/2020,4/17/2020,Bulgaria
67,goosebumps,Travis Scott,6826,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,4/10/2020,4/17/2020,Bulgaria
68,Tvoeto Ferrari,Yanitsa,6806,https://open.spotify.com/track/5L34SZ4lmoPZiEPQtP1TTf,4/10/2020,4/17/2020,Bulgaria
69,Panika,Galena,6673,https://open.spotify.com/track/5wcPNdRpptulbKgLljGjMh,4/10/2020,4/17/2020,Bulgaria
70,BOP,DaBaby,6629,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,4/10/2020,4/17/2020,Bulgaria
71,ily (i love you baby) (feat. Emilee),Surf Mesa,6536,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS,4/10/2020,4/17/2020,Bulgaria
72,Jocelyn Flores,XXXTENTACION,6521,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,4/10/2020,4/17/2020,Bulgaria
73,Chuzhda,Djulia,6515,https://open.spotify.com/track/7GJAzi1NtWsDODVm8lz9Hp,4/10/2020,4/17/2020,Bulgaria
74,Moonlight,XXXTENTACION,6245,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,4/10/2020,4/17/2020,Bulgaria
75,Without Me,Halsey,6187,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ,4/10/2020,4/17/2020,Bulgaria
76,Dior,Pop Smoke,6186,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep,4/10/2020,4/17/2020,Bulgaria
77,Yummy,Justin Bieber,6109,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR,4/10/2020,4/17/2020,Bulgaria
78,Bandit (with YoungBoy Never Broke Again),Juice WRLD,6072,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd,4/10/2020,4/17/2020,Bulgaria
79,Old Town Road - Remix,Lil Nas X,6022,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG,4/10/2020,4/17/2020,Bulgaria
80,Taka ni se pada,Preslava,5999,https://open.spotify.com/track/4QVBJZKMRLl2XsSDGbsf7D,4/10/2020,4/17/2020,Bulgaria
81,Memories,Maroon 5,5999,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,4/10/2020,4/17/2020,Bulgaria
82,Djeale,Emilia,5969,https://open.spotify.com/track/2V5LZRtEyOIs3C1DC1s1oE,4/10/2020,4/17/2020,Bulgaria
83,when the party's over,Billie Eilish,5938,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,4/10/2020,4/17/2020,Bulgaria
84,Look At Me!,XXXTENTACION,5936,https://open.spotify.com/track/7floNISpH8VF4z4459Qo18,4/10/2020,4/17/2020,Bulgaria
85,Nonstop,Drake,5914,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct,4/10/2020,4/17/2020,Bulgaria
86,No Idea,Don Toliver,5830,https://open.spotify.com/track/7AzlLxHn24DxjgQX73F9fU,4/10/2020,4/17/2020,Bulgaria
87,Vartelezhkata,Yanitsa,5825,https://open.spotify.com/track/4HMiW3eARgvjdCqmhuMJ1V,4/10/2020,4/17/2020,Bulgaria
88,High Fashion (feat. Mustard),Roddy Ricch,5825,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm,4/10/2020,4/17/2020,Bulgaria
89,Майната ти Св. Валентин,Konstantin,5811,https://open.spotify.com/track/6YMYxgAgA1dtpTPE0zLLxU,4/10/2020,4/17/2020,Bulgaria
90,Save Your Tears,The Weeknd,5791,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g,4/10/2020,4/17/2020,Bulgaria
91,Dobre li si,Galena,5746,https://open.spotify.com/track/3RaNeu1vy6xooSAYm6h1UQ,4/10/2020,4/17/2020,Bulgaria
92,You should be sad,Halsey,5739,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK,4/10/2020,4/17/2020,Bulgaria
93,Bolka moya,Tsvetelina Yaneva,5732,https://open.spotify.com/track/6dLlspYfiur5j8R3u1Sua6,4/10/2020,4/17/2020,Bulgaria
94,Faith,The Weeknd,5698,https://open.spotify.com/track/3orEOtd8CPL8GFlpRpKuoE,4/10/2020,4/17/2020,Bulgaria
95,Believer,Imagine Dragons,5675,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,4/10/2020,4/17/2020,Bulgaria
96,Ayy Macarena,Tyga,5664,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX,4/10/2020,4/17/2020,Bulgaria
97,I Don't Care (with Justin Bieber),Ed Sheeran,5555,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,4/10/2020,4/17/2020,Bulgaria
98,Hate Me (with Juice WRLD),Ellie Goulding,5537,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE,4/10/2020,4/17/2020,Bulgaria
99,Selfish,Madison Beer,5503,https://open.spotify.com/track/4PV0uE5pZSh44E3NqNNDEH,4/10/2020,4/17/2020,Bulgaria
