,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,,
Position,Track Name,Artist,Streams,URL,Week Beginning,Week Ending,Country
134,7 rings,Ariana Grande,158251,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,12/27/2019,1/3/2020,Sweden
135,I Do,Arvingarna,158247,https://open.spotify.com/track/0pGX4KgirIW7JAHh93rzPU,12/27/2019,1/3/2020,Sweden
136,Too Late For Love,John Lundvik,157769,https://open.spotify.com/track/6kIdjk3D8XxA2UafE0THGK,12/27/2019,1/3/2020,Sweden
137,Blah Blah Blah,Armin van Buuren,157599,https://open.spotify.com/track/65lC7Ey8QaVLvItAMF6Ap8,12/27/2019,1/3/2020,Sweden
138,How Did I Find You (feat. Miriam Bryant) - Acoustic,NEIKED,157418,https://open.spotify.com/track/3JSoS26Tr86KG9xV8PHExJ,12/27/2019,1/3/2020,Sweden
139,Wow.,Post Malone,156649,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg,12/27/2019,1/3/2020,Sweden
140,Slå mig hårt i ansiktet,Thomas Stenström,156470,https://open.spotify.com/track/2Lv9FudgITbthtKK1B5wxY,12/27/2019,1/3/2020,Sweden
141,How Do You Sleep?,Sam Smith,155685,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,12/27/2019,1/3/2020,Sweden
142,Kung för en dag,Petter,155392,https://open.spotify.com/track/2b2S8P5rezVZNPYxFWwJhi,12/27/2019,1/3/2020,Sweden
143,Shape of You,Ed Sheeran,154335,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,12/27/2019,1/3/2020,Sweden
144,KLICK,Z.E,153693,https://open.spotify.com/track/0USd9iNkH6hC3sGW6ZUB3s,12/27/2019,1/3/2020,Sweden
145,Vindar på Mars,Hov1,153425,https://open.spotify.com/track/1ZdxC3zKhv7A8W0QOhcaAy,12/27/2019,1/3/2020,Sweden
146,Winner,Laleh,153415,https://open.spotify.com/track/4sJv3bJcuYimBiRJMGOWPp,12/27/2019,1/3/2020,Sweden
147,Kaffe och en cigarett,Miss Li,153376,https://open.spotify.com/track/2Rpy3YXrbT8bBwekhXg6C6,12/27/2019,1/3/2020,Sweden
148,Oslagbara,Magnus Uggla,152922,https://open.spotify.com/track/3Th3nPFAnuBkHk1ghJOmx1,12/27/2019,1/3/2020,Sweden
149,Buntar,C.Gambino,152877,https://open.spotify.com/track/6pZ0SYyEucIL1Owps4ZtCW,12/27/2019,1/3/2020,Sweden
150,Blommor där du står,GAMMAL,151330,https://open.spotify.com/track/23MBpKcMc36cy26jjehN5A,12/27/2019,1/3/2020,Sweden
151,Foreign,Unga Scener,150962,https://open.spotify.com/track/2B3WqjX1Z5jOS2a1dxanVM,12/27/2019,1/3/2020,Sweden
152,SANTA LUCIA,Dree Low,149285,https://open.spotify.com/track/12cqy08ToKVuqNfYtdSMty,12/27/2019,1/3/2020,Sweden
153,Ransom,Lil Tecca,148105,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO,12/27/2019,1/3/2020,Sweden
154,Tappat,Victor Leksell,147869,https://open.spotify.com/track/2jPCvYRyIXQf2if8CTyabC,12/27/2019,1/3/2020,Sweden
155,Vi två,estraden,146538,https://open.spotify.com/track/2ijMtHHR50h8M951kZvYkR,12/27/2019,1/3/2020,Sweden
156,Fades Away - Tribute Concert Version,Avicii,145921,https://open.spotify.com/track/2Aomjzc0qNjk4uc3JYGxgc,12/27/2019,1/3/2020,Sweden
157,FRAM,Frej Larsson,145920,https://open.spotify.com/track/7dagzRIC16qXsu7yYOk44U,12/27/2019,1/3/2020,Sweden
158,ocean eyes,Billie Eilish,145798,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU,12/27/2019,1/3/2020,Sweden
159,Goliat,Laleh,145519,https://open.spotify.com/track/7qA8S7mbV9uPy9rFprdN3C,12/27/2019,1/3/2020,Sweden
160,Hold On (feat. Michel Zitron),Martin Garrix,145124,https://open.spotify.com/track/22zxLxXlXrBIm7XaazHNrg,12/27/2019,1/3/2020,Sweden
161,Fusk,Einár,144635,https://open.spotify.com/track/5gA0VPRSWB8QiDJmM5VDZd,12/27/2019,1/3/2020,Sweden
162,Tror jag hittar hem,Lars Winnerbäck,144508,https://open.spotify.com/track/3Hj37eJtDqE7PJwwW0opcK,12/27/2019,1/3/2020,Sweden
163,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,143431,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk,12/27/2019,1/3/2020,Sweden
