,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
70,"Loco Contigo (feat. J. Balvin & Tyga)","DJ Snake",368383,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx
71,"Años Luz","Nicki Nicole",366805,https://open.spotify.com/track/0BNtpLD6zsXJGroRtcixOE
72,"Un Año","Sebastian Yatra",365467,https://open.spotify.com/track/2vrpcQNg6itmgVZWsNjWe0
73,"Baila Conmigo (feat. Kelly Ruiz)",Dayvi,365064,https://open.spotify.com/track/4Clmg1g8n2yBYG13Z1oSdG
74,Disfruto,"Ke Personajes",364825,https://open.spotify.com/track/1v4ggzkdNysd77L7oJ6GmU
75,"Trueno: Bzrp Music Sessions, Vol. 16",Bizarrap,364158,https://open.spotify.com/track/7ouulWlZPefmEIGYWNyiPH
76,"Hasta Que Salga el Sol",Ozuna,364103,https://open.spotify.com/track/0dDboLfmRNsTBscy4j3Rnl
77,"La Playax","Fer Palacio",362684,https://open.spotify.com/track/40fOB5r0wfKzcKZU0SkrAI
78,Atrévete,"Nicky Jam",352941,https://open.spotify.com/track/26Qhn2T88XqVinXQpmSarj
79,"Uno más uno","DJ Alex",351161,https://open.spotify.com/track/56HBkP5mBsUALQnstFiqIY
80,"Tik Tok Remix","DJ Alex",345099,https://open.spotify.com/track/39Eg7ODMsB9Uu55Q0UJQzV
81,"Te Olvidaré",MYA,341933,https://open.spotify.com/track/4jrZI0XdexLjrHlBwLbhzL
82,"Otro Trago",Sech,340479,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr
83,"Qué Pena",Maluma,339186,https://open.spotify.com/track/5099x34vBakWpGkHourFxP
84,Velitas,Darell,338747,https://open.spotify.com/track/7q3NthaBqFI6s0WnAlnIvq
85,Memories,"Maroon 5",332125,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
86,"La Cama",Lunay,327846,https://open.spotify.com/track/0OoqRZXnSrgIUAha3iLKG1
87,Cristina,"Sebastian Yatra",326472,https://open.spotify.com/track/703iVQrfbQsXt7Uzgy1h8k
88,"bad guy","Billie Eilish",324591,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
89,"Frijo: Bzrp Music Sessions, Vol. 10",Bizarrap,322516,https://open.spotify.com/track/5z2pkfNzSL9Ad87xcQQEdw
90,Runaway,"Sebastian Yatra",322046,https://open.spotify.com/track/7BuSE9uTIw931wtZYzvZcQ
91,"Cristina Remix","DJ Alex",320784,https://open.spotify.com/track/0ri6HvRxDmSXudAxwG3FiM
92,"La Boca","Mau y Ricky",318443,https://open.spotify.com/track/0UQwlF2pRkr1lMN6kNNUj3
93,"La Cola","Los Palmeras",317402,https://open.spotify.com/track/45W2wFalCHxcTtrWuH60Ii
94,"Soltera Vá","Los Nota Lokos",315929,https://open.spotify.com/track/0ueg5iK0wyh5EgHvtIz4qL
95,"Cuerpo en Venta",Noriel,315896,https://open.spotify.com/track/2B94bbI1a4LyBpK1439oP7
96,"Por Eso Vine","Paulo Londra",312929,https://open.spotify.com/track/5qN1G8fSHq4Sv5FRoOkNGu
97,Fresko,Bhavi,312494,https://open.spotify.com/track/2Zbw0nOYZoKU27sOYbrsv7
98,"Ocho Cuarenta",Rodrigo,312167,https://open.spotify.com/track/6jDx3MNG0yJdrvEBZohKBE
99,"Una Cerveza",Rafaga,310677,https://open.spotify.com/track/3LNZSTiwQYL7BnTfHvIOII
100,"Te Quemaste","Manuel Turizo",309001,https://open.spotify.com/track/4fj7e6Tc48Bmomwyz2Z2XC
101,"¿Qué Ha Pasao'?","Abraham Mateo",308044,https://open.spotify.com/track/2zkVH2daHyjS51g7PRJFDn
102,DOLLAR,"Becky G",303859,https://open.spotify.com/track/2uhMYJq2TODWBuZhHRrdWy
103,"Wapo Traketero","Nicki Nicole",301822,https://open.spotify.com/track/4cBX8xN4joiBKOMaBwZQQX
104,"El Bombón","Los Palmeras",298117,https://open.spotify.com/track/68drjp77R32xEkzP1vxlF6
105,Imaginate,"Rich Music LTD",296412,https://open.spotify.com/track/29ShXDWDedEwZkYc8Du08N
106,"Like Boss (Remix)",Frijo,294643,https://open.spotify.com/track/4ktOdjVzWpwdTpyjw3r5Of
107,HP,Maluma,282406,https://open.spotify.com/track/1LIqNVhaIgxXUt2eVoIQJ3
108,"Polimá Westcoast: Bzrp Music Sessions, Vol. 19",Bizarrap,280107,https://open.spotify.com/track/5WFgOLufm9ZVXwVhFy6OoJ
109,"Te Vi","Piso 21",279130,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd
110,Falling,"Trevor Daniel",275689,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
111,Intento,"Ulises Bueno",275420,https://open.spotify.com/track/66ggNhGinVQLTYJODy6P74
112,C90,"John C",274441,https://open.spotify.com/track/1DJjAT62IgW7N3JjroyGKc
113,"Me Gusta","Ciro y los Persas",273928,https://open.spotify.com/track/3pMo77B4r1NwwIK78lO4xf
114,"Ya No Tiene Novio","Sebastian Yatra",273295,https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu
115,"Sessions 6","Lion Music",271475,https://open.spotify.com/track/4SVuP1I2pHGKvO5eEAXCYw
116,"Tengo 30 (feat. Duki, Cazzu, Neo Pistea & Tali Goya)",KHEA,269174,https://open.spotify.com/track/3R1yxKhYKoXqaztyQflEH8
117,Porno,"Rich Music LTD",269013,https://open.spotify.com/track/34ZngZgo8xicbt1EE8Ob8Z
118,"La Playa","DJ Alex",268647,https://open.spotify.com/track/0WRHSge90uKgvisLnruav2
119,"Amor (Ft. Mon Laferte) - MTV Unplugged","Los Auténticos Decadentes",267014,https://open.spotify.com/track/1QjfU3jkGInap7Vm9lVJIQ
120,"La Playa","Myke Towers",266900,https://open.spotify.com/track/0jeS8PyyIRAG0A3t5DtL71
121,"Cuando Te Besé","Becky G",266681,https://open.spotify.com/track/74wEiOpnvCe1tCTWKGSYta
122,Diavla,"Chris Viz",262205,https://open.spotify.com/track/1KfrcxnOLyDhd3p4hGrhVe
123,"Me Muero de Amor - En Vivo","Damas Gratis",262173,https://open.spotify.com/track/1vX3eIWSPr9EH3nSy1JhMN
124,Perreito,"Mariah Angeliq",261692,https://open.spotify.com/track/5LsUdPeqmKVGlPJre2sIRt
125,"Verte Ir","DJ Luian",261557,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR
126,Música,"DJ Luian",260962,https://open.spotify.com/track/4xvTPuwHaXoDM3p0QcY7bH
127,"Que Locura Fue Enamorarme de Ti","Kevo DJ",259963,https://open.spotify.com/track/1wbUzKEYirlGoH5vkuaiN3
128,"Cristina (feat. Shelow Shaq)",Maffio,257924,https://open.spotify.com/track/2egI1hFZDAYrkCgtepoore
129,"No Se Me Quita (feat. Ricky Martin)",Maluma,256672,https://open.spotify.com/track/1GBLO0NFODuL31A5fgw0uR
130,Secreto,"Anuel AA",255619,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0
131,"B11 (feat. Myke Towers)",Rvssian,255386,https://open.spotify.com/track/4o1DxRjMCHDwBiOKv88rOl
132,Diva,"Nicki Nicole",254751,https://open.spotify.com/track/6kyp35INigDcwXHTKCHoAk
133,"Trátame Suavemente - Remasterizado 2007","Soda Stereo",254696,https://open.spotify.com/track/65DBZofI0b79kfHTcWWDuU
134,Chinax,"Fer Palacio",251542,https://open.spotify.com/track/6CRs2uNFau0JRFOYzK7BKt
135,"La Cobra","j mena",251352,https://open.spotify.com/track/1tyJADhbLubvWFsRmmojMj
136,"Amores Como el Nuestro","Los Charros",250737,https://open.spotify.com/track/6z6aUQtuqZzq2tbyVwHO6n
137,"El Efecto - Remix","Rauw Alejandro",250723,https://open.spotify.com/track/74j34STf8L6uADnTN69ohv
138,TERRAZA,WOS,250394,https://open.spotify.com/track/6cLWKCBNawunqBHmyzdG7v
139,"Tutu - Remix",Camilo,248524,https://open.spotify.com/track/302I7g0l3jmAbzFu9WBCmu
140,"Ella Quiere Beber - Remix","Anuel AA",246669,https://open.spotify.com/track/3f5lA8nnc4YYF1qf78WpHw
141,"Solo Pienso En Ti (feat. De La Ghetto & Justin Quiles)","Paulo Londra",246326,https://open.spotify.com/track/3H9GDhVVTlmFQSmpt51qiP
142,"LUZ DELITO",WOS,244324,https://open.spotify.com/track/13VEtVCYfLTVsq5STs3SlW
143,"Spaghetti del Rock",Divididos,244311,https://open.spotify.com/track/6rg1MBZqggsQ5olFGTw0rr
144,"Juntos a la Par",Pappo,241464,https://open.spotify.com/track/1Ig4pCPanhzXl7C86MmBUc
145,"Seguir Viviendo Sin Tu Amor","Luis Alberto Spinetta",239607,https://open.spotify.com/track/2qBirMakpTdz9ymxrZEyzg
146,Piensan,Haze,238075,https://open.spotify.com/track/0i9oiUkWOgvtnjkr0fa3XN
147,"No Soy Yo",Mesita,237681,https://open.spotify.com/track/2tQpf521ZLKH2O22fB5GR9
148,"Suéltate El Pelo",TINI,237559,https://open.spotify.com/track/7dK9ncfHtROhbYCtElBqfU
149,"Rebota - Remix",Guaynaa,235002,https://open.spotify.com/track/3dWpRjCmaHbroNahuSeX11
150,"Flasheaste Amor",Agapornis,234681,https://open.spotify.com/track/2ACgvo2Kx4LgWqQ2amvM5C
151,Amanece,"Anuel AA",233007,https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH
152,Creo,Callejeros,233002,https://open.spotify.com/track/5Bi9Cq5oVFy1OtUgecbegZ
153,"Tumbando el Club (feat. C.R.O, Obiewanshot, Ysy A, Cazzu, Khea, Lucho SSJ, Coqeéin Montana, Marcianos Crew & Duki) - Remix","Neo Pistea",231259,https://open.spotify.com/track/0OWcpVA83HI8Pb5DybDuoX
154,Tusax,"Fer Palacio",230254,https://open.spotify.com/track/2ZGWFYk7LvaV8j70vgtVoq
155,OKUPA,WOS,227169,https://open.spotify.com/track/25NPeIjHjQGvyp4D52Tji2
156,"Mi Error - Remix","Eladio Carrion",226937,https://open.spotify.com/track/0lbhKycRyqkOMKZ6thzfU4
157,"Pasos Al Costado",Turf,226819,https://open.spotify.com/track/7upAH0ezzsThyvr33YKn4u
158,Crimen,"Gustavo Cerati",226448,https://open.spotify.com/track/3oqWr0jDWNXxWufNogGREp
159,"Me Gusta Lo Simple",Duki,226200,https://open.spotify.com/track/3VJSv1RoYiCY4ECGyDO7ry
160,"Hola - Remix","DJ Alex",226160,https://open.spotify.com/track/3WBWY2uu9H9qhMT7MOVe7B
161,"Watermelon Sugar","Harry Styles",223846,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
162,Mirenla,"Ciro y los Persas",223688,https://open.spotify.com/track/027NtsXW0vpDFhzxsJKmTL
163,"everything i wanted","Billie Eilish",221747,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
164,"Que Bonito","Banda XXI",220782,https://open.spotify.com/track/3XmpHN0jwCV1unk8ygs1Ku
165,"Adore You","Harry Styles",220387,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
166,Circles,"Post Malone",220163,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
167,Infeliz,Arcangel,218918,https://open.spotify.com/track/4z6wo6PJG4Fve45OXK6D9m
168,"Hotel California","Ke Personajes",217950,https://open.spotify.com/track/0MbkiHMyocbiG3GsWgY8n0
169,"Party (feat. A Boogie Wit da Hoodie)","Paulo Londra",217846,https://open.spotify.com/track/5PDoWY5Av2Ba3rWIdY9Ij0
170,"HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX","Travis Scott",217711,https://open.spotify.com/track/7h0d2h0fUmzbs7zeFigJPn
171,Zafar,"La Vela Puerca",216803,https://open.spotify.com/track/1wIUWGdTdhVk5gIPd0ULxX
172,"Si Supieras","Daddy Yankee",215764,https://open.spotify.com/track/7MRU4vOkywuhZ9kbFiPuiu
173,"Bohemian Rhapsody - Remastered 2011",Queen,214588,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
174,Ahora,Oscu,214122,https://open.spotify.com/track/5uHzp7pDABZ7fmAWgrJdbF
175,"Como Así (feat. CNCO)",Lali,212990,https://open.spotify.com/track/5hoIOyMDt2cQx6DU0UyiBj
176,"Baila Conmigo","DJ Alex",211847,https://open.spotify.com/track/1NiZoFzDajVWop73ZTAVHn
177,"My Oh My (feat. DaBaby)","Camila Cabello",211765,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
178,"Me Voy",Rombai,210623,https://open.spotify.com/track/22sESxzbY1O1E19xjOTaYf
179,"Tan Solo","Los Piojos",210312,https://open.spotify.com/track/6vNaGz1KH44XJ9zRyCE81I
180,"Mil Horas","Los Abuelos De La Nada",210182,https://open.spotify.com/track/6sBgH04G1edCBg7eC8rIdl
181,"Fantasias Remix","DJ Alex",209608,https://open.spotify.com/track/1d2Df5xbRVmdMWVNUuGlYL
182,"No Me Arrepiento de Este Amor",Gilda,208437,https://open.spotify.com/track/6Bj9aK0jTMmjUp1y4Z7SVz
183,"Fucking Diablo","Nicki Nicole",207666,https://open.spotify.com/track/2cn7dsEVaIHslGDMWOPlW6
184,"I Don't Care (with Justin Bieber)","Ed Sheeran",207459,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
185,"Kiddo Toto: Bzrp Music Sessions, Vol. 11",Bizarrap,207319,https://open.spotify.com/track/7jJV6hcqjD76gbu7TG67k8
186,"BOTA FUEGO","Mau y Ricky",207100,https://open.spotify.com/track/6Y6YC93R1r0CISm5iC4j27
187,"Un Poco de Amor Francés","Patricio Rey y sus Redonditos de Ricota",206034,https://open.spotify.com/track/1MRhIdcloOD0uiiG3ybXGX
188,Bonita,Juanes,205326,https://open.spotify.com/track/3ewwb5s3WHYqEdkBnwKlTS
189,"Cien Años","Abel Pintos",204412,https://open.spotify.com/track/1HroyPv5zqHJI35kqObRLy
190,"Una Nueva Noche Fría",Callejeros,204285,https://open.spotify.com/track/39KmBOGkD1ztCbVeo2uspA
191,"Quiero Volver",TINI,203799,https://open.spotify.com/track/5NrIX1ozc9LGt19ISgPDIY
192,"Aleman: Bzrp Music Sessions, Vol. 15",Bizarrap,203247,https://open.spotify.com/track/7xRWmHZ2wt3zDgM5mAL0JU
193,"A Las Nueve","No Te Va Gustar",202805,https://open.spotify.com/track/68cko9zdsKwaxgb98sF36S
194,"Nunca quise",Intoxicados,202775,https://open.spotify.com/track/0ZAJ660VP57lLK4U7NlGOy
195,"After House",C.R.O,201965,https://open.spotify.com/track/37b2LyzvKZduFJd8GmJhJW
196,"Gan-Ga - Remix","Bryant Myers",201684,https://open.spotify.com/track/27qRmG3zOWPvMYUkpPdQ1g
197,Créeme,"KAROL G",201627,https://open.spotify.com/track/4EKZsrsCKyqr64FBHLc0DU
198,"Chica Bombastic","Wisin & Yandel",201373,https://open.spotify.com/track/0PabDDMMzwmn9cfJsfes7W
199,"Easy - Remix","Jhay Cortez",201026,https://open.spotify.com/track/0Cn8NxJZz7zUlsaA3rXoIU
200,Conocex,"Fer Palacio",199808,https://open.spotify.com/track/1RFYUxJ6NwkQmOJ7BKZQOg
