,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,,
Position,Track Name,Artist,Streams,URL,Week Beginning,Week Ending,Country
152,Creo,Callejeros,233002,https://open.spotify.com/track/5Bi9Cq5oVFy1OtUgecbegZ,12/27/2019,1/3/2020,Argentina
153,"Tumbando el Club (feat. C.R.O, Obiewanshot, Ysy A, Cazzu, Khea, Lucho SSJ, Coqeéin Montana, Marcianos Crew & Duki) - Remix",Neo Pistea,231259,https://open.spotify.com/track/0OWcpVA83HI8Pb5DybDuoX,12/27/2019,1/3/2020,Argentina
154,Tusax,Fer Palacio,230254,https://open.spotify.com/track/2ZGWFYk7LvaV8j70vgtVoq,12/27/2019,1/3/2020,Argentina
155,OKUPA,WOS,227169,https://open.spotify.com/track/25NPeIjHjQGvyp4D52Tji2,12/27/2019,1/3/2020,Argentina
156,Mi Error - Remix,Eladio Carrion,226937,https://open.spotify.com/track/0lbhKycRyqkOMKZ6thzfU4,12/27/2019,1/3/2020,Argentina
157,Pasos Al Costado,Turf,226819,https://open.spotify.com/track/7upAH0ezzsThyvr33YKn4u,12/27/2019,1/3/2020,Argentina
158,Crimen,Gustavo Cerati,226448,https://open.spotify.com/track/3oqWr0jDWNXxWufNogGREp,12/27/2019,1/3/2020,Argentina
159,Me Gusta Lo Simple,Duki,226200,https://open.spotify.com/track/3VJSv1RoYiCY4ECGyDO7ry,12/27/2019,1/3/2020,Argentina
160,Hola - Remix,DJ Alex,226160,https://open.spotify.com/track/3WBWY2uu9H9qhMT7MOVe7B,12/27/2019,1/3/2020,Argentina
161,Watermelon Sugar,Harry Styles,223846,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,12/27/2019,1/3/2020,Argentina
162,Mirenla,Ciro y los Persas,223688,https://open.spotify.com/track/027NtsXW0vpDFhzxsJKmTL,12/27/2019,1/3/2020,Argentina
163,everything i wanted,Billie Eilish,221747,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,12/27/2019,1/3/2020,Argentina
164,Que Bonito,Banda XXI,220782,https://open.spotify.com/track/3XmpHN0jwCV1unk8ygs1Ku,12/27/2019,1/3/2020,Argentina
165,Adore You,Harry Styles,220387,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,12/27/2019,1/3/2020,Argentina
166,Circles,Post Malone,220163,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,12/27/2019,1/3/2020,Argentina
